type,priority,summary
1,2,Add a link to NOTICE file on every page
1,2,Remove SOURCE FILE dependency from the rpms
1,2,Fix lzo installs to work correctly on NUMBER
1,2,Increase puppet timeouts to handle singlenode installs timing out
1,2,The database set up script has a duplicate CONFIGURATION FILE of COMPONENT so install fails
1,2,Eliminate redundant and unused CONFIGURATION FILE for the columns in the table CLASS
1,2,hdpnagios and hdpmonitoring has wrong configuration file location also ownergroup permissions are wrong
1,1,Fix invalid HTML markup on Monitoring SOURCE FILE
0,1,Add Nodes Progress for partial failure that let us the user continue display an orange bar rather than a red bar in the progress popup
1,2,Support for Hadoop Security frontend changes
1,2,Weirdness with Custom Config page when the user goes back to previous stages
1,2,COMPONENT should install yum priorities on all nodes to ensure main repo is picked first
1,1,Make puppet generate more logs on command failures
1,2,Fix COMPONENT agent VARIABLE scripts and the bootstrapping
1,2,COMPONENT does not handle a presetup usersupplied Hive Metastore
0,2,Change text on alerts about XX hours ago
1,2,HDFS disk capacity on SOURCE FILE is seen as negative number
1,2,Remove files from COMPONENT that were not meant to be checked in
1,2,SOURCE FILE Summary capacity pie chart keeps changing colors
0,2,Create heatmap legend entries for missing datainvalid hosts
1,2,Switching services does not update various UI elements
1,2,Error handling when errors are encountered during preparation for deploy
1,2,Need to be able to reliably recover from the case when the browser is closed during deploy Step NUMBER post submission Step NUMBER of the wizard
1,2,Userspecified custom configs such as CONFIGURATION FILE overrides should be persisted to maintain what the user specified
1,2,Install Wizard Confirm host stuck at Preparing stage
1,2,Host component live status is broken
1,2,COMPONENT heatmaps and host information shows CONFIGURATION FILE for disk space used
1,2,Graphs degrade over time
1,2,On Notification Popup clicking go to nagios UI does not load nagios UI
1,2,tmpfs filesystem being added to the list in the dir used by COMPONENT
1,2,Installer Wizard Retry feature in Deploy step Step NUMBER is broken
1,2,CONFIGURATION FILE fails silently it is not firing any API calls due to a JS error
1,2,Host jams in status Preparing if host name is wrong
0,2,The check boxes to checkuncheck one of the members in a multi artifact graphs is not very readable It should be more apparent on which one the user clicked on
0,2,Check the logrun dir locations to make sure its an abs path
1,2,Disk Info Metrics and memory usage sometimes do not show up for an hour or so
0,2,Clean up table header UI for sorting and filter clear x for Hosts table
0,2,Clean up table header UI for sorting and filter clear x for Jobs table
1,2,After adding hosts the host count shown in the SOURCE FILE is incorrect
1,2,Detailed log view dialogs are not centeraligned
0,2,Automatically update hostlevel popup infologs
1,2,Remove hdp as the httpd conf for any of the nagios urls should replace it with COMPONENT or something else
1,2,Allow capacity scheduler to be attached to host role configs for CS configurability in the APIs
0,2,In any starts fails warn the host and the overall install
0,2,Add filters module
0,2,Refactor Job Browser User filter
0,2,Confirm Hosts page It looks like hosts disappear if you are on Fail filter and click on Retry Failed button
0,2,Drop the option from Hosts Component Filter and Jobs Users Filter
0,2,SOURCE FILE make disk usage pie chart in HDFS summary easier to understand
1,2,Replace sudo with su in the COMPONENT setup script since COMPONENT server setup is already run as root
1,2,Directory permissions on httpd varwwwcgibin should not be touched by COMPONENT
0,2,Host health indicator should have a tooltip showing details
0,1,Install Options line up the Target Hosts section with the rest of the page
0,2,Use emberprecompilerbrunch npm plugin
1,2,Fix the host roles live status not go back to INSTALLED if it was in VARIABLE state
0,2,Remove hard coded JMX port mappings
1,2,Service graphs SOURCE FILE with spinners
0,2,Job Browser Filter by Input output and duration
1,2,Agent checks packages as part of host check but does not tell which ones are needed or conflicting
1,2,Store example Hive Queries somewhere in COMPONENT that is easily accessible for demotest purposes
0,2,On Confirm Hosts page add a link to show the Host Checks popup in the success message
1,2,Edit User No error message is shown when the user does not enter the correct old password
0,2,Shrink top nav height
1,2,Incorrect displaying Background operations window after changing state of component
1,2,Failing build due to url moved on Suse
0,2,Make sure that COMPONENT Web renders all elements correctly when the browser width is NUMBER or narrower
1,2,Bootstrap can hang CONFIGURATION FILE
1,2,Service status host component status can get stuck in the green blinking state if stop fails no further operation can be performed
0,2,Make sure that COMPONENT Web renders all elements correctly when the browser width is NUMBER or narrower refactor
0,2,Properly display Apps page aggregate summary and data table when there are no data to be shown
0,2,Remove all text from Apps views controllers templates to SOURCE FILE
0,2,Host health indicator should have a tooltip showing few details refactoring
1,2,Switching out of Jobs page does not launch popup anymore
1,2,Cluster missing hosts after successful install and restart
0,1,Add username validation for COMPONENT local users
0,2,Show validation error when the user specifies target hosts that are already part of the cluster
0,1,Refactor Job Browser filter
0,2,Enhance CLASS progress display
1,2,Service Check fails after secure install due to wrong CONFIGURATION FILE path
0,1,Externalize strings to SOURCE FILE
1,2,Provide consistent ordering of hosts in heatmap
1,2,No alerts badge on the Host Detail page should be green not red
1,1,App Browser rows colours should alternate from dark grey to light grey and back
1,2,Mouse cursor hover behavior is strange on Job Browser
0,2,Since there is the ability to log in to COMPONENT Web as different users the current user should be indicated
1,2,Wrong calculation of duration filter on apps page
1,2,COMPONENT Agent registration hangs due to Acceptor bug in Jetty for not reading through accepted connections
1,2,Validation for username used in service configs is broken
1,2,Failure popup shown for CONFIGURATION FILE HDFS when CLASS is not installed
0,2,Remove hardcoded stack version
1,2,Cannot proceed after bootstrapping in some cases due to a runtime error while running host checks
0,2,Optimize query call for retrieving host information
0,2,Optimize query for getting service and host component status back from the server
1,2,CONFIGURATION FILE Read and Write locks for METHOD
0,2,Optimize ganglia rrd script to be able to respond within reasonable time to queries made by the UI
1,2,Further optimization of querying host information from the server
1,2,Fix CLASS to take care of issues when gethostname and getfqdn do not match
1,2,Fix alerts at host level if CLASS is not selected not to alert for tasktrackers not running
1,2,Nagios script causes unwanted Datanode logs
1,2,Add hadooplzo to be one of the rpms to check for before installation
1,2,Make all service properties CONFIGURATION FILE
1,2,Fix start up option for COMPONENT where there is a missing space
1,2,Add hosts is broken
0,2,Hosts page add filtering by host status
1,2,COMPONENT Web goes back and forth between frozen and usable state peridocially on a large cluster
1,2,Alerts take around NUMBER seconds to show up everytime you SOURCE FILE the SOURCE FILE
0,2,Hosts page layout fixes
0,2,Constrain the width of all wizard popups
1,2,Jobs failed count always returns NUMBER in the jobtracker API metrics
0,2,Stack Upgrade Wizard resume upon page SOURCE FILE login
0,2,Host progress popup generic component for showing progress on async operations
1,2,Cannot start hadoop services after hdfs CONFIGURATION FILE and amabri server restart
1,2,Templeton smoke test fails for secure cluster
1,2,CONFIGURATION FILE UI should not allow certain configs to have hostlevel overrides
0,2,Security Wizard integrate host progress popup
1,2,Some map and reduce task metrics are missing for the tasktrackers in the API
1,2,Undo should not be allowed on component hosts
1,2,Oozie properties for principal and keytab not read from ooziesite
1,2,Starting all services fails on secure cluster excluding CLASS and CLASS
1,2,COMPONENT need to set the value of VARIABLE
1,2,Agent has it hardcoded that HDP repo file can only be downloaded once
1,2,It seems upgrades available at the FE is hardcoded to VERSION NUMBER
1,2,CLASS and Zk failed to start on secure install
0,2,Backend support for MySQL and Oracle for Oozie and Hive
1,2,Add support for Stack VERSION NUMBER to COMPONENT
1,2,Unable to get all tasks from more than one VARIABLE by one request
1,2,Hue installation fails due to manifest errors
1,2,Security wizard Javascript error is thrown when METHOD is included as a secure service
1,2,Stopping and then Starting all services does not start CLASS
1,2,Can not specify request context for smoke test request
1,2,Security wizard Add missing secure configs to Hbase service and make zookeeper as default primary name for zookeeper principal
1,2,CLASS master shuts down immediately after start in a secure cluster
1,2,Few coresite properties SOURCE FILE after seemingly benign CONFIGURATION FILE
1,2,Cluster Management Services CLASS Config throws JS error and the page comes up blank
0,2,For global properties show restart for appropriate services only
0,2,Make single PUT call for multiple host overrides
1,1,Cosmetic problems on CLASS SOURCE FILE
0,2,Capacity Scheduler when adding a new queue populate fields
1,2,Cannot load Nagios Alerts due to NUMBER Bad Request
1,2,Master broken Cannot deploy services
1,2,COMPONENT RPM claims SOURCE FILE of usrsbin
1,2,COMPONENT FE is not setting proper value for VARIABLE
1,2,HUE pid and log dir labels are flip flopped
0,2,Capacity Scheduler implement usergroup and admin usergroup validation rules
0,2,Reassign Master Wizard Step NUMBER prevent proceed next without changing target host
1,2,NUMBER API uses type to refer to config tags and no longer exposes filename as a property
1,2,API to map global properties to services is partially complete
1,2,Impossibility to scroll metric window after browser width changing
1,2,Disable editing Capacity Scheduler on host configs
0,2,Update default stack version to VERSION NUMBER
1,2,CLASS master does not come up after disabling security
1,2,Client install tasks are shown twice in install progress popup
1,2,COMPONENT CONFIGURATION FILE Missing Property for LZO enabled VARIABLE
1,2,CLASS History Server failed to come up on VERSION NUMBER stack and the request for service stall is stalled
0,2,Allow for users to customize Nagios user accounts
1,2,Allow for users to customize Ganglia gmetad gmond user accounts
1,2,Test failure METHOD
1,2,Security vulnerability with Ganglia and Nagios
1,2,All Service Smoke tests fail when run with service start
1,2,Oozie Smoke test fails with errors on the start servicesinstall page
1,2,System logs are not present on tasktracker
1,2,hadoop dependency version for COMPONENT is hardcoded making it regular expression based to pick latest from the repository
1,2,Wrong install status shown in Add Service Wizard
1,2,Hosts table whether the alert filter is in effect or not is not clear
1,2,Client install tasks are shown twice in progress popup during start phase of install wizard update API call to include CONFIGURATION FILE
1,2,Deploying VERSION NUMBER results in several alerts is it related to hardcoded port
1,2,When nagios is unavailable return null instead of throwing an EXCEPTION
1,2,Hostname pattern expression is broken
1,2,Filtered hosts get out of sync with the filter selection
1,2,Action buttons on host details page not formatted properly on Firefox
1,2,Clicking on Cancel on the Service Config page should not reload the entire app
1,2,Filtering on Jobs table does not work under certain situations
0,2,Hosts tab clicking on red badge should not toggle Alerts filter
1,2,Using mixed OS overwrites COMPONENT during install
1,2,Cannot delete cluster with components in UNKNOWN state
1,2,Cannot decommission data node ensure recommission also works
1,2,COMPONENT Server becomes unresponsive after SOURCE FILE on http reads on jersey
0,2,Add validation checks for Add Property on custom site configs
1,2,Error when loading mainservices directly
0,2,Make frontend changes to account for the host component status UNKNOWN
1,2,Add clover code coverage profile
1,2,Disable Add Component button in the Host Details page if the host is in UNKNOWN state or METHOD
1,2,Add local user button is enabled but nothing happens upon clicking it under certain conditions
1,2,Services links on SOURCE FILE connected to incorrect pages
1,2,Add Unit test to verify client reinstall for install failed client
1,2,If Install from Local Repository selected in install wizard Add Host wizard not working
1,2,Host Detail page if the host component is in VARIABLE state we should let the user reinstall it
0,1,CLASS Heatmaps clean up labels and units
1,2,Hadoop group customization does not take affect
1,1,Preparing to install message needs spacing
0,2,Changing service directories should popup a confirmationwarning dialog upon save
1,2,Admin role cannot be assigned to LDAP user
1,2,SOURCE FILE failing during installation
1,2,Tasks are not filtered by parent request id
1,2,Post COMPONENT upgrade Hive and Oozie fail to start after CONFIGURATION FILE
1,2,It is possible to get into a state where install retry is not possible if the agent stops heartbeating
1,2,Hive service check still failing with file permissions
0,2,Support for configuring and running COMPONENT Web Server https
0,2,Enable customization of smoke test user
0,2,COMPONENT modifications to allow for Hadoop Compatible Filesystems HCFS
0,2,Use modified dependencies if a stack contains an HCFS service Hadoop Compatible File System
1,2,Set default value of oozie property VARIABLE to true
1,2,Home paths are not set correctly in CONFIGURATION FILE
1,2,HBASE fails to start on master
1,2,Installation with existing Oracle DB fails
1,2,When hive and oozie users have been changed after upgrade hive metastore and oozie cannot start properly
1,2,Capture user for auditing config changes
1,2,COMPONENT needs to set right path for GC log directory of Hbase process
1,2,Sometimes stale host host component indicators are shown
1,2,After upgrading COMPONENT from VERSION NUMBER to VERSION NUMBER the server throws NUMBER error when startingstopping any service
1,2,Datanode Start fails in secure cluster
1,2,Host status filter not restored on Hosts page when navigating back
1,2,Fix unit tests for COMPONENT Web
1,2,TEST BROKEN FAIL VARIABLE VARIABLE
1,2,Remove VERSION NUMBER stack CONFIGURATION FILE since its never been used and is redundant
1,2,NUMBER Monitoring Jobs page should be hidden when HDP VERSION NUMBER stack is installed
1,2,Update mock json data for Test mode
0,2,Agent heartbeat lost during install
1,2,COMPONENT has a deadlock when reinstalling after reboot of cluster nodes
1,1,COMPONENT start script COMPONENT will never use VARIABLE
1,2,Background operations popup does not automatically SOURCE FILE the task log
0,2,Add unit tests for Utils
1,2,Reassign Master Wizard SOURCE FILE page on step NUMBER NUMBER or NUMBER breaks wizard
0,2,Change config loading mechanism to allow for different stack versions
1,2,Increase COMPONENT test coverage
1,2,Using an external MySQL Oracle database for Oozie does not work
1,2,Fix MySQL and Oracle DDL scripts according to last DB changes
1,2,Ensure version values are used appropriately throughout COMPONENT
1,2,Allow Security related configs to be modified via custom settings
1,2,CLASS button may stay enabled for NUMBER seconds after it has been clicked
1,2,Bad hosts query example in API docs
1,2,On install Options page when selecting Perform manual registration on hosts and do not use SSH is setting Path to NUMBER JDK disabled
0,2,Provide way to optionally enable twoway SSL for CLASS communication
1,2,Configuration mapping metadata on COMPONENT should be computed as per the stack selection
1,2,COMPONENT Upgrade prcoess should preserve the old configs and add the new config options to the old config files
1,2,NUMBER EXCEPTION creating service component during install
1,2,UI allows adding already existing properties to custom CONFIGURATION FILE CONFIGURATION FILE settings and creates confusion
1,2,Security Wizard navigation not locked down causes artifacts and other unwanted side effects
1,2,API call to get metricscpu does not work for CLASS and CLASS host components
1,2,Enhance processing of SOURCE FILE before starting COMPONENT server
0,2,Unit Tests Added tests to install wizard for step NUMBER NUMBER NUMBER
1,2,Intermittent test failure with CLASS port Scanner test
1,2,Security Wizard webhcat Server start fails on enabling security
0,2,Show installed stack and its services
0,2,Unit Tests Added tests to models
0,2,Add Host Wizard show info about manual steps required on a secure cluster
1,2,Add unit tests for COMPONENT python changes
1,2,Bootstrap is broken for COMPONENT web with VERSION NUMBER
1,2,COMPONENT setup borken in trunk
0,2,Add support for classic SOURCE FILE
1,2,COMPONENT setup should allow user to change database password
1,2,Kerberos globals are shown in HDFS config page during install
1,2,Installer Wizard NUMBER CLASS and CLASS should not be cohosted by default on multinode cluster
1,2,HDFS Config page is broken in METHOD on trunk
0,2,Set default widgets to show for the SOURCE FILE
1,2,Bootstrap failed on rhel VERSION NUMBER
1,2,COMPONENT server start fails with CONFIGURATION FILE user
1,2,Security wizard smoke test for services fails with customized service user names
1,2,Upgrade from VERSION NUMBER to VERSION NUMBER fails because the ddl script does not work metainfo version change is broken
1,2,Add unit tests for bootstrap and METHOD python scripts for the server
0,2,Create command line script to manipulate COMPONENT configurations get set add delete
1,2,CLASS database settings should accept custom JDBC URLs
1,2,Remove unnecessary check for hostnames service name which is wrong
1,2,COMPONENT bootstrap actions report success even if a failure happened
1,2,SOURCE FILE page has a lot of footer padding
1,2,she VARIABLE is not working in a reliable way
1,2,Issues with setup ldap
0,2,Security Wizard show which principals and keytabs need to be created on which hosts
0,2,Remove dependence on VARIABLE global for Nagios checks
1,2,Cleanup setup https flow
1,2,Cannot add property VARIABLE
1,2,Decommission data node not working in secure mode
0,2,Add download CSV action for security wizard
1,2,Zookeeper smoke test failing in secure cluster
1,2,Add helpful message when not able to download jdk with setup options for the user to be able to specify the jdk
1,2,Incorrect permission on CONFIGURATION FILE
1,2,Some memory configs are set to NUMBER in COMPONENT
1,2,Custom Repo URL cannot be set when nonroot
1,2,Regression Agent external hostname is not verified during bootstrap with no warnings
0,2,Simplify Local Repo setup in installer UI
0,2,Security Wizard Create separate page for principalkeytab
1,2,CtrlC during COMPONENT setup prints out a python stack trace
1,2,Setup LDAP does not validate truefalse response
1,2,Using another user for COMPONENT server user create a local group for the COMPONENT server user with same name
1,2,Host Check report show hosts without issues
1,2,JS Error when deleting a widget after sorting it on removeedit sign
1,2,HDP installation fails due to puppet syntax error
1,2,Properties of the same name cannot be added to different custom CONFIGURATION FILE
1,2,Add Quick Links Web UI for Oozie Hue Nagios Ganglia
1,2,kdestroy not required for zookeeper smoke test
1,2,WebHCat and Oozie services does not start on NUMBER with enabled security because of CRITICAL Error doing CONFIGURATION FILE for nagios
1,2,Rename VARIABLE property in COMPONENT to VARIABLE
1,2,Host Checks truncation on checked processes makes it difficult to know the actual processes in conflict
1,1,Popover with config name goes beyond the container
1,2,Wrong info on Services Summary tab for CLASS Live CLASS Live CLASS live
1,2,Host cleanup left two COMPONENT CONFIGURATION FILE
1,2,SOURCE FILE Widgets hover to show details experience is jarring
1,2,Reset the latest stack version for VERSION NUMBER
1,2,Perf Service summary view inefficiently binds to host components
1,2,SOURCE FILE Metrics legend size increased unexpectedly on mouseover from line space
0,2,Security CSV cleanup
1,2,Going back to Customize Services page from the Install page resets certain directory values
0,2,Update NUMBER
0,2,Read timeout issues in Oracle JDBC connections where read has a long timeout
1,2,COMPONENT can not find password for remote database with password encryption enabled
0,2,Improve styles for CLASS code area
1,2,Add umask checks for host checks we should alert if umask is not NUMBER
0,2,Add a retype new password field when changing passwords for COMPONENT users
1,2,Host checks say pass when all hosts failed to register
1,2,Security wizard Relogin while on NUMBER without quitting the wizard throws JS error
1,2,Start button not available for various components within NUMBER sec after stop operation CONFIGURATION FILE
1,2,setup ldap does not validate secondary url
1,2,Error messages printed to log
1,2,Enable Security Wizard stops on step NUMBER Save Configurations and does not let the user leave the wizard
1,2,Datanode Live widget displays NUMBER dead when no datanode is live on a cluster
0,2,Disable Show report for NUMBER issues
1,2,Disable security not working in webui METHOD
1,2,Host specific progress bar for a task has some inconsistencies
1,2,Implement a cleanup thread that removes files in COMPONENT data directory that are older than a configurable amount of time
1,2,Fix JS Unit tests after merge VERSION NUMBER to trunk
1,2,Make COMPONENT web METHOD work for installer wizard with HDP NUMBER selection
0,2,Disable autocomplete on form tag for COMPONENT UI
1,2,hbase super user cannot submit jobs since COMPONENT creates hbase super user with NUMBER
1,2,Disallow actions upon host components on hosts that stopped heartbeating
1,2,While a host component is being installed INSTALLING state it does not show up in the Host Detail page
1,2,Hosts and Host Details page UI tweaks
1,2,Misc logging changes
1,2,Security Wizard step NUMBER no hosts shown when clicking on the Start CLASS Services link
1,2,Jobs page table is not striped and pagination is not disabled
1,2,Stack VERSION NUMBER Hive Check execute fail
1,2,Customize Services page Misc tab incorrect behavior of popup window for changing user names
1,2,Ozzie does not work with local FS user
1,2,Host Checks Show Report is showing bogus information for FILES AND FOLDERS
0,2,FE should show the errordetails when it encounters error while persisting web client state
1,2,Cannot save HDFS configs with SNN in MAINTENANCE mode
1,2,NUMBER stack install should merge YARN NUMBER options
1,2,YARN time series data needed for CLASS statuses
1,2,YARN service summary additional information
1,2,Cannot add from UI some queues in CONFIGURATION FILE
1,2,Customize Services directories are shown in commadelimited format when revisiting
0,2,SOURCE FILE refactor and Unit tests
1,2,Utility script to generate keytabs is broken
1,2,CLASS VERSION NUMBER Logger does not work
1,2,Running Requests are not visibile on the UI since the API is not returning the running requests
1,2,YARN and ZK data directory names have at end
1,2,Restart service component fails if pid is reallocated
0,2,YARN time series data needed for CLASS
1,2,Host registration fails
1,2,Nagios server fails to start with invalid configuration error
1,2,API JMX mapping needs to be updated due to property name changes
1,2,Nagios start fails due to invalid configs
1,2,Puppet script syntax issues result in hive deployment with custom DB and oozie service check failures
1,2,Oozie failed at smoke test in secured cluster
1,2,Oozie start fails likely due to failed install
0,2,HDFS Service Check failed as designed but took NUMBER mins to fail
1,2,SOURCE FILE and coresite are missing on hosts that have only yarn components deployed
1,2,Add CLASS NUMBER metrics changes to jmx in a backwards compatible way
1,2,SNAMENODE should not start after transition to Maintenance mode
0,2,Rename alert titles and descriptions
1,2,CLASS RPC and CLASS counts missing from timeseries
1,2,Popover stuck after routing to another page
1,2,Update stack CONFIGURATION FILE for NUMBER
1,2,Update VERSION NUMBER stack CONFIGURATION FILE for repo url
1,2,Oozie smoke tests fail on COMPONENT with EXCEPTION in Oozie Server
1,2,Use a specific build number for the stck builds
1,2,Mapreduce pid directory cutomization fails
0,2,Provide readonly view of security wizard entries
1,2,COMPONENT server and agent are not stopped during package uninstall
1,2,Should turn on predicate SOURCE FILE by default
0,2,Trim andor validate config parameter values to prevent failures due to extra spaces
1,2,COMPONENT should always point to latest repo
1,2,Customize Services METHOD tab Popup with related properties does not opened after Group User value changing
1,2,Oozie CONFIGURATION FILE misssing two xsd values causing she will and sla workflows to fail
1,2,COMPONENT server setup with silent option prints error statement for the first time
1,2,Enhance host clean up to handle tmp files and folders
1,2,Advanced config orders should be consistent in Install Wizard Customize Services and Monitoring Services Config
1,2,Do not use regex to determine folder name by full path for VARIABLE
1,2,Warning messages not cleared when task fails
1,2,Fix Unit tests
0,2,Amabri Client refactoring NUMBER
1,2,COMPONENT will not start CLASS because one of multiple folders not created
1,2,Jobs run date and duration not sorting correctly
1,2,Jobs summary has oldest and youngest run dates swapped
1,2,Incorrect units of measure for CLASS Master Heap widget on SOURCE FILE
1,2,Incorrect color of rack indicators on Heatmaps page
1,2,Cannot change JMX ports using COMPONENT configuration API
1,2,Random change of blocks for Summary and Alerts and health checks on some Service pages
1,2,Security wizard disabling security does not return to initial condition after enabling security fails
1,2,CLASS CLASS request metrics seem to have changed for VERSION NUMBER stack
1,2,EXCEPTION thrown while retrieving ganglia properties
1,2,Incorrect behavior after entering wrong current password while editing user
1,2,Out of memory issues with Request API on large cluster
1,2,Reduce the size of CLASS entity
1,2,COMPONENT service script should return nonzero when the agent is not running
1,2,Modify ganglia config to match the data resolution of the older version
1,2,Oozie install fails with could not connect to database when choosing use existing mysql database and choosing new mysql database for Hive within COMPONENT
1,2,COMPONENT command output should point to Apache COMPONENT documentation
1,2,Secure cluster Yarn service check fails after configuring yarn for spnego authentication
1,2,CLASS should be shown as a component that can be startedstopped in Host Details page
1,2,WebHCat alert does not nave any description
1,2,Cannot delete a stopped VARIABLE in INSTALLED state
1,2,COMPONENT reset is broken on VERSION NUMBER
1,2,CLASS Uptime does not appear
1,2,COMPONENT does not set the correct value for VARIABLE in CONFIGURATION FILE
1,2,CLASS reads are flooding the log
1,2,When Bind DN credentials are incorrect we should log it
0,2,Setup the NUMBER Jaas configuration using COMPONENT setupsecurity
1,2,Readonly views of security admin tab became editable after visiting other tabs on admin page
0,2,Provide UI page to enabledisable experimental functionality
1,1,Fix text for custom JCE policy setup
0,2,Cleanup UX for advanced database in COMPONENT setup
1,2,SOURCE FILE page buttons are shifted if screen width is more than NUMBER
1,2,Strange behavior of CLASS CPU WIO SOURCE FILE widget
1,2,Help Text for CLASS ID when enabling HA is random in responding to mouse movement and clicks
1,2,Security wizard On CLASS HA mode General category should have spnego principal and keytab field
1,2,SSH key in logs
1,2,Unavailable stacks should be hidden
1,2,Parameterize the repo url for latest stack
1,2,Nagios alert text for CLASS should say live
1,2,Fix Unit tests and create new test for NUMBER installer
1,2,HDFS service check should not be disabled when NN HA is enabled and one NN is down
1,2,Security wizard Create Principals and Keytabs step does not save state after page SOURCE FILE
1,1,Use correct case for YARN
1,2,UI optimization constrain METHOD model loading
1,2,Unit test for agents failhang at CLASS and CLASS
1,2,switching to Configs tab causes Quick Links to disappear
1,2,Services SOURCE FILE Navigation errors
1,2,HDFS health status when HA configd
