type,priority,summary
Bug,Trivial,tests should be test
Bug,Minor,WicketTester does not bind created Session to SessionStore
Bug,Minor,TimeOfDay.next(Calendar) can return time on same day rather than next day
Bug,Blocker,AbstractTextComponent#setConvertEmptyInputStringToNull(true) does not work with IObjectClassAwareModels (affects TextField  etc.)
Bug,Minor,HeaderContributor forces relative URL
Bug,Critical,Prototype scoped Spring beans
Bug,Minor,WicketFilter tries to call setClassLoader() even if it's not changing the default - doesn't work on strict SecurityManagers.
Bug,Major,Resource.getParameters() empty when resource is mounted
Improvement,Trivial,wicket-examples grey-on-white colour scheme is very hard to read
Improvement,Minor,wicket-examples source code view is not resizable
Improvement,Minor,fire onchange event of associated component after date selection
Improvement,Major,enhance ichoicerenderer with id->choice object lookup
Bug,Major,[PATCH] remove XX in firefox and palette
Improvement,Minor,AjaxEditableLabel needs Model for adding a IValidator
Improvement,Minor,DateTextField is too session-heavy
Bug,Major,ReloadingWicketFilter not working with markup inheritance
Bug,Minor,Border.resolve() should not attempt to render contents if bodyVisible is false
Bug,Major,If the model is List  PropertyResolver doesn't try to find fields.
Bug,Major,AjaxEditableChoiceLabel doesn't work
Bug,Minor,Invoking a request listener on a page returns an Expired Error page
Improvement,Minor,Unable to remove an IFormValidator from a Form
Improvement,Major,make getConvertedInput final again and remove final from convert  which should be renamed to convertInput
Improvement,Major,make default maximum upload size an application setting
Improvement,Major,WicketTester cause SerializableChecker$WicketNotSerializableException
Bug,Major,WicketTester could not handle Multipart form without upload
Bug,Major,OnChangeAjaxBehavior does not work with  when using Safari
Improvement,Minor,Qualified resource key should take priority over unqualified one
Bug,Minor,setVisible(false) on Page throws NPE
Bug,Major,ServletWebRequest.getRelativePathPrefixToContextRoot generates wrong relative path if current page has URL-encoding in the params.
Improvement,Major,add support for localization
Improvement,Major,Disable line-precise exceptions for component use check
Bug,Critical,default pagemap name of null is not always properly encoded into the url
Bug,Minor,Select doesn't validate 'Required'
Improvement,Trivial,Easy access to final rendered page source
Bug,Major,setresponsepage() does not properly redirect from ajax requests
Improvement,Minor,upgrade to SLF4J to version 1.4.2
Bug,Major,MockHttpServletRequest.addFile does not work with binary files
Bug,Major,Empty content inserted into Border - throws ugly exceptions
Bug,Critical,Session id encoding problem in cookie-less mode
Bug,Minor,No scrolling behaviour of source code viewer in IE 6
Bug,Major,Ajax refresh fails when a fragment is included in the target
Improvement,Trivial,Use -DpackageName if it is specified
Bug,Major,AjaxFormChoiceComponentUpdatingBehavior not working
Bug,Major,More problems with ajax and transparent containers
Bug,Minor,Javadocs for AbstractDefaultAjaxBehaviorPrecondition#getSuccessScript() and #getPreconditionScript() are swapped
Bug,Major,DateField's/ DateTimeField's factory methods should pass in ids
Bug,Minor,NumberFormatException with UrlCompressingWebRequestProcessor in WicketTester
Bug,Major,HttpServletResponse.encodeRedirectURL() missing in WicketFilter
Bug,Major,Markup hirarchy gets messed up when value of  attribute 'background' is a relative path
Bug,Major,Typo in org.apache.wicket.markup.html.tree.res.tree.js causes AJAX tree node addition failures
Improvement,Minor,Option to align DatePicker to the left of icon
Improvement,Major,Add class or id to AjaxFallbackDefaultDataTable elements (NavigationToolbar  etc.) to facilitate CSS styling
Bug,Major,InlineFrame with null PageMap raises exception
Bug,Major,Unable to find InlineFrames when inside ListViews
Bug,Major,If a form includes a DataTable with AjaxEditableLabels and the form should be refresh an exception occurs when a user switches between a changed label to another
Bug,Critical,WicketServlet no longer sets application on current thread
Bug,Critical,There is no way to specify what exceptions to log in RequestCycle
Bug,Minor,onBeforeRender not called on ModalWindow contents
Bug,Major,Tree not 'redrawn' when resetting root node
Bug,Minor,inconsistent state after setting AjaxDebugModeEnabled to true in an AjaxRequest
Improvement,Trivial,Minor patch in polish translation
Bug,Major,embedded jetty configuration stops working on beta3
Bug,Minor,BaseWicketTester support for SubmitLink
Bug,Major,WebRequestCodingStrategy is not synchronized
Bug,Major,Default button does not provide button name
Bug,Trivial,FilteredAbstractColumn unary constructor expects Model instead of IModel
Bug,Major,Static Pages -> Passing URI to a Wicket page == 404 Error
Improvement,Minor,Wicket Javadoc Standardization: org.apache.wicket.util.value
Bug,Major,StringIndexOutOfBoundsException in ServletWebRequest.getRelativePathPrefixToWicketHandler
Bug,Major,[PATCH] Javascript error in IE7 when selecting a date
Bug,Minor,Text not visible in Wicket Ajax Debug window
Bug,Minor,setEnabled() does not work on YUI DateField
Improvement,Trivial,Fix a TODO for 1.3 at AjaxFormSubmitBehavior.onError()
Improvement,Trivial,javadoc typos
Bug,Major,FeedbackMessages don't get cleaned up in an AJAX request when renderstrategy is REDIRECT_TO_RENDER
Bug,Major,StyleSheetReference doesn't take style/locale into account
Improvement,Minor,Wicket Javadoc Standardization: org.apache.wicket.util.thread
Improvement,Minor,Wicket Javadoc Standardization: org.apache.wicket.util.tester
Improvement,Major,Remove final from WebRequestCodingStrategy. urlCodingStrategyForPath
Improvement,Minor,Correct javadoc for Fragment
Improvement,Trivial,Missing img alt attribute in WicketAjaxIndicatorAppender
Improvement,Major,Extending PagingNavigator for stateless pages
Bug,Major,DateTextField.setEnabled() is not propagated to attached DatePicker
Bug,Major,Problem closing a ModalWindow when used through an IFrame
Bug,Major,AjaxEditableLabel: defaultNullLabel() should really be a defaultNullorEmptyLabel()
Bug,Trivial,XHTML validation failure for DatePicker
Improvement,Minor,Change log in Form.handleMultiPart() from error to warn
Bug,Major,AbstractTree utilizes Collections.EMPTY_LIST for a node's children container which causes errors when adding children
Improvement,Minor,add sanity check on form submit for request method
Improvement,Minor,Tolerate malformed If-Modified-Since header
Improvement,Major,IDataProvider-Overflow with size()
Bug,Minor,AjaxEditableLabel and AjaxMultiLineEditableLabel do not honour enabled status
Bug,Major,Ajax Memory Leak in IE
Improvement,Minor,i18n: Translation of resource files in Korean
Bug,Major,NPE in IndexedHybridUrlCodingStrategy during encoding
Bug,Critical,false positive or wrong unit tests unit tests when ajax is involved
Improvement,Major,Use X-Forwarded-For header for getting the IP address of the client in WebClientInfo
Improvement,Major,upgrade to YUI 2.4.0
Improvement,Major,WicketTester recreates session after setting attributes on it
Bug,Major,Inside a html tag wicket:message's attribute cannot contain colon : in it  it uses the first colon and tokenizes the rest to be the resource_identifier. Need some way to use colon in the attribute name.
Bug,Critical,Temporary files not deleting when multipart upload fails with IO error
Bug,Major,java.lang.IllegalAccessError when changing AjaxEditableLabel
Bug,Minor,assertComponentOnAjaxResponse does not work with WicketTester.clickLink
Bug,Major,NPE in ListMultipleChoice.updateModel()
Bug,Major,Script in RenderHead method of AjaxFormChoiceComponentUpdatingBehavior needs fixing
Improvement,Minor,Allow to query component markup id without creating one
Improvement,Minor,Report last focused element id on ajax request
Improvement,Minor,Make Cookie-Detection possible without JavaScript
Bug,Minor,WicketTester Doesn't Support setDefaultFormProcessing(false)
Improvement,Minor,Improve SelectOptions: allow customization of created SelectOption objects
Improvement,Minor,HybridUrlCodingStrategy should throw a PageExpiredException if a RequestListenerInterface is targeted on a non-existent page-id/version
Improvement,Major,Make substitutePropertyExpressions() in Localizer overridable
Bug,Major,AbstractTextComponent requires itself to be rendered before conversion happens
Bug,Major,DateTimeField does not correct the timezone properly
Bug,Minor,Javadoc error in QueryStringUrlCodingStrategy
Bug,Major,AbstractPageableView has transient cachedItemCount  but doesn't set it to -1 on deserialization.
Bug,Major,AjaxFormChoiceComponentUpdatingBehavior just updates the group 'grandchildren'
Bug,Major,HybridUrlCodingStrategy and StatelessForm ( or StatelessLink ) results in invalid parameter encoding
Improvement,Minor,BigDecimalConverter is not precise
Bug,Major,AutoCompleteTextField's *scrollable* suggestion list disappeared when a mouse pointing to the scroll bar in IE6/7
Bug,Major,Localizer doesn't honor style when caching property lookups
Bug,Major,Having instance variables referencing pages causes memory leaks  StackOverflowErrors and ClassCastExceptions
Improvement,Minor,Not all of SignInPanel is properly localized
Bug,Critical,MarkupCache can 'leak' memory
Bug,Minor,Input field with autocomplete behavior does not submit the form via enter key in some cases
Bug,Minor,AbstractCalendar use the wrong resources path
Bug,Major,MiniMap IndexOutOfBoundsException when empty
Bug,Major,'charset=UTF-8' is appended to Content-Type of  DynamicWebResources
Bug,Major,bug: setObject(null) called for excplicitly invisible fields in a non-visible enclosure
Bug,Minor,AjaxSubmitLink doesn't always find enclosing form properly
Bug,Major,Escaping DiskPageStore SessionFolder needed
Bug,Major,FormComponent.error(ivalidationerror) error needs to show tried resource keys
Bug,Major,StyleDateConverter does not use the components Locale when formatting.
Bug,Critical,External JAvascript references not included
Improvement,Trivial,CheckGroupSelector should implement ILabelProvider
Improvement,Major,Allow to change charset in StringRequestTarget
Improvement,Major,request to make RadioChoice getPrefix() and getSuffix() non-final
Bug,Minor,AuthenticatedWebApplication uses deprecated constructor of AuthenticatedWebSession
Improvement,Minor,make setAfter/BeforeDisabledLink return 'this' for chaining
Improvement,Minor,Make the Source Code pages for examples stateless
Bug,Major,WicketTester.startPage(Class) does not trigger WebRequestCycle.onBeginRequest
Bug,Major,WicketTester.clickLink(String) only triggers the WebRequestCycle.onEndRequest
Bug,Minor,Unable to use properties file when generating XML files
Bug,Major,detach behavior
Bug,Minor,nested forms inside a multipart form can't be submitted via ajax
Bug,Major,StreamCorruptedException/PageStore/Serialization broken because ObjectOutputStream was not flushed
Bug,Major,Problem with ajax form submission inside model window in IE and Safari
Improvement,Major,Add downloadSources option to quickstart page
Bug,Minor,BaseWicketTester.isComponentOnAjaxResponse() test is too strong
Bug,Minor,Unusual ClassCastException (SimpleAttributeModifier to IBehaviorListener) processing onError.
Improvement,Minor,Allow form to specify prefix for formcomponent names
Bug,Trivial,DataTable.html does not validate (HTML 4.01/XHTML-Strict)
Bug,Major,AjaxEditableMultiLineLabel + race condition /
Bug,Critical,MarkupCache.putIntoCache doesn't behave correctly!!
Bug,Major,AutoCompleteTextField - javascript error 'type mismatch' in line 227 in IE
Bug,Critical,MarkupCache style/variation/locale support broken
Bug,Major,Widen Generics for Lists/Iteratos
Improvement,Major,WicketAjaxIndicatorAppender rename to AjaxIndicatorAppender
Bug,Major,NPE in EnclosureResolver
Bug,Major,addDomReadyEvent unreliable for Safari
Improvement,Minor,make AutoCompleteBehavior's configuration more flexible
Improvement,Major,Localizer API should be enhanced so that the cache implementation can be overwritten
Improvement,Minor,Fix default localizations
Bug,Major,Bookmarkable / Stateless form submit bug
Bug,Major,Syntactic errors in the manifest OSGi headers
Bug,Major,AbstractRequestTargetUrlCodingStrategy(line 174) throws confusing exception. It would be better redirect to 404-page in this case.
Bug,Major,Memory leak in Localizer
Bug,Minor,TimeFrame.equals(Object)  does not work as expected
Bug,Major,Memory leak in DiskPageStore
Bug,Major,HtmlHandler can't handle tags not requiring closed tags if the tag names are uppercase
Bug,Minor,FileUploadField should return FileUpload as its converted input
Bug,Major,wicket complains that ValueMap$NullSafeKeyComparator is not serializable
Improvement,Trivial,Make functionality of ContextImage a behavior so that other types of components can utilize its functionality
Bug,Major,GuiceComponentInjector mishandles static fields
Bug,Minor,org.apache.wicket.util.lang.Objects.convertValue returns null if it cannot convert the value
Improvement,Major,Allow configuration of the guice Stage for GuiceWebApplicationFactory
Improvement,Minor,Improve Locale fallback in BundleStringResourceLoader
Bug,Major,PackagedTextTemplate does not load resource from application resource stream locator
Bug,Major,StringResourceModel may fail to format numbers using MessageFormat
Bug,Minor,RfcCompliantEmailAddressValidator accepts whitespace and tab
Bug,Major,Inconsisting Handling of id mismatch on wicket:container
Bug,Minor,form action URLs in non-Wicket forms not rewritten
Bug,Trivial,In html Include component isAbsolute method returns false for an absolute path in unix-like systems
Bug,Major,Generify PropertyColumn
Bug,Major,Overflow when setting Expires header in WebResource
Bug,Major,NPE in feedback panel
Bug,Major,'Invalid procedure call or argument' on AJAX call with IE7
Bug,Major,WicketTester.clickLink and IndexedParamUrlCodingStrategy don't work together
Bug,Major,JavascriptStripper ignores context when looking for multiline comments
Bug,Major,Wicket 1.3.4 violates servlet standard  Glassfish spews warnings
Bug,Minor,WicketRuntimeException when using wicket-auth-roles in a frameset
Bug,Minor,Using an AjaxSubmitLink outside of a Form does not set the form property
Improvement,Trivial,AbstractTree XHTML Strict validation
Bug,Major,Unfound markup information is not entirely cached even in deployment mode
Bug,Major,DateTimeField: small bugs
Bug,Major,i18n package resource resolving depends too much on available locale
Bug,Major,org.apache.wicket.util.string.Strings#stripJSessionId StringIndexOutOfBoundsException
Bug,Major,WicketTester Cookie handling
Improvement,Minor,FormComponents (and subclasses) should be able to provide their own resource bundles
Bug,Minor,AjaxFallbackButton: inconsistent submit order
Bug,Major,StatelessForm submitted to the wrong page
Bug,Major,WebRequestCycleProcessor.resolveHomePageTarget for empty path with enforceMounts=true provokes 403 - 'Direct access not allowed for mounted targets'
Bug,Major,RadioChoice disable certain choice bug
Bug,Major,CheckBox incorrectly converts its model value when a custom Boolean converter is installed - again
Bug,Minor,wicket:message sometimes broken
Bug,Major,MarkupContainer.setEnabled() doesn't enable/disable child components
Bug,Major,FileUpload.writeToTempFile uses field Id as filename - Windows doesn't support some characters
Improvement,Minor,Add getter and setter for data provider to  AjaxFallbackDefaultDataTable
Improvement,Trivial,Please make RequestLogger.log(RequestData  SessionData) protected
Bug,Major,rc1 generics - LabelTree
Bug,Major,Component.isVisibilityAllowed() not consulted before calling onBeforeRender()
Bug,Major,AutoCompleteTextField - gives a type mismatch error on IE - version wicket-1.4-rc1
Improvement,Minor,setters on FeedbackPanel do not return self  which prevents chaining
Bug,Major,AbstractTree breaks on multiple tree model events in the same request
Bug,Critical,DatePicker is not thread-safe
Bug,Major,FormComponent cookie persistent issue
Bug,Major,Empty File Upload field breaks validation of other fields in WicketTester.
Bug,Major,FormTester (BaseWicketTester.executeAjaxEvent[component event]) submits also buttons that are hidden (isVisible=false) resulting in exception
Bug,Major,Validation messages aren't cleared on success.
Improvement,Major,Callback after detaching the page but before the PageMap lock is released
Bug,Trivial,AutoComplete ShowListOnFocusGain not working
Bug,Major,isVisible should not be called after detach
Improvement,Minor,AutoComplete - KEY_TAB should work like KEY_ENTER
Bug,Major,BaseWicketTester can't find the pageLink field using reflection when you override the PageLink class.
Bug,Minor,FileUploadField.onDetach() causes IllegalStateException()
Bug,Minor,HtmlProblemFinder documentation bug
Bug,Major,beforeRender not called for behaviour added to ComponentTag
Bug,Minor,KittenCaptchaPanel generates a Ajax callback image url which potentially breaks when used in a Portlet
Bug,Major,AjaxPreprocessingCallDecorator calls the delegate decorator before itself (same behavior as AjaxPostprocessingCallDecorator)
Bug,Major,Wizard buttons (previous / finish) aren't enabled when they should be
Bug,Minor,SmartLinkLabel does not handle ~ in urls
Bug,Minor,KittenCaptcha filter declared twice in wicket-examples web.xml
Improvement,Major,Should the QuickStart archetype generated HomePage.html inlude the Wicket namespace in the html tag?
Bug,Major,SerializationChecker issue
Bug,Minor,Component Use Check always fails for visible components inside an invisible border body
Bug,Minor,ApacheLicenceHeaderTests fail after projects' metadata created by Eclipse
Bug,Minor,MultiFileUploadField.js can't find file input when serving pages as XHTML
Improvement,Minor,PageLink is inherently non extendable
Bug,Major,Misplaced IllegalStateExceptions when accessing stateful URL with different session
Bug,Major,WicketTester fails to execute AjaxBehavior (onclick) due to old requestCycle (this bug is caused by bugfix WICKET-254)
Bug,Major,Make Component. 'protected List getBehaviors(Class' public
Improvement,Major,Polish translations for wicket-extensions properties
Bug,Major,Javascript function Wicket.replaceAll is unbearably slow
Improvement,Minor,StringValidator error messages erroneously mention input instead of label
Bug,Major,Conversion Exception Thrown for Submitting A Page with Multiple Forms within A Border
Bug,Major,FormComponentPanel should not add a name attribute
Bug,Major,WicketSessionFilter doesn't takes into account WebApplication#getSessionAttributePrefix(WebRequest)
Improvement,Minor,TabbedPanel accepts only ITab(s)
Improvement,Trivial,application_nl.properties is outdated
Bug,Minor,DropDownChoice NO_SELECTION_VALUE static field is final
Bug,Major,Invalid nested form tag name when the form is not visible and setoutputmarkupplaceholdertag(true) has been called
Bug,Minor,quickstart archetype adds invalid maven-compiler-plugin configuration
Bug,Major,Form#getMaxSize() -> no custom format
Bug,Trivial,onBeforeRender() set visibility of NavigationToolbar prevents it from showing again
Bug,Minor,Fix API documentation for DataTable
Improvement,Major,PatternValidator could allow reverse matches
Improvement,Minor,less dynamic or missing toString( ) methods in Component class
Bug,Major,WebApplication is not thread-safe
Bug,Major,Form gets submitted using AjaxSubmitBehavior when sub-form has error's
Bug,Major,WicketTester clickLink on submitLink fails with conversion error
Improvement,Trivial,typo in ApplicationContextMock.putBean() exception message:  'alredy'
Improvement,Major,Resource lookup/caching in OSGI environment spams errors for gone resources
Bug,Major,YUI library used by Wicket Extensions - DateTime isn't IE8 compatible
Improvement,Major,Nested directory support for ZipResourceStream
Bug,Minor,java.sql.Timestamp converter bug
Improvement,Major,Allow overriding of the Validator default MessageKey
Bug,Minor,PageParameters always non-empty
Improvement,Minor,IndexedHybridUrlCodingStrategy constructor should accept a redirectOnBookmarkableRequest boolan
Bug,Trivial,The JavaDoc for IPageLink still holds a reference to PageLink which is deprecated
Bug,Major,open/close div tags are rendered erroneously
Bug,Minor,isComponent in BaseWicketTester contains possible nullpointer exception
Bug,Major,Radio#onComponentTag uses Objects.equal instead of model comparator
Improvement,Major,Remove IComponentBorder in favor of IBehavior
Bug,Minor,When injecting more than one parm in a method  an ArrayIndexOutOfBoundsException is thrown
Bug,Major,[devutils] Can only inspect pages in same pagemap as the inspector
Bug,Major,ClassCastException in SqlDateConverter
Bug,Major,FormTester.setValue should throw exception if not FormComponent
Bug,Major,BaseWicketTester doesn't invoke Application.newAjaxRequestTarget for ajax request target
Bug,Major,Form generates invalid html in appendDefaultButtonField
Bug,Major,IChoiceRenderer generic type parameters are wrong throughout the AbstractChoice class hierarchy
Bug,Minor,WicketTester does not accurately simulate scenario where entire page is added to AjaxRequestTarget
Bug,Major,DebugBar throws an java.lang.ExceptionInInitializerError when Tomcat is restarted
Improvement,Minor,Link: PopupSettings - overriding getPopupSettings has no effect
Improvement,Trivial,Update hungarian localization
Improvement,Major,CLONE -Make LoadableDetachableModel writable
Bug,Minor,IModel parameters of StringResourceModel not getting detached
Bug,Critical,OutOfMemoryError occur for memory leak on FeedbackPanel & FeedbackMessages
Bug,Major,JavaDoc: Some JavDoc examples still refer to WicketServlet
Bug,Major,Tag ''has a mismatched close tag at ''
Bug,Major,MarkupComponentBorder fails to close stream (?)
Bug,Major,KittenCaptcha example broken
Bug,Major,DateField.newDateTextField's parameters should be generified
Improvement,Minor,AjaxFormSubmitBehavior cannot be applied to Form
Bug,Trivial,Quickstart for 1.4 uses 1.3 dtd in HomePage.html (with patch)
Improvement,Minor,Widen type-constraint on TextTemplate.interpolate(Map variables)
Improvement,Trivial,DefaultCssAutocompleteTextField should be renamed
Bug,Major,DefaultDataTable hides NavigationToolbar once and forever
Bug,Major,Not all 'domready' events are called when two wicket-event.js files are added to the page
Bug,Minor,OnChangeAjaxBehavior + DatePicker do not work together
Bug,Minor,Couldn't resolve model type of Model' for PasswordTextField
Bug,Major,Ajax support for multipart forms broken in a nested form
Bug,Major,RequestCycle urlFor ignores existing parameters when appending provided params
Improvement,Major,Improve MixedParamUrlCodingStrategy  introduce Hybrid
Improvement,Minor,Internal Spring beans should be ignored
Improvement,Trivial,AjaxEditableLabel: newPanel - use Component instead of WebComponent for easier subclassing
Bug,Major,Form.findForm(Component c) bug. When form is part of Border and form component like TextField is inside another Border   component cannot resolve its form.
Improvement,Major,IE8: be more verbose if ajax refresh fails
Bug,Minor,javadoc the CryptedUrlWebRequestCodingStrategy needs to be update/corrected to reflect the usage of session-id for encryption and hence URLs which were bookmarkable before will NOT remain bookmarkable.
Improvement,Minor,Allow using a different FileItemFactory by extracting a method in MultipartServletWebRequest class
Bug,Major,AjaxEditableChoiceLabel does not detach choices model
Bug,Trivial,Button.onSubmit javadoc is misleading
Bug,Major,Regression: 'Could not find child with id:  in the wicket:enclosure' for non-component tag
Bug,Minor,NullPointerException in BehaviorRequestTarget.processEvents(BehaviorRequestTarget.java:96)
Improvement,Minor,Upgrade to SLF4J version 1.5.8
Bug,Minor,Use of Object instead of generic T in StringAutoCompleteRenderer
Bug,Major,Easy fix suggestion: In BaseWicketTester 'IFormSubmitting' component should be the submitting component  not just a 'Button'
Bug,Major,Class not found when using OSGI class loader
Improvement,Minor,Behavior for accepted locales should fit the HTTP Specification
Improvement,Minor,Improve consistency of ParseException error messages
Bug,Minor,MetaDataKey does not meet hashCode() contract
Bug,Major,WebRequestCodingStrategy assumes that a shared resource URL should always be relative to the Wicket handler
Bug,Major,Unnecessary method calls in IDataProvider
Bug,Major,Inheritance layout excludes XML header from output
Improvement,Major,o.a.wicket.ng.** Resource related classes don't take 'variation' into account
Improvement,Trivial,RepeatingView's Javadoc to include newChildId() and add()
Bug,Major,Javadoc of Component#setOutputMarkupPlaceholderTag is wrong
Improvement,Minor,ExternalLink to take IModel instead of IModel for label
Improvement,Major,Allow subclasses of AuthenticatedWebSession to set 'signedIn' field
Bug,Major,Ajax multipart fails for inner forms added via ajax
Bug,Major,Some components still escape non-ASCII symbols by default
Bug,Major,EnumChoiceRenderer misbehaves with anonymous enum classes
Bug,Minor,DataTable generates two
Bug,Major,Ajax buttons inside ModalWindows don't submit properly
Bug,Major,MockHttpServletResponse doesn't delete cookies
Bug,Major,Sucessfull login on SignInPanel causes HomePage to become stateful
Bug,Major,Form.isMultipart() doesn't check FormComponent.isMultipart() on nested components
Bug,Major,More pages missing xml prolog
Bug,Major,Resources aren't gziped by default
Bug,Major,Consistently create body for short tags.
Improvement,Trivial,Make GoAndClearFilter.defaultClearModel and GoFilter.defaultGoModel internationalizable
Bug,Major,WicketTester javadocs are referring in many places to a component's path but it's not documented anywhere
Improvement,Major,Ability to add CSS style to table body in DataTable
Bug,Minor,Multipart forms fails on Chrome during Ajax submit
Bug,Major,Wickettester executeAllTimerBehaviors executes stopped behaviors too
Bug,Critical,Enclosure causes Nullpointer exception
Bug,Minor,CryptedUrlWebRequestCodingStrategy fails in form with method='get'
Bug,Minor,update PropertyColumn Javadoc
Bug,Minor,FormComponent.MessageSource.getMessage(String) and getValidatorKeyPrefix()
Improvement,Major,Extract lazy AbstractListDataProvider out of ListDataProvider.
Improvement,Minor,Panel throws MarkupException without passing MarkupStream
Bug,Major,AjaxFormChoiceComponentUpdatingBehavior cannot find the choice
Improvement,Major,AjaxPagingNavigator Link factories should return AbstractLink
Bug,Minor,Javascript in Form.registerJavascriptNamespaces() fails in Firefox 3.5.8
Improvement,Major,InjectorHolder.getInjector().inject(this) doesn't work with wicket-guice
Bug,Major,DatePicker Calendar: wrong year format when 4 digits are used (yyyy)  e.g. 2010 --> 0010
Improvement,Minor,Enhancing RadioChoice input items with individual title and css class attributes
Improvement,Minor,Set Application ThreadLocal in WicketSessionFilter
Improvement,Major,Submitting a form with Ajax in WicketTester does not check if form is multiPart
Improvement,Minor,ListMultipleChoice's Constructors Should Accept IModel>
Bug,Major,ListMultipleChoice: updateModel method looses the value submitted from the select control
Bug,Major,Textarea ignores first line in case of blank line
Improvement,Minor,ChoiceGroup's Constructor Should Accept IModel>
Improvement,Minor,More 'IModel<? extends Collection<' Fixes
Improvement,Minor,FileUpload#writeTo copies the stream / a possible rename would be faster
Bug,Minor,Palette nested in a ListView results in a NPE when an error feedback is logged when submitting form
Bug,Trivial,Wrong name for swiss Application.properties
Bug,Minor,getConvertedInput() returns null and selectedValues.addAll tries adding it
Improvement,Minor,RangeValidator should use getMinimum and getMaximum
Bug,Minor,Typo in IllegalStateException when there are multiple beans of the same type
Bug,Trivial,Javadoc for AbortWithHttpStatusException class constructor says 'true' when it should say 'false'
Bug,Major,WicketSessionFilter still broken: you can only locate or create sessions in the context of a request cycle
Improvement,Major,Use Apache Nexus Maven Repository instead of self hosted maven repository on wicketstuff.org
Bug,Minor,inconsistency in property expression when using . for self reference
Bug,Major,Modal window titles need to be marked up as such  for accessibility
Bug,Major,Form.MULTIPART_HINT is not cleared correctly with nested forms
Improvement,Major,AbstractPropertyModel getObjectClass don't consider nested IObjectClassAwareModel targets
Bug,Major,Application addRenderHeadListener causing error
Bug,Minor,Markup for AjaxLazyLoadPanel's is not valid HTML
Improvement,Minor,Exposes Application DebugSettings related functionality for JMX
