type,priority,summary
Bug,Major,Post cluster install/deploy the URL hmc/html/initializeCluster.php should be disabled
Improvement,Major,Boldify/Redify restart HMC message when nagios/ganglia is on the hmc host
Bug,Major,nagios shows service status critical if hbase is not installed
Bug,Major,Add nodes page alerts removed in case of adding duplicate nodes
Bug,Major,Fix hive stop to escape $.
Bug,Major,Post-Install Add Nodes - update progress title and success/error messages to reflect what it's actually doing/has done
Bug,Blocker,Add missing JS file for making post cluster install Add Nodes work
Bug,Major,Show the same welcome page to the user if the user starts configuring a cluster but has not started deploy yet
Bug,Major,Add Node installs MySQL Server for Hive
Bug,Major,Manage service needs a way to recover from terminated browser sessions
Bug,Major,Service Reconfiguration screens should respect the 'reconfigurable' attributes set in ConfigProperties table
Bug,Minor,make support for os check a bit more robust
Bug,Minor,Add rack_info as column in Hosts table
Bug,Major,Fix node assignments not not allow slaves on master.
Improvement,Major,Speed up page load/reload times
Bug,Major,Support Resume For Add Nodes
Bug,Major,Modify the router to force redirection to 'Add Nodes Progress' popup
Bug,Major,Fix puppet manifests for tarball downloads via rpms.
Bug,Major,update to fix the ganglia monitor_and_server anchor problem
Bug,Major,Fix oozie smoke test failure
Bug,Minor,Fix Advanced Config: HDFS reserved space is in bytes. Too many bytes to count.
Bug,Major,Create a spec file with less dependencies for HMC
Bug,Major,Rpm naming needs to be corrected.
Bug,Major,Templeton configs for pig archive not correct in HMC
Bug,Major,Puppet fails to install 32-bit JDK properly on RHEL6
Bug,Major,Change os type check during node bootstrap to allow RHEL6 or CentOS6 nodes
Bug,Major,Puppet agent install script should use correct epel repo
Improvement,Major,Add support to jump to a specified state in the wizard for development purposes
Bug,Major,Update README to point to trunk
Bug,Major,Remove YUI source files from SVN
Bug,Minor,Update documentation
Bug,Major,Nagios install fails on RHEL6
Bug,Minor,Consolidate head tags for organization and combine CSS files for faster load
Bug,Minor,Puppet error: Cannot reassign variable zookeeper_hosts at modules/hdp/manifests/params.pp:47
Bug,Major,In Custom config for Nagios: emails with multiple periods before the '@' fails validation
Bug,Major,Custom Config page: don't allow form submission if there are client-side validation errors
Bug,Major,special characters in hosts files created on some common windows editors causes issues
Bug,Major,Rat compliance patch
Bug,Major,Externalize the manager service name and point the Help link to a valid URL
Bug,Major,License header for PHP files should use PHP comments  not HTML comments
Bug,Blocker,Add a link to NOTICE file on every page
Bug,Major,Remove /usr/bin/php dependency from the rpm's
Bug,Blocker,Fix lzo installs to work correctly on RHEL6
Bug,Major,Increase puppet timeouts to handle single-node installs timing out
Bug,Major,The database set up script has a duplicate definition of AmbariConfig so install fails
Bug,Major,Eliminate redundant and unused definition for the columns in the table ConfigProperties
Bug,Major,hdp-nagios and hdp-monitoring has wrong configuration file location  also owner:group permissions are wrong.
Bug,Minor,Fix invalid HTML markup on Monitoring Dashboard
Improvement,Minor,Add Nodes Progress: for partial failure that lets the user continue  display an orange bar rather than a red bar in the progress popup
Bug,Major,Support for Hadoop Security (front-end changes)
Bug,Major,Weirdness with Custom Config page when the user goes back to previous stages
Bug,Major,Ambari should install yum priorities on all nodes to ensure main repo is picked first
Bug,Minor,Make puppet generate more logs on command failures
Bug,Major,Fix ambari agent init.d scripts and the bootstrapping.
Bug,Major,Ambari does not handle a pre-setup user-supplied Hive Metastore
Improvement,Major,Change text on alerts 'about XX hours ago'
Bug,Major,HDFS disk capacity on dashboard is seen as negative number
Bug,Major,Remove files from ambari-web that were not meant to be checked in
Bug,Major,dashboard > Summary > capacity pie chart keeps changing colors
Improvement,Major,Create heatmap legend entries for missing data/invalid hosts
Bug,Major,Switching services does not update various UI elements
Bug,Major,Error handling when errors are encountered during preparation for deploy
Bug,Major,Need to be able to reliably recover from the case when the browser is closed during deploy (Step 8 post submission  Step 9) of the wizard
Bug,Major,User-specified custom configs (such as hdfs-site.xml overrides) should be persisted to maintain what the user specified
Bug,Major,Install Wizard: Confirm host stuck at Preparing stage
Bug,Major,Host component live status is broken
Bug,Major,Ambari heatmaps and host information shows infinity for disk space used
Bug,Major,Graphs 'degrade' over time
Bug,Critical,On Notification Popup  clicking 'go to nagios UI' doesn't load nagios UI
Bug,Major,tmpfs filesystem being added to the list in the dir used by Ambari
Bug,Critical,Installer Wizard - Retry feature in Deploy step (Step 9) is broken
Bug,Critical,Reconfigure fails silently; it's not firing any API calls due to a JS error
Bug,Major,Host jams in status 'Preparing' if host name is wrong
Improvement,Major,The check boxes to check/uncheck one of the members in a multi artifact graphs is not very readable. It should be more apparent on which one the user clicked on
Improvement,Major,Check the log/run dir locations to make sure its an abs path
Bug,Critical,Disk Info Metrics and memory usage sometimes do not show up for an hour or so.
Improvement,Major,Clean up table header UI for sorting and filter clear 'x' for Hosts table
Improvement,Major,Clean up table header UI for sorting and filter clear 'x' for Jobs table
Bug,Major,After adding hosts  the host count shown in the Dashboard is incorrect
Bug,Major,Detailed log view dialogs are not center-aligned
Improvement,Major,Automatically update host-level popup info/logs
Bug,Major,Remove /hdp as the httpd conf for any of the nagios urls - should replace it with ambarinagios or something else.
Bug,Major,Allow capacity scheduler to be attached to host role configs for CS configurability in the API's.
Improvement,Major,In any starts fails  'warn' the host and the overall install
Improvement,Major,Add filters module
Improvement,Major,Refactor Job Browser User filter
Improvement,Major,Confirm Hosts page: It looks like hosts disappear if you are on 'Fail' filter and click on 'Retry Failed' button
Improvement,Major,Drop the 'all' option from Hosts > Component Filter and Jobs > Users Filter
Improvement,Major,Dashboard - make disk usage pie chart in HDFS summary easier to understand
Bug,Major,Replace sudo with su in the ambari setup script since ambari server setup is already run as root.
Bug,Major,Directory permissions on httpd /var/www/cgi-bin should not be touched by Ambari.
Improvement,Major,Host health indicator should have a tooltip showing details
Improvement,Minor,Install Options - line up the Target Hosts section with the rest of the page
Improvement,Major,Use ember-precompiler-brunch npm plugin
Bug,Major,Fix the host roles live status not go back to INSTALLED if it was in START_FAILED state.
Improvement,Major,Remove hard coded JMX port mappings
Bug,Critical,Service graphs refresh with spinners
Improvement,Major,Job Browser - Filter by Input  output and duration
Bug,Major,Agent checks packages as part of host check but doesn't tell which ones are needed or conflicting
Bug,Major,Store example Hive Queries somewhere in Ambari that's easily accessible for demo/test purposes
Improvement,Major,On Confirm Hosts page  add a link to show the Host Checks popup in the success message
Bug,Major,Edit User: No error message is shown when the user does not enter the correct 'old password'
Improvement,Major,Shrink top nav height
Bug,Major,Incorrect displaying 'Background operations' window after changing state of component
Bug,Major,Failing build due to url moved on Suse.
Improvement,Major,Make sure that Ambari Web renders all elements correctly when the browser width is 1024px or narrower
Bug,Major,Bootstrap can hang indefinitely
Bug,Major,Service status / host component status can get stuck in the green blinking state if stop fails - no further operation can be performed
Improvement,Major,Make sure that Ambari Web renders all elements correctly when the browser width is 1024px or narrower (refactor)
Improvement,Major,Properly display Apps page aggregate summary and data table when there are no data to be shown
Improvement,Major,Remove all text from Apps views  controllers  templates to messages.js
Improvement,Major,Host health indicator should have a tooltip showing few details (refactoring)
Bug,Major,Switching out of Jobs page does not launch popup anymore
Bug,Blocker,Cluster missing hosts after successful install and restart.
Improvement,Minor,Add username validation for Ambari local users
Improvement,Major,Show validation error when the user specifies target hosts that are already part of the cluster
Improvement,Minor,Refactor Job Browser filter
Improvement,Major,Enhance Install/Start/Test progress display
Bug,Major,Service Check fails after secure install due to wrong kinit path
Improvement,Minor,Externalize strings to messages.js
Bug,Major,Provide consistent ordering of hosts in heatmap
Bug,Major,'No alerts' badge on the Host Detail page should be green  not red
Bug,Minor,App Browser rows colours should alternate from dark grey to light grey and back
Bug,Major,Mouse cursor hover behavior is strange on Job Browser
Improvement,Major,Since there is the ability to log in to Ambari Web as different users the current user should be indicated
Bug,Major,Wrong calculation of duration filter on apps page
Bug,Major,Ambari Agent registration hangs due to Acceptor bug in Jetty for not reading through accepted connections.
Bug,Major,Validation for username used in service configs is broken
Bug,Major,Failure popup shown for reconfiguring HDFS when MapReduce is not installed
Improvement,Major,Remove hard-coded stack version
Bug,Critical,Cannot proceed after bootstrapping in some cases due to a run-time error while running host checks
Improvement,Major,Optimize query call for retrieving host information
Improvement,Major,Optimize query for getting service and host component status back from the server
Bug,Major,Minimize Read and Write locks for createHosts
Improvement,Major,Optimize ganglia rrd script to be able to respond within reasonable time to queries made by the UI.
Bug,Major,Further optimization of querying host information from the server
Bug,Major,Fix TestHostName to take care of issues when gethostname and getfqdn do not match.
Bug,Major,Fix alerts at host level if MapReduce is not selected not to alert for tasktrackers not running.
Bug,Major,Nagios script causes unwanted  Datanode logs.
Bug,Major,Add hadoop-lzo to be one of the rpms to check for before installation.
Bug,Major,Make all service properties reconfigurable.
Bug,Major,Fix start up option for ambari-server where there is a missing space.
Bug,Critical,Add hosts is broken
Improvement,Major,Hosts page: add filtering by host status
Bug,Critical,Ambari Web goes back and forth between frozen and usable state peridocially on a large cluster
Bug,Major,Alerts take around 20-30 seconds to show up everytime you refresh the dashboard.
Improvement,Major,Hosts page layout fixes
Improvement,Major,Constrain the width of all wizard popups
Bug,Major,Jobs failed count always returns 0 in the jobtracker API metrics
Improvement,Major,Stack Upgrade Wizard - resume upon page refresh / login
Improvement,Major,Host progress popup - generic component for showing progress on async operations
Bug,Blocker,Cannot start hadoop services after hdfs re-configuration and amabri server restart.
Bug,Major,Templeton smoke test fails for secure cluster
Bug,Major,Config/Reconfig UI should not allow certain configs to have host-level overrides
Improvement,Major,Security Wizard - integrate host progress popup
Bug,Major,Some map and reduce task metrics are missing for the tasktrackers in the API
Bug,Major,Undo should not be allowed on component hosts
Bug,Major,Oozie properties for principal and keytab not read from oozie-site
Bug,Major,Starting all services fails on secure cluster (excluding HBase and ZooKeeper)
Bug,Major,Ambari/GSInstallers need to set the value of mapred.jobtracker.completeuserjobs.maximum
Bug,Major,Agent has it hard-coded that HDP repo file can only be downloaded once
Bug,Major,It seems upgrades available at the FE is hard-coded to 1.3.0
Bug,Major,HBase and Zk failed to start on secure install
Improvement,Major,Backend support for MySQL and Oracle for Oozie and Hive
Bug,Major,Add support for Stack 1.2.2 to Ambari
Bug,Major,Unable to get all tasks from more than one request_id by one request
Bug,Major,Hue installation fails due to manifest errors
Bug,Major,Security wizard - Javascript error is thrown when zooKeeper is included as a secure service.
Bug,Major,Stopping and then Starting all services doesn't start NameNode
Bug,Major,Can not specify request context for smoke test request
Bug,Major,Security wizard: Add missing secure configs to Hbase service and make 'zookeeper' as default primary name for zookeeper principal.
Bug,Major,HBase master shuts down immediately after start in a secure cluster.
Bug,Major,Few core-site properties vanished after seemingly benign reconfiguration.
Bug,Critical,Cluster Management > Services > MapReduce > Config throws JS error and the page comes up blank
Improvement,Major,For global properties show restart for appropriate services only
Improvement,Major,Make single PUT call for multiple host overrides
Bug,Minor,Cosmetic problems on HBase Dashboard
Improvement,Major,Capacity Scheduler: when adding a new queue  populate fields
Bug,Major,Cannot load Nagios Alerts due to 400 Bad Request
Bug,Major,Master broken - Cannot deploy services
Bug,Major,ambari-agent RPM claims ownership of /usr/sbin
Bug,Major,Ambari FE is not setting proper value for fs.checkpoint.edits.dir
Bug,Major,HUE pid and log dir labels are flip flopped
Improvement,Major,Capacity Scheduler: implement user/group and admin user/group validation rules
Improvement,Major,Reassign Master Wizard  Step 2: prevent proceed next without changing target host
Bug,Critical,stacks2 API uses 'type' to refer to config tags and no longer exposes 'filename' as a property
Bug,Major,API to map global properties to services is partially complete.
Bug,Major,Impossibility to scroll metric window after browser width changing
Bug,Major,Disable editing Capacity Scheduler on host configs
Improvement,Major,Update default stack version to 1.3.0
Bug,Major,HBase master doesn't come up after disabling security.
Bug,Major,Client install tasks are shown twice in install progress popup
Bug,Major,Ambari Core-Site.xml Missing Property for LZO (enabled) - io.compression.codecs
Bug,Major,JobTracker History Server failed to come up on 1.3.0 stack and the request for service stall is stalled
Improvement,Major,Allow for users to customize Nagios user accounts
Bug,Major,Allow for users to customize Ganglia gmetad + gmond user accounts
Bug,Major,Test failure : testCascadeDeleteStages
Bug,Major,Security vulnerability with Ganglia and Nagios
Bug,Blocker,All Service Smoke tests fail when run with service start
Bug,Major,Oozie Smoke test fails with errors on the start services/install page.
Bug,Major,System logs are not present on tasktracker
Bug,Major,hadoop dependency version for ambari-log4j is hardcoded  making it regular expression based to pick latest from the repository.
Bug,Major,Wrong install status shown in Add Service Wizard
Bug,Major,Hosts table: whether the alert filter is in effect or not is not clear
Bug,Major,Client install tasks are shown twice in progress popup during start phase of install wizard (update API call to include params/reconfigure_client)
Bug,Major,Deploying HDP-1.3.0 results in several alerts - is it related to hard-coded port
Bug,Major,When nagios is unavailable  return null instead of throwing an Exception
Bug,Major,Hostname pattern expression is broken
Bug,Major,Filtered hosts get out of sync with the filter selection
Bug,Major,Action buttons on host details page not formatted properly on Firefox
Bug,Major,Clicking on Cancel on the Service Config page should not reload the entire app
Bug,Major,Filtering on Jobs table does not work under certain situations
Improvement,Major,Hosts tab: clicking on red badge should not toggle 'Alerts' filter
Bug,Major,Using mixed OS overwrites ambari.repo during install
Bug,Major,Cannot delete cluster with components in UNKNOWN state
Bug,Major,Cannot decommission data node (ensure recommission also works)
Bug,Major,Ambari Server becomes unresponsive after crashing on http reads on jersey.
Improvement,Major,Add validation checks for Add Property on custom site configs
Bug,Major,Error when loading /main/services directly
Improvement,Major,Make frontend changes to account for the host component status UNKNOWN
Bug,Major,Add clover code coverage profile
Bug,Major,Disable 'Add Component' button in the Host Details page if the host is in UNKNOWN state or !isHeartbeating
Bug,Major,'Add local user' button is enabled but nothing happens upon clicking it under certain conditions
Bug,Major,Services links on Dashboard connected to incorrect pages
Bug,Major,Add Unit test to verify  client re-install for install failed client
Bug,Major,If 'Install from Local Repository' selected in install wizard  Add Host wizard not working
Bug,Major,Host Detail page: if the host component is in INSTALL_FAILED state  we should let the user reinstall it
Improvement,Minor,HBase Heatmaps: clean up labels and units
Bug,Major,Hadoop group customization does not take affect
Bug,Minor,'Preparing to install ' message needs spacing
Improvement,Major,Changing service directories should popup a confirmation/warning dialog upon save
Bug,Major,Admin role can't be assigned to LDAP user
Bug,Critical,changeUid.sh failing during installation
Bug,Major,Tasks are not filtered by parent request id
Bug,Critical,Post Ambari upgrade  Hive and Oozie fail to start after reconfigure
Bug,Critical,It's possible to get into a state where install retry is not possible if the agent stops heartbeating
Bug,Major,Hive service check (still) failing with file permissions
Improvement,Major,Support for configuring and running Ambari Web Server https
Improvement,Major,Enable customization of smoke test user
Improvement,Major,ambari-web modifications to allow for Hadoop Compatible Filesystems (HCFS)
Improvement,Major,Use modified dependencies if a stack contains an HCFS service (Hadoop Compatible File System)
Bug,Major,Set default value of oozie property 'oozie.service.AuthorizationService.authorization.enabled' to true.
Bug,Major,Home paths are not set correctly in /etc/sqoop/conf/sqoop-env.sh
Bug,Major,HBASE fails to start on master
Bug,Major,Installation with existing Oracle DB fails
Bug,Major,When hive and oozie users have been changed after upgrade hive metastore and oozie cannot start properly
Bug,Major,Capture user for auditing config changes
Bug,Major,Ambari needs to set right path for GC log directory of Hbase process.
Bug,Major,Sometimes stale host / host component indicators are shown
Bug,Major,After upgrading ambari from 1.2.2.5 to 1.2.3.6 the server throws 500 error when starting/stopping any service
Bug,Major,Datanode Start fails in secure cluster.
Bug,Major,Host status filter not restored on Hosts page when navigating back
Bug,Major,Fix unit tests for Ambari Web
Bug,Major,TEST BROKEN : FAIL: test_upgradeCommand_executeCommand (TestActionQueue.TestActionQueue)
Bug,Major,Remove '0.1' stack definition since its never been used and is redundant.
Bug,Major,Hadoop2 Monitoring: Jobs page should be hidden when HDP 2.0.x stack is installed
Bug,Major,Update mock json data for Test mode
Improvement,Major,Agent heartbeat lost during install
Bug,Blocker,Ambari has a deadlock when re-installing after reboot of cluster nodes
Bug,Minor,ambari-server start script (ambari-server.py) will never use SERVER_START_CMD_DEBUG
Bug,Major,Background operations popup does not automatically refresh the task log
Improvement,Major,Add unit tests for Utils
Bug,Major,Reassign Master Wizard: refreshing page on step 2  3 or 4 breaks wizard
Improvement,Major,Change config loading mechanism to allow for different stack versions
Bug,Major,Increase ambari-agent test coverage
Bug,Major,Using an external MySQL / Oracle database for Oozie does not work
Bug,Major,Fix MySQL and Oracle DDL scripts according to last DB changes
Bug,Major,Ensure version values are used appropriately throughout Ambari
Bug,Major,Allow Security related configs to be modified via custom settings
Bug,Major,Start/Stop button may stay enabled for 30-40 seconds after it has been clicked
Bug,Major,Bad hosts query example in API docs
Bug,Blocker,On 'install Options' page  when selecting 'Perform manual registration on hosts and do not use SSH' is setting 'Path to 64-bit JDK' disabled
Improvement,Critical,Provide way to optionally enable two-way SSL for Server-Agent communication
Bug,Major,Configuration mapping metadata on ambari-web should be computed as per the stack selection.
Bug,Critical,Ambari Upgrade prcoess should preserve the old configs and add the new config options to the old config files.
Bug,Major,500 Exception creating service component during install
Bug,Major,UI allows adding already existing properties to custom core-site.xml /hdfs-site.xml settings and creates confusion
Bug,Major,Security Wizard: navigation not locked down  causes artifacts  and other unwanted side effects
Bug,Major,API call to get 'metrics/cpu' does not work for NameNode and JobTracker host components
Bug,Major,Enhance processing of ojdbc.jar before starting ambari server
Improvement,Major,Unit Tests: Added tests to install wizard for step 3  5  10
Bug,Major,Intermittent test failure with HBase port Scanner test.
Bug,Major,Security Wizard: webhcat Server start fails on enabling security
Improvement,Major,Show installed stack and its services
Improvement,Major,Unit Tests: Added tests to models
Improvement,Major,Add Host Wizard: show info about manual steps required on a secure cluster
Bug,Major,Add unit tests for ambari-server python changes
Bug,Major,Bootstrap is broken for ambari web with RHEL-5.8
Bug,Major,ambari-server setup borken in trunk
Improvement,Major,Add support for 'classic' dashboard
Bug,Major,ambari-server setup should allow user to change database password
Bug,Major,Kerberos globals are shown in HDFS config page during install
Bug,Major,Installer Wizard step-6: NameNode and SNameNode should not be co-hosted by default on multinode cluster.
Bug,Major,HDFS Config page is broken in testMode on trunk
Improvement,Major,Set default widgets to show for the Dashboard
Bug,Major,Bootstrap failed on rhel 5.6
Bug,Major,Ambari server start fails with reconfigured user
Bug,Major,Security wizard: smoke test for services fails with customized service user names.
Bug,Major,Upgrade from 1.2.2/1.2.3.7 to 1.2.5 fails because the ddl script does not work - metainfo version change is broken.
Bug,Major,Add unit tests for bootstrap and setupAgent python scripts for the server.
Improvement,Major,Create command line script to manipulate Ambari configurations (get  set  add  delete)
Bug,Critical,Hive/Oozie database settings should accept custom JDBC URLs
Bug,Major,Remove unnecessary check for hostnames/ service name which is wrong.
Bug,Major,Ambari bootstrap actions report success even if a failure happened
Bug,Major,Dashboard page has a lot of footer padding
Bug,Major,shell.killprocessgrp is not working in a reliable way
Bug,Major,Issues with setup ldap
Improvement,Critical,Security Wizard: show which principals and keytabs need to be created on which hosts
Improvement,Critical,Remove dependence on dfs_datanode_http_address global for Nagios checks
Bug,Major,Cleanup setup https flow
Bug,Major,Cannot add property mapred.task.tracker.task-controller
Bug,Major,Decommission data node not working in secure mode
Improvement,Major,Add download CSV action for security wizard
Bug,Major,Zookeeper smoke test failing in secure cluster
Bug,Major,Add helpful message when not able to download jdk with setup options for the user to be able to specify the jdk.
Bug,Major,Incorrect permission on taskcontroller.cfg
Bug,Major,Some memory configs are set to -1 in Ambari
Bug,Major,Custom Repo URL cannot be set when non-root
Bug,Critical,Regression: Agent external hostname is not verified during bootstrap with no warnings
Improvement,Major,Simplify Local Repo setup in installer UI
Improvement,Major,Security Wizard: Create separate page for principal/keytab
Bug,Major,Ctrl+C during ambari-server setup prints out a python stack trace
Bug,Critical,Setup LDAP does not validate true/false response
Bug,Major,Using another user for ambari server user create a local group for the ambari server user with same name.
Bug,Major,Host Check report show hosts without issues
Bug,Major,JS Error when deleting a widget after sorting it on remove/edit sign
Bug,Major,HDP installation fails due to puppet syntax error
Bug,Major,Properties of the same name cannot be added to different custom site.xml's
Bug,Major,Add Quick Links (Web UI) for Oozie  Hue  Nagios  Ganglia
Bug,Major,'kdestroy' not required for zookeeper smoke test
Bug,Major,WebHCat and Oozie services does not start on RHEL5 with enabled security because of 'CRITICAL: Error doing kinit for nagios'
Bug,Major,Rename agent.fqdn property in ambari.props to server.fqdn
Bug,Major,Host Checks: truncation on checked processes makes it difficult to know the actual processes in conflict
Bug,Minor,Popover with config name goes beyond the container
Bug,Major,Wrong info on Services > Summary tab for DataNodes Live  TaskTrackers Live  RegionServers live
Bug,Major,Host cleanup left two packages(ambari-log4j  libconfuse)
Bug,Critical,Dashboard Widgets: 'hover to show details' experience is jarring
Bug,Major,Reset the latest stack version for 1.2.5
Bug,Major,Perf: Service summary view inefficiently binds to host components
Bug,Major,Dashboard Metrics legend size increased unexpectedly on mouseover from line space
Improvement,Major,Security CSV cleanup
Bug,Major,Going back to Customize Services page from the Install page resets certain directory values
Improvement,Major,Update Ember-I18n
Improvement,Major,Read timeout issues in Oracle JDBC connections where read has a long timeout
Bug,Major,Ambari-server can not find password for remote database with password encryption enabled
Improvement,Major,Improve styles for HostCleanup code area
Bug,Major,Add umask checks for host checks - we should alert if umask is not 022.
Improvement,Major,Add a re-type new password field when changing passwords for ambari users
Bug,Major,Host checks say pass when all hosts failed to register
Bug,Major,Security wizard: Relogin while on step3 without quitting the wizard throws JS error.
Bug,Major,Start button not available for various components within 10 sec after stop operation finishes
Bug,Major,setup ldap does not validate secondary url
Bug,Major,Error messages printed to log
Bug,Major,Enable Security Wizard stops on step '2. Save Configurations' and doesn't let the user leave the wizard
Bug,Major,Datanode Live widget displays 0 dead when no datanode is live on a cluster.
Improvement,Major,Disable Show report for 0 issues
Bug,Major,Disable security not working in web-ui testMode.
Bug,Major,Host specific progress bar for a task has some inconsistencies
Bug,Major,Implement a cleanup thread that removes files in ambari-agent data directory that are older than a configurable amount of time
Bug,Major,Fix JS Unit tests after merge 1.4.0 to trunk
Bug,Major,Make ambari web testMode work for installer wizard with HDP stack-2 selection.
Improvement,Major,Disable autocomplete on form tag for Ambari UI.
Bug,Major,hbase super user cannot submit jobs since Ambari creates hbase super user with uid<1000
Bug,Major,Disallow actions upon host components on hosts that stopped heartbeating
Bug,Major,While a host component is being installed (INSTALLING state)  it does not show up in the Host Detail page
Bug,Major,Hosts and Host Details page UI tweaks
Bug,Major,Misc logging changes
Bug,Major,Security Wizard step 4: no hosts shown when clicking on the 'Start Services'/'Stop Services' link
Bug,Major,Jobs page: table is not striped and pagination is not disabled
Bug,Major,Stack 2.0.3  Hive Check execute fail
Bug,Major,Customize Services page - Misc tab: incorrect behavior of popup window for changing user names
Bug,Major,Ozzie does not work with local FS user
Bug,Major,Host Checks > Show Report is showing bogus information for FILES AND FOLDERS
Improvement,Major,FE should show the error-details when it encounters error while persisting web client state
Bug,Major,Cannot save HDFS configs with SNN in MAINTENANCE mode
Bug,Major,Hadoop2 stack install should merge YARN MR2 options
Bug,Major,YARN time series data needed for NodeManager statuses
Bug,Major,YARN service summary additional information
Bug,Major,Can't add from UI some queues in capacity-scheduler.xml
Bug,Major,Customize Services: directories are shown in comma-delimited format when revisiting
Improvement,Major,Dashboard refactor and Unit tests
Bug,Major,Utility script to generate keytabs is broken
Bug,Blocker,HBase 0.95.2 - Logger doesn't work
Bug,Major,Running Requests are not visibile on the UI since the API is not returning the running requests.
Bug,Critical,YARN and ZK data directory names have ' ' at end
Bug,Major,Restart service component fails if pid is reallocated
Improvement,Critical,YARN time series data needed for AllocatedContainers
Bug,Major,Host registration fails
Bug,Major,Nagios server fails to start with invalid configuration error
Bug,Major,API JMX mapping needs to be updated due to property name changes
Bug,Major,Nagios start fails due to invalid configs
Bug,Major,Puppet script syntax issues result in hive deployment with custom DB and oozie service check failures
Bug,Critical,Oozie failed at smoke test in secured cluster
Bug,Critical,Oozie start fails - likely due to 'failed install'
Improvement,Major,HDFS Service Check failed (as designed) but took 10 mins to fail
Bug,Major,hadoop-env.sh and core-site are missing on hosts that have only yarn components deployed
Bug,Major,Add HBase 96 metrics changes to jmx in a backwards compatible way.
Bug,Major,SNAMENODE should not start after transition to Maintenance mode
Improvement,Major,Rename alert titles and descriptions
Bug,Major,ResourceManager's RPC and NodeManager counts missing from time-series
Bug,Major,Popover stuck after routing to another page
Bug,Major,Update stack definition for MAPREDUCE2
