type,priority,summary
Bug,Major,Support for a full customized soap-fault incl. fault-code and detail
Improvement,Major,Parallel processing route
Improvement,Minor,Improve logging for camel-mina
Improvement,Major,MinaProducer waits for MINA worker thread to timeout when stopping JVM from standalone client
Bug,Trivial,Javadoc warnings
Bug,Major,Exception handling of the ErrorHandlerSupport class
Improvement,Minor,Improve FTP component wiki documentation
Improvement,Major,splitter() should have the same parallel processing functionality that multicast() has
Improvement,Minor,Improve File component wiki
Improvement,Minor,Upgraded to OpenJPA 1.0.2
Bug,Critical,Invalid jar in binary distribution
Bug,Minor,Camel should raise an exception if parsing of xslt file fails
Bug,Major,file endpoint with noop=true does not detect old files moved into a directory
Bug,Major,camel-core does not compile on HP-UX
Improvement,Major,make it easier to create Endpoint instances nicely via Spring XML
Bug,Major,JMX Connector is not closed by InstrumentationAgentImpl.doStop()
Improvement,Minor,Document - File component when its using file or directory names
Bug,Minor,Javadoc - improve summaries etc
Bug,Major,IntrumentationProcessor does properly record processing time
Bug,Major,camel-cxf component not propagating context data
Improvement,Major,XsltBuilder synchronizes on process method making performance bad on XSLTs
Improvement,Major,The spi package should not depend on the processor package
Bug,Major,NPE from came:run with below route codes
Bug,Minor,File component - noop does not lock the file during processing
Bug,Major,camel-spring is dependent on spring-aop
Bug,Major,Multicast default excecutor do not create the enough thread for parallel processing
Bug,Trivial,CamelTemplate should clear endpoint cache when stopping
Improvement,Trivial,JMX Instrumentation - PerformanceCounter - total processed
Bug,Minor,[patch] Make sure streams get closed
Bug,Major,Missing compile step in example readmes
Improvement,Trivial,[patch] postpone creating browsing strategy until and only if its needed
Improvement,Major,Change the JMX default connetor's URL to avoid the confilict with the ActiveMQ or ServiceMix JMX default connector
Improvement,Major,Headers should be modifiable using velocity templates
Bug,Major,ResequencerType.createProcessor could throw NPE as stream config does not get initialized.
Improvement,Major,File component - file rename pattern to support patterns such as date time etc.
Improvement,Major,JMX Instrumentation - PerformanceCounter - last processed timestamp when failed
Bug,Major,DeadLetterChannel default redelivery policy eclipsed expected transactional behaviour in a transacted route
Bug,Major,ResolverUtil can't resolve converter annotations in WebSphere 6.1
Bug,Major,jms aggregation does not work
Bug,Major,camel-cxf example build.xml is out of date
Bug,Major,Bean method lost when sending a message from one JMS queue to another
Improvement,Major,Component documentation - needs overhaul  check for missing options  add more samples java/spring  etc
Improvement,Major,create a TransactionErrorHandler so you can easily  use a transaction & rollback on a route - with redeliveryDelay to just fail the route if it can't be processed
Improvement,Minor,Transactional Client - Setting Spring Policy is a bit cumbersome in the XML
Improvement,Major,Upgrade Geronimo specs to 1.1.1 when available
Bug,Major,CXF - Feedback from Eduard on problems with CXF over JMS
Bug,Major,process method of should check ExchnagePAttern before setting out
Bug,Major,ProducerTemplate doenst honor exchange pattern when it extracts the result
Bug,Major,transform() doesnt propogate headers
Bug,Minor,JMX Instrumentation - Nodeid can be null
Improvement,Major,CXF - Easier use for end-user to retreive POJO data
Bug,Critical,FileProducer - consumes file instead of producing!
Improvement,Major,Change default DeadLetterChannel strategy in Camel
Improvement,Minor,Log component should use ExchangeFormatter for formatting log output
Improvement,Major,CXF - wrapper/unwrapper - camel-cxf should be smarter
Bug,Major,Exception on using WS-Addressing with Apache Camel as Transport
Bug,Major,Propagated CXF header's value should not include quotes
Improvement,Minor,JMX Instrumentation - check for already registered before registering
Bug,Major,When getContext().addInterceptorStrategy(new Tracer());  is added in a RouteBuilder class  then the timer component does not work
Bug,Major,After the downloading process  the layout of the remote file system doesn't match the local's one
Improvement,Major,Camel transport should set the content type property into the camel message header
Bug,Major,CamelConduit's should check the TargetReference when create its instance
Bug,Major,xpath expression with $header and the header doesnt exist on the in message results in NPE
Bug,Major,AMQP Tests are disabled
Bug,Major,CamelContext's setErrorHandler is not effect when the jmx agent is disabled
Bug,Major,InstrumentationProcessor should catch Throwable
Bug,Major,Pipeline with thread() processor also redelivers following the default policy independently from the preset  errorhadling
Bug,Major,MinaConsumerTest failure
Bug,Major,HttpProducer premature out message creation
Bug,Major,delayer pattern doesn't work in Spring DSL
Improvement,Major,support to set the loadBalancerStrategy before the outputs
Bug,Major,Should preserve the exchange type in the routing slip
Improvement,Major,File component - write to temp file and rename to real name startegy
Bug,Major,Trailing slash missing in SftpConsumer
Improvement,Minor,Type Converter - if not possible to convert LOG a WARN
Improvement,Major,mina should be exchange pattern agnostic
Bug,Major,Current mina component can't tansfer the exchange fault message body
Improvement,Major,splitter() should support batch for processing large files
Improvement,Major,Access HttpRequest Params from exchange.in.header
Bug,Minor,camel-mina - codec options should fail if not possible to find i registry
Bug,Major,SftpEndpoint ignores custom ssh port
Bug,Major,element should not require contextPath attribute
Bug,Major,The should throw the exception if there is some thing wrong with  type attribute
Bug,Major,JmsProducer - option requestTimeout isn't configured properly
Bug,Major,camel-cxf component is not passing request context through correctly
Bug,Critical,file component consumer.regexPattern does not work as expected (matching is applied not only to file  but also to directory)
Bug,Major,Remove deps on persistence-api jar  non compliant with the spec
Improvement,Minor,tracer - option to disable interceptors
Improvement,Major,Manage non-singleton endpoints in the CamelContext
Bug,Major,camel-spring/rest does not build on HP-UX
Bug,Major,Inconsistency in recipient list documentation?
Improvement,Major,JMS InOut operations should default to non transacted even if the JMS component or endpoint defaults to transacted; as typically RPCs over JMS are not transacted
Improvement,Major,loggingErrorHandler should default to ERROR and LoggingErrorHandlerBuilder should operate as a builder
Bug,Major,CamelContext.setRoutes() documentation is misleading
Bug,Major,createConnector attribute for CamelJMXAgentType should default to 'true'
Bug,Major,TypeConverter Exception is thrown in the latest build of camel
Improvement,Minor,camel-mail - type converter to InputStream
Improvement,Major,FileLanguage - to support constant expressions
Bug,Major,BeanInfo - should consider overridden methods when selecting method from operations list
Improvement,Minor,bean binding - annotation to get the exception from exchange
Improvement,Major,Maven goal camel:dot should use overridden  when specified
Bug,Major,Component spring 'event' is not auto registered by Camel. Add a Event file in the folder META-INF/services/org/apache/camel/compoment of camel-spring
Improvement,Major,Http producer should be smarter to select correct GET or POST method
Improvement,Major,Quartz support should allow stateful jobs
Improvement,Major,camel http Uri from the message header
Bug,Major,camel:dot - pipeline is drawn as a multicast
Improvement,Major,Add ability to configure log level on exceptions from DLC retry mechanism
Improvement,Major,Add support to tracer for logging out messages
Improvement,Major,Passive mode
Bug,Major,spring integration xsd change breaks component
Bug,Critical,XQuery creates an empty out message that makes it impossible to chain more processors behind it
Bug,Minor,PipelineConcurrentTest.java fails randomly
Bug,Major,org.apache.camel.Message - hasAttachments is buggy
Bug,Major,.unmarshal(new JaxbDataFormat('com.foo.bar')) returning JAXBElement
Improvement,Critical,Remove specialized Exchange and make DefaultExchange final to pave the road for optimization by reducing exchange copies
Bug,Major,Can't get the soap header when the camel-cxf endpoint working in the PAYLOAD data fromat
Bug,Major,ThroughputLogger incorrectly reports duration 0
Bug,Major,jetty endpoints ignore host specified in URI and expose an endpoint on all interfaces
Bug,Major,camel-jetty - Exchange failures should not be returned as 200
Bug,Major,Delayer not working as expected.
Improvement,Major,Spring DSL - redeliveryPolicy element should have ref attribute
Bug,Major,camel-http - does not remove httpClient.xxx URI options
Bug,Major,ParallelProcessing and executor flags are ignored in Multicast processor
Bug,Major,Camel should propagate exception cause in InOnly scenarios
Bug,Major,CxfExchange does not copy unit of work and thus its null and thus NPE is thrown
Bug,Major,camel-mina adds two versions of slf4j on the classpath
Bug,Major,The Mina VM protocol is not recognising codec and other options
Bug,Minor,camel-velocity - log4j is needed at runtime
Improvement,Major,File component - exclusive read lock strategy using renaming
Bug,Trivial,MockEndpoint - sleep for empty test doesnt work
Bug,Major,Throttler appears to 'throttle' per thread instead of throttling across multiple threads
Bug,Minor,@EndpointInject can not lookup bean if endpoint is defined directly as a consumer (from)
Bug,Major,ConcurrentModificationException when stop the camel-osgi bundle
Improvement,Major,camel-xmpp to work with google chat
Improvement,Minor,camel-restlet security extension
Improvement,Major,Improve JMS header name endocing/decoding strategy
Bug,Critical,Pipeline could change the MEP unintended
Improvement,Minor,Tracer - allow configuration of fixed size of leading breadcrum or let it be variable sized
Improvement,Major,file consumer - support expression for setting the folder/file to consume
Bug,Major,SFTP : Polling - Cannot list directory Error
Improvement,Minor,camel-cxf: URI option for serviceClass does not support lookup in registry
Bug,Minor,Starting Camel using Main from camel:run or Main.class - countdown latch is hanging
Bug,Major,Can only interact with servicemix-http if logging is at DEBUG
Bug,Minor,Jetty HTTP SelectChannelConnector is not closed when CamelContext is stopped
Bug,Major,Apache camel example reportincident dependency removed from pom.xml
Bug,Major,SQL component doesn't handle wrong number of parameters
Bug,Major,camel-ftp : uri set on endpoint has stripped all parameters  that is wrong as they should be there as well
Improvement,Major,Seda component should configure its executor
Bug,Major,Two more NullPointerExceptions when context classloader is null
Improvement,Major,The xpath expression evaluations should rest the cached stream
Improvement,Major,Add regexReplaceAll to builder support
Bug,Major,EndpointMessageListener should respect ExchangePattern
Improvement,Major,@Header should have a value default so you do not have to set the name attribute
Bug,Major,ExchangeHelper should respect ExchangePattern.InOptionalOut
Bug,Critical,JaxbDataFormat is not thread-safe
Improvement,Major,Camel-quartz - improve setting of cron expression to be more cron like
Bug,Major,File component - better support for absolute path
Bug,Critical,CamelContext - Add ClassResolver to be used when you need to load a class instead of ObjectHelper.loadClass to work in OSGi environments
Bug,Major,Can not load the QueueBrowserStrategy in OSGI environment
Bug,Major,JMSMessage vanishes attachments
Bug,Critical,StreamCache causes to many type converters not possible
Improvement,Major,Bean component - improve method selection logic for overloaded methods
Bug,Major,unmarshaling of data always send the last occurence of the stream
Bug,Major,Unable to resolve scripting languages in OSGi environment
Improvement,Minor,IdempotentConsumer - should only add to repository after processing  so we know the processing was a success
Bug,Major,A request route with a topic node incurs a 20 second wait and refers to the wrong MEP.
Bug,Major,JMX instrumentation - will add DeadLetterChannel even if you have defined to use NoErrorHandler
Improvement,Minor,Added a Spring configuration in the camel-example-reportincident
Bug,Major,JMS - Sending a message with jmsTemplate102=true fails
Bug,Major,Allow parementer append for jms bindings with no endpoint
Bug,Major,JmsPollingConsumer - receive does not work
Improvement,Major,Bean component should propagate headers
Improvement,Major,javax.xml.transform.Source and StreamSource wrapped should be easier to route with JMS
Bug,Minor,HTTP_URI and HTTP_PATH message headers not concatenated when sending messages to http endpoint
Bug,Major,deploy the CamelContext with velocity endpoint into the Servicemix 4.0 will get the  NoClassDefFoundError
Bug,Minor,Recursively scan multipart nodes of an email for attachments - not just top level nodes
Improvement,Major,Allow sending multipart/alternative MIME messages with both a plain-text and text/html body  and allow sending images inline
Improvement,Major,http component - allow failed responses to be returned on the exchange instead of HttpOperationsFailedException
Improvement,Major,Upgrade camel-http to use httpclient 4.0
Improvement,Major,Apply removeHeader also to the underying JMS message delegate
Bug,Major,ErrorHandler to be wrapped at every node incl children
Bug,Major,Converting from stream/reader to string changes line breaks other than '/n'
Bug,Major,ClassCastException when using camel-cxf and camel-jms in the InOut same flow
Bug,Major,SFTP GenericFileProducer.createFileName produces OS normalized file name  that doesn't work with SFTP
Bug,Major,camel-cxf producer loses the content-type
Improvement,Major,Clean up  the CamelTransportConstants.CONTENT_TYPE
Bug,Major,Warning 'Disabling JMSReplyTo as this Exchange is not OUT capable' on false positives in JBossAS5
Bug,Major,Race condition in IdempotentConsumer
Improvement,Major,Clean up the CamelNamespaceHandler
Improvement,Minor,CAMEL-HTTP should copy system proxy settings
Improvement,Minor,Enrich DSL - Add fluent builder for using default aggregation strategy
Bug,Major,JMS-Headers are ignored in Producer
Bug,Major,Java DSL for multicast  split  aggregate does not use block explicit
Improvement,Major,DefaultErrorHandler - add support for redelivery
Bug,Major,Simple language support for AND / OR to concat multiple expressions fails if string constants are enclosed in single quotation marks
Improvement,Major,Remove cycle between model and util
Bug,Major,bean component should thrown NoTypeConverterException when bean parameter binding cannot convert to method signature type
Improvement,Major,Better logging at startup if Camel uses camel-osgi or not
Bug,Minor,camel-example-etl - bug in sample about type converter
Bug,Major,camel-cxf defaultHeaderFilterStrategy doesn't filter the Camel releates headers
Improvement,Major,ScheduledPollConsumer - Should not throw polled exception on stop
Improvement,Minor,Validator component to use SaxSource internally
Bug,Major,SpringCamelContext will get into endless loop of calling start method if the route service calling the ApplicationContext refresh method in it's initial method
Bug,Major,Failover load balancer - should prepare exchange before failover
Bug,Major,Unable to read post params from request
Bug,Major,Camel builds should not use platform specific encoding
Bug,Blocker,License for One-JAR classes not included in camel-example-spring one-jar artifact. Also apache legal files missing
Improvement,Blocker,Upgrade maven build to use apache 6 pom and related features.
Improvement,Minor,camel-file - consumer  starting directory should validate that its configured properly eg not containing dynamic expressions etc
Improvement,Major,camel-jms - allow a header like JMSDestination to override the destination to send to
Bug,Minor,camel-irc parsing of channel name and parameters is incorrect
Bug,Major,CustomerServicesWsAddressingTest hangs sometimes
Bug,Critical,camel-jms - wrong defaults causes message listener to use new thread when receiving a message
Improvement,Major,EventDrivenConsumer - Wait starting them until all other processors / routes have been started
Improvement,Minor,FTP component - add option to specify retry login attempts
Improvement,Major,file component - markerFile read lock - do not use nio FileLock
Improvement,Major,Cleanup unnecessary copy related methods in Exchange
Bug,Major,jaxb prettyPrint does not work
Bug,Major,camel-ftp - Recover from lost connection issue
Bug,Minor,camel-web can't process the endpoint with '://' schema  like /endpoints/mock://results
Bug,Major,CachedOutputStream not cleaning up tmp files when using file based caching
Bug,Major,Route JMX attributes not being updated
Improvement,Minor,Provide a flag to avoid mapping a JMS message to it's actual type
Bug,Major,camel-cxf bundle doesn't specify any Import-Package version
Bug,Major,NPE thrown when DEBUG logging on
Bug,Major,JmsKeyFormatStrategy not used consistently and JmsMessage.getHeader() not returning correct value
Improvement,Minor,camel-mail - Add option to ignore unsupported charset and fallback to platform default instead
Improvement,Minor,camel-jms - DefaultJmsKeyFormatStrategy should replace . with _DOT_ to avoid conflicting with end user using _
Bug,Major,template   consumerTemplate  service  proxy can't be set with right camel context if there are more than one camel context in the spring application context
Bug,Minor,Bean component - invokes onMessage from javax.jms.MessageListener even though a specific method name have been provided
Improvement,Minor,camel-irc consumer only listens to messages on a channel and ignores direct messages
Improvement,Minor,XMPP producer and consumer don't share the same connection and Chat objects
Improvement,Minor,camel-file - Consume and pollEnrich another file should work transparent
Bug,Major,Xmpp consumer stops consuming after some time
Bug,Major,Unit test failures on Windows in 2.0.0 release
Bug,Major,HTTP component throwing IllegalArgumentException in M3 release while bridging between jetty and http
Improvement,Minor,XmppBinding will add non-serializeable header values to the outgoing xmpp message
Bug,Major,Unit test failure in Windows for StreamCache. Temp file is not deleted
Improvement,Minor,Revamped IRC component event adapter logging
Bug,Major,ServiceSupport - incorrect state after restart
Improvement,Trivial,Add server name to logging event adapter
Improvement,Major,camel-jms consumer endpoint should allow properties such as maxConcurrentConsumers and concurrentConsumers to be managed via JMX
Improvement,Trivial,Exchange - getIn and getOut with expected type parameter
Improvement,Minor,camel-irc should handle onReply callbacks
Bug,Major,Graceful shutdown problem
Improvement,Major,Restarting JmsConsumer should pickup configuration changes
Improvement,Critical,Better OSGi metadata to allow deploying multiple camel versions in the same OSGi framework
Improvement,Minor,Spring DSL - errorHandlerRef should only be support on camel context or route
Bug,Major,camel-jpa exports the org.apache.camel.processor.interceptor which leads to a split package
Bug,Major,NPE when the bundle is camel-osgi bundle is inactive
Improvement,Minor,DataSet - Add initial delay with a default of 1 sec
Bug,Minor,XmppMessages don't get converted to strings
Bug,Major,Improper configuration of MINA connector and acceptor instances; Better producer
Bug,Major,Camel Bean component should not remember the last called method name if the bean's method name is not explicitly specified.
Improvement,Minor,DeadLetterChannel - Should pre check the endpointUri is valid and report failure on startup
Bug,Major,Redundant interceptions when using interceptSendToEndpoint
Bug,Major,Dynamic Recipient List - Comma is always delimiter even if custom specified
Bug,Minor,camel-mail - extracting mails with headers using multi values inserts duplicates
Improvement,Minor,camel-jpa - JpaProducer should mandate body instead of creating a new empty instance
Bug,Minor,http polling consumer does not support timeout
Bug,Major,velocity endpoint should not remember the last used template uri
Improvement,Minor,CamelContext should support autoStartup
Bug,Major,Support Issue: Routing a TextMessage from a  to a JMS queue
Improvement,Minor,@Bean - Add method to the annotation so you can configure the method name
Bug,Minor,camel-jms - Sending Object message should fail if payload cannot be converted to serializable
Bug,Major,The converter's MandatoryConvert method doesn't throw the exception when the value is null
Bug,Major,Some methods of SftpOperations create streams that are never closed
Bug,Major,Type converter - Should respect Future ExecutionException as not failed to convert but some other error
Bug,Major,RSS Component - parameter filtering not working
Improvement,Major,Workaround for UnsupportedEncodingException
Bug,Major,FTP Component issue with tempPrefix or tempFileName
Bug,Minor,ActivityMonitorEngine uses ?1 parameters in JPAQL  which don't work with (at least) the hibernate JPA provider.
Bug,Minor,ftp uploads can fail: File operation failed:  Connection closed without indication.. Code: 421
Bug,Minor,Logger logs INFO level messages at DEBUG level
Improvement,Major,UnitOfWorkProcessor - Should wrap more EIPs such as Aggregator  Splitter  RecipientList on their child routes
Improvement,Major,Remove dependency on spring core in PatternBasedPackageScanFilter
Improvement,Minor,TryProcessor - Do not use local copy Exchange in doCatch
Bug,Major,camel-cxf - Empty body causes http error 500 even for GET when using cxfbean
Bug,Major,JcrProducer node creation throws javax.jcr.PathNotFoundException when using exchange ID as node name
Improvement,Minor,Improvment in example archtypes
Improvement,Major,RestletProducer should support native async request/response semantics
Improvement,Major,camel-cxf - CxfProducer should check parameters more strictly to ensure we have the number of parameters required
Bug,Trivial,RedeliveryPolicy - Setting delay > maxDelay should should also set max value
Improvement,Major,When the 'from' endpoint is improperly set  it can be very hard to work out why/where
Bug,Major,CaseInsensitiveMap should be serializable
Improvement,Minor,camel-jdbc - Allow properties to be set on Statement such as fetchSize  maxRows etc
Bug,Major,camel-bean - Classes enhanced by CGLIB should skip cglib methods
Bug,Minor,Mock component - expectedBodiesReceived(List) does not work as expected
Bug,Major,Exception during mail connection requires folder to be reset
Improvement,Major,file producer - NIO transferTo 2gb bug in jdk
Bug,Major,Improper ordering of MINA filters
Improvement,Major,Ridiculously long release time due to the javadoc plugin
Bug,Major,Routing slip does not stop when Exchange is failed
Bug,Major,camel-example-etl throw error when running it.
Bug,Minor,doCatch() - Without any exception given should report that as a problem
Improvement,Trivial,seda component - Support no timeout for task to complete using timeout 0 or negative
Bug,Major,RejectedExecutionException after restarting camel context
Improvement,Minor,ExceptionHandler - Let it be able to log additional information such as a custom message or current exchange
Bug,Major,GroupedExchange in Aggregator is not working correctly
Improvement,Major,StrictHostKeyChecking Url Option
Improvement,Minor,UnitOfWork - Must be done in finally to ensure even when java.lang.Error is thrown fore reliable shutdown
Bug,Minor,camel-bindy dataformat KeyValue DSL can't work
Bug,Minor,camel-cache - Missing some classes in .jar
Bug,Minor,JDBC component doesn't preserve headers
Bug,Minor,The NP check of the remote service is wrong in CamelServiceExporter
Improvement,Minor,The  in Spring XML should support using serviceRef to lookup a reference for an endpoint
Improvement,Trivial,package will log WARN that you should use packageScan instead. We should keep both options so remove the WARN
Improvement,Trivial,MailConsumer should log exception in processRollback
Improvement,Minor,EventNotifier - Make it easy to ignore unwanted event categories
Improvement,Minor,camel-jdbc - Add option to select between JDBC 4 or 3 column label / name semantics
Improvement,Minor,Keep the lastModified timestamp when writing a file
Bug,Major,Remove sample caches from Camel Cache component
Improvement,Minor,Bean Expression for Non Registry beans can't reference an instance
Improvement,Major,Let ExpressionClause be reusable by other builders which are not route based
Improvement,Major,camel-bean - CGLIB proxied classed having trouble using annotated bean bindings
Improvement,Major,Remove some dependencies
Improvement,Minor,DefaultTypeConverterRegistry - Let it load upfront
Bug,Major,file component - Using fileName option should better detect constant vs dynamic name
Improvement,Major,DefaultCamelContext starts route services out of order
Improvement,Trivial,Mock component - expected header and property should output the name that fails
Bug,Major,BeanProcessor - Should differentiate between void and method returning null values
Bug,Major,cxfbean should  propagate CONTENT_TYPE for other camel component to use
Bug,Major,HttpHeaderFilterStrategy dosn't filters out 'Cache-Control'  'Connection'  'Pragma'  'Trailer'  'Transfer-Encoding'  'Upgrade'  'Via' and 'Warning' in method applyFilterToCamelHeaders
Bug,Minor,WARNING log of JmsTemporaryTopicEndpoint   JmsTemporaryQueueEndpoint don't have the ManagedResource annotation
Bug,Minor,HttpHeaderFilterStrategy should filter the HTTP 'Date' header when applyFilterToCamelHeaders is called
Improvement,Minor,seda endpoint - Let it be easily to configure size option to use an unbounded queue
Bug,Minor,Camel Velocity: change the case of all fields properties Header
Bug,Minor,Camel Freemarker: change the case of all fields properties Header
Improvement,Minor,NotifyBuilder - add reset method
Bug,Minor,DefaultCamelContext throws NPE in start() for route with no destination
Improvement,Minor,PollingConsumerPollStrategy - Should support boolean on begin to support skipping polling
Bug,Major,karaf features.xml  should use servicemix commons-pool bundle
Improvement,Trivial,SedaConsumer - Add check to limit the concurrentConsumer to < 1000 to prevent mistypes
Bug,Major,should use servicemix jaxws 2.1 spec bundle but not the geronimo one
Bug,Major,ConsumerTemplate don't support the jms uri with selector
Improvement,Major,Batch Resequencer issues with JMSPriority
Bug,Major,async route not working with Mina
Bug,Major,IndexOutOfBoundsException occur in UnsafeUriCharactersEncoder.class
Bug,Major,camel-http component should set Transfer-Encoding as chunked header for response message when checkChunked is true
Improvement,Minor,Allow recipientList to be used inside a CBR using Java DSL
Bug,Major,CXFRS Routing in 2.2.0 does not behave like in 2.0.0
Improvement,Major,Graceful shutdown - Add option to shutdown routes in reverse order as they were started
Improvement,Major,support get operation for cache
Improvement,Minor,Make use of testing mocks of the the GAE SDK
Bug,Minor,Invocation of hasNext() on org.apache.camel.util.ObjectHelper.createIterator(...).new Iterator() {...} return different results
Bug,Minor,Aggregator - Completion by batch consumer should trigger completion for the batch group if multiple correlation keys was used
Bug,Major,IOException: Bad file descriptor and FileNotFoundException
Bug,Minor,Inconsistency between IntrospectionSupport.getProperties() and IntrospectionSupport.getProperty()
Improvement,Minor,Aggregator - Add option to specify if completionInterval to have interval based completion
Bug,Major,DefaultPackageScanClassResolver can't read entries in an eclipse rcp app because it can't handle bundleresource - protocol
Improvement,Minor,XPath - Add type converters from the pesky XPath types to String  InputStream etc.
Improvement,Major,Smpp component schedule delivery time should default to null
Bug,Major,HttpEntityConverter should not create a InputStreamEntity by using the GZIPHelper.toGZIPInputStream()
Improvement,Major,camel-spring - Spring 3.0.x - Add depends-on in the namespace handler to make it easy for end users to use Spring and Camel without considering ordering of their beans
Bug,Major,cxfbean component should ignore the wsdlLocation in the POJO
Improvement,Major,RoutingSlip - Let it be expression based
Bug,Major,File name lost when it starts with the same characters as the relative directory on the endpoint
Bug,Major,Incomplete cleanup of jmx mbeans after context stop
Improvement,Major,Camel-bindy should be able to process fix length records
Improvement,Major,SendProcessor - When a route is started it should be able to warmup the Producer
Bug,Major,HttpProducer should not sending the Http headers with low case
Bug,Minor,AggregationStrategy returning null causes NPE
Bug,Major,camel-cxf feature doesn't include all cxf needs bundles
Bug,Major,VM endpoints with same name do not communicate if args don't match
Bug,Major,MailBinding can't handle the subject header with NO_ASCII code rightly.
Improvement,Minor,OnCompletion - Let it be executed last so the internal on completions can be executed beforehand
Bug,Minor,Bindy - No @Section causes a null key being generated which causes a NumberFormatException
Bug,Major,Escaped characters in http4 URLs do not work
Improvement,Minor,ManagementAgent should expose getter/setters for the JMX settings so you can set it easily from Java
Bug,Critical,Aggregation raises NullPointerException if last file in batch is not to be aggregated.
Improvement,Major,Graceful shutdown - Add option to shutdown manually added/started routes
Bug,Major,It is impossible to put # sign in SQL statement in camel-sql
Bug,Major,camel-castor relies on specific  out of date version of Castor
Bug,Minor,camel-ftp - SFTP in fileExists should handle exception being thrown with id code stating no such file
Bug,Major,Deadlock in org.apache.camel.util.DefaultTimeoutMap
Improvement,Major,Support for Binary Files in HttpProducer
Improvement,Major,CsvDataFromat delimiter should also be configurable in the XML/Spring DSL
Improvement,Minor,Thread Name Syntax - Do not output endpoint parameters to be less verbose
Bug,Critical,No consumers available on 'direct://xyz' endpoint
Bug,Major,convertBodyTo should handle null bodies
Improvement,Minor,Redelivery policy's retryUntil option should be renamed as retryWhile
Improvement,Major,URIs for viewing a route as a language clashes with any other possible sub resource for routes (such as status)
Improvement,Major,remove ugly warnings running tests since upgrading to jetty 7
Improvement,Major,update camel-http and camel-cxf features to use Commons Codec 1.4
Bug,Major,Oracle AQ does not support the JMSReplyTo property and therefore throws a 'JMS-102: Feature not supported' exception when the JMS provider tries to get it.
Improvement,Major,more eager validation of routes
Improvement,Major,Use  forkMode=once for the surefire plugin to significantly speed up tests
Improvement,Minor,Injecting Properties into the PropertiesComponent with Spring
Bug,Major,Broken failure reporting via DefaultProucerTemplate.asyncCallback and Synchronization.onFailure
Bug,Major,StreamProducer does not close stream in camel-stream
Bug,Major,org.apache.camel.component.test package is imported in camel-spring component - generates error on OSGI platform
Bug,Major,java.util.ConcurrentModificationException in Method org.apache.camel.util.CaseInsensitiveMap.putAll()
Improvement,Minor,Upgrade to JCR 2.x
Improvement,Minor,Upgrade to HawtDB 1.2
Improvement,Minor,When polling consumers is shutdown  do less verbose logging for rollback strategies
Improvement,Major,JmsProducer should support non blocking routing engine
Bug,Major,onException not working correctly when using routeContext
Bug,Major,java.net.SocketException: Too many open files with Apache Camel(Netty TCP) 2.4.0.
Bug,Minor,FtpComponent: If login fails and disconnect=true another connection is opened.
Bug,Major,camel-jpa doesn't use EntityManager.merge(entity) in the right way
Improvement,Minor,DefaultHttpBinding's populateRequestParameters should be more flexible when checking the content type on POST
Bug,Major,IllegalStateException in CamelContinuationServlet under heavy load
Improvement,Minor,Add removeEndpoints to CamelContext
Improvement,Major,Enable the deletion of routes via REST in camel-web
Improvement,Major,Adding routes straight from XML should have Camel prepare the RouteDefintion as its done like in camel-spring
Improvement,Minor,Velocity - Let it be able to load resources from both classpath and file system out of the box
