type,priority,summary
1,2,fix puppet manifest tarball download via rpms
1,2,update to fix ganglia variable anchor problem
1,2,fix oozie smoke test failure
1,1,fix advanced config hdfs reserve space be in byte many byte to count
1,2,create spec file less dependency hmc
1,2,rpm naming need to be correct
1,2,templeton config pig archive not correct in hmc
1,2,puppet fail to install number jdk properly on number
1,2,change os type check during node bootstrap to allow number number node
1,2,puppet agent install script use correct epel repo
0,2,add support to jump to specified state in wizard development purpose
1,2,update readme to point to trunk
1,2,remove yui source file svn
1,1,update documentation
1,2,nagios install fail on number
1,1,consolidate head tag organization combine css file fast load
1,1,puppet error can not reassign variable variable variable
1,2,in custom config nagio email multiple period before fail validation
1,2,custom config page do not allow form submission if be clientside validation error
1,2,special character in host file create on common window editor cause issue
1,2,rat compliance patch
1,2,externalize manager service name point help link to valid url
1,2,license header php file use php comment not html comment
1,2,add link to notice file on every page
1,2,remove source file dependency rpms
1,2,fix lzo install to work correctly on number
1,2,increase puppet timeout to handle singlenode install time
1,2,database set script have duplicate configuration file component install fail
1,2,eliminate redundant unused configuration file column in table class
1,2,hdpnagio hdpmonitoring have wrong configuration file location also ownergroup permission be wrong
1,1,fix invalid html markup on monitor source file
0,1,add node progress partial failure let user continue display orange bar rather red bar in progress popup
1,2,support hadoop security frontend change
1,2,weirdness custom config page user go back to previous stage
1,2,component install yum priority on all node to ensure main repo be pick first
1,1,make puppet generate more log on command failure
1,2,fix component agent variable script bootstrapping
1,2,component do not handle presetup usersupplied hive metastore
0,2,change text on alert xx hour ago
1,2,hdfs disk capacity on source file be see negative number
1,2,remove file component be not mean to be check in
1,2,source file summary capacity pie chart keep change color
0,2,create heatmap legend entry miss datainvalid host
1,2,switching service do not update various ui element
1,2,error handling error be encounter during preparation deploy
1,2,need to be able to reliably recover case browser be close during deploy step number post submission step number wizard
1,2,userspecified custom configs configuration file override be persist to maintain what user specify
1,2,install wizard confirm host stick prepare stage
1,2,host component live status be break
1,2,component heatmap host information show configuration file disk space use
1,2,graph degrade time
1,2,on notification popup clicking go to nagios ui do not load nagios ui
1,2,tmpfs filesystem be add to list in dir use component
1,2,installer wizard retry feature in deploy step step number be break
1,2,configuration file fail silently be not fire api call due to js error
1,2,host jam in status prepare if host name be wrong
0,2,check box to checkuncheck one member in multi artifact graph be not very readable be more apparent on one user click on
0,2,check logrun dir location to make sure abs path
1,2,disk info metric memory usage sometimes do not show hour
0,2,clean table header ui sort filter clear x host table
0,2,clean table header ui sort filter clear x job table
1,2,after add host host count show in source file be incorrect
1,2,detailed log view dialog be not centeraligne
0,2,automatically update hostlevel popup infologs
1,2,remove hdp httpd conf nagios url replace component something else
1,2,allow capacity scheduler to be attach to host role config cs configurability in apis
0,2,in start fail warn host overall install
0,2,add filter module
0,2,refactor job browser user filter
0,2,confirm host page look like host disappear if be on fail filter click on retry fail button
0,2,drop option host component filter job user filter
0,2,source file make disk usage pie chart in hdfs summary easy to understand
1,2,replace sudo su in component setup script since component server setup be already run root
1,2,directory permission on httpd varwwwcgibin not be touch component
0,2,host health indicator have tooltip show detail
0,1,install option line target host section rest page
0,2,use emberprecompilerbrunch npm plugin
1,2,fix host role live status not go back to instal if be in variable state
0,2,remove hard code jmx port mapping
1,2,service graph source file spinner
0,2,job browser filter input output duration
1,2,agent check package part host check but do not tell one be need conflict
1,2,store example hive query somewhere in component be easily accessible demot purpose
0,2,on confirm host page add link to show host check popup in success message
1,2,edit user no error message be show user do not enter correct old password
0,2,shrink top nav height
1,2,incorrect display background operation window after change state component
1,2,fail build due to url move on suse
0,2,make sure component web render all element correctly browser width be number narrow
1,2,bootstrap can hang configuration file
1,2,service status host component status can get stick in green blink state if stop fail no operation can be perform
0,2,make sure component web render all element correctly browser width be number narrow refactor
0,2,properly display app page aggregate summary data table be no datum to be show
0,2,remove all text app view controller template to source file
0,2,host health indicator have tooltip show few detail refactoring
1,2,switch job page do not launch popup anymore
1,2,cluster miss host after successful install restart
0,1,add username validation component local user
0,2,show validation error user specify target host be already part cluster
0,1,refactor job browser filter
0,2,enhance class progress display
1,2,service check fail after secure install due to wrong configuration file path
0,1,externalize string to source file
1,2,provide consistent ordering host in heatmap
1,2,no alert badge on host detail page be green not red
1,1,app browser row colour alternate dark grey to light grey back
1,2,mouse cursor hover behavior be strange on job browser
0,2,since be ability to log in to component web different user current user be indicate
1,2,wrong calculation duration filter on app page
1,2,component agent registration hang due to acceptor bug in jetty not read accepted connection
1,2,validation username use in service configs be break
1,2,failure popup show configuration file hdfs class be not instal
0,2,remove hardcoded stack version
1,2,can not proceed after bootstrappe in case due to runtime error run host check
0,2,optimize query call retrieve host information
0,2,optimize query get service host component status back server
1,2,configuration file read write lock method
0,2,optimize ganglia rrd script to be able to respond within reasonable time to query make ui
1,2,optimization query host information server
1,2,fix class to take care issue gethostname getfqdn do not match
1,2,fix alert host level if class be not select not to alert tasktracker not run
1,2,nagios script cause unwanted datanode log
1,2,add hadooplzo to be one rpms to check before installation
1,2,make all service property configuration file
1,2,fix start option component be miss space
1,2,add host be break
0,2,host page add filtering host status
1,2,component web go back forth frozen usable state peridocially on large cluster
1,2,alert take around number second to show everytime source file source file
0,2,host page layout fix
0,2,constrain width all wizard popup
1,2,job fail count always return number in jobtracker api metric
0,2,stack upgrade wizard resume upon page source file login
0,2,host progress popup generic component show progress on async operation
1,2,can not start hadoop service after hdfs configuration file amabri server restart
1,2,templeton smoke test fail secure cluster
1,2,configuration file ui not allow certain configs to have hostlevel override
0,2,security wizard integrate host progress popup
1,2,map reduce task metric be miss tasktracker in api
1,2,undo not be allow on component host
1,2,oozie property principal keytab not read ooziesite
1,2,start all service fail on secure cluster exclude class class
1,2,component need to set value variable
1,2,agent have hardcode hdp repo file can only be download
1,2,seem upgrade available fe be hardcode to version number
1,2,class zk fail to start on secure install
0,2,backend support mysql oracle oozie hive
1,2,add support stack version number to component
1,2,unable to get all task more one variable one request
1,2,hue installation fail due to manifest error
1,2,security wizard javascript error be throw method be include secure service
1,2,stop start all service do not start class
1,2,can not specify request context smoke test request
1,2,security wizard add miss secure configs to hbase service make zookeeper default primary name zookeeper principal
1,2,class master shut down immediately after start in secure cluster
1,2,few coresite property source file after seemingly benign configuration file
1,2,cluster management service class config throw js error page come blank
0,2,global property show restart appropriate service only
0,2,make single put call multiple host override
1,1,cosmetic problem on class source file
0,2,capacity scheduler add new queue populate field
1,2,can not load nagios alert due to number bad request
1,2,master break can not deploy service
1,2,component rpm claim source file usrsbin
1,2,component fe be not set proper value variable
1,2,hue pid log dir label be flip flop
0,2,capacity scheduler implement usergroup admin usergroup validation rule
0,2,reassign master wizard step number prevent proceed next without change target host
1,2,number api use type to refer to config tag no long expose filename property
1,2,api to map global property to service be partially complete
1,2,impossibility to scroll metric window after browser width change
1,2,disable editing capacity scheduler on host configs
0,2,update default stack version to version number
1,2,class master do not come after disable security
1,2,client install task be show twice in install progress popup
1,2,component configuration file miss property lzo enable variable
1,2,class history server fail to come on version number stack request service stall be stall
0,2,allow user to customize nagios user account
1,2,allow user to customize ganglia gmetad gmond user account
1,2,test failure method
1,2,security vulnerability ganglia nagio
1,2,all service smoke test fail run service start
1,2,oozie smoke test fail error on start servicesinstall page
1,2,system log be not present on tasktracker
1,2,hadoop dependency version component be hardcode make regular expression base to pick late repository
1,2,wrong install status show in add service wizard
1,2,host table whether alert filter be in effect not be not clear
1,2,client install task be show twice in progress popup during start phase install wizard update api call to include configuration file
1,2,deploy version number result in several alert be relate to hardcode port
1,2,nagios be unavailable return null instead throw exception
1,2,hostname pattern expression be break
1,2,filter host get sync filter selection
1,2,action button on host detail page not format properly on firefox
1,2,click on cancel on service config page not reload entire app
1,2,filter on job table do not work certain situation
0,2,host tab clicking on red badge not toggle alert filter
1,2,use mixed os overwrite component during install
1,2,can not delete cluster component in unknown state
1,2,can not decommission datum node ensure recommission also work
1,2,component server become unresponsive after source file on http read on jersey
0,2,add validation check add property on custom site config
1,2,error loading mainservice directly
0,2,make frontend change to account host component status unknown
1,2,add clover code coverage profile
1,2,disable add component button in host detail page if host be in unknown state method
1,2,add local user button be enable but nothing happen upon click certain condition
1,2,service link on source file connect to incorrect page
1,2,add unit test to verify client reinstall install fail client
1,2,if install local repository select in install wizard add host wizard not work
1,2,host detail page if host component be in variable state let user reinstall
0,1,class heatmap clean label unit
1,2,hadoop group customization do not take affect
1,1,prepare to install message need space
0,2,change service directory popup confirmationwarne dialog upon save
1,2,admin role can not be assign to ldap user
1,2,source file fail during installation
1,2,task be not filter parent request
1,2,post component upgrade hive oozie fail to start after configuration file
1,2,be possible to get state install retry be not possible if agent stop heartbeate
1,2,hive service check still fail file permission
0,2,support configure run component web server https
0,2,enable customization smoke test user
0,2,component modification to allow hadoop compatible filesystem hcfs
0,2,use modify dependency if stack contain hcfs service hadoop compatible file system
1,2,set default value oozie property variable to true
1,2,home path be not set correctly in configuration file
1,2,hbase fail to start on master
1,2,installation exist oracle db fail
1,2,hive oozie user have be change after upgrade hive metastore oozie can not start properly
1,2,capture user audit config change
1,2,component need to set right path gc log directory hbase process
1,2,sometimes stale host host component indicator be show
1,2,after upgrade component version number to version number server throw number error startingstoppe service
1,2,datanode start fail in secure cluster
1,2,host status filter not restore on host page navigate back
1,2,fix unit test component web
1,2,test break fail variable variable
1,2,remove version number stack configuration file since never be use be redundant
1,2,number monitor job page be hide hdp version number stack be instal
1,2,update mock json datum test mode
0,2,agent heartbeat lose during install
1,2,component have deadlock reinstall after reboot cluster node
1,1,component start script component never use variable
1,2,background operation popup do not automatically source file task log
0,2,add unit test util
1,2,reassign master wizard source file page on step number number number break wizard
0,2,change config loading mechanism to allow different stack version
1,2,increase component test coverage
1,2,use external mysql oracle database oozie do not work
1,2,fix mysql oracle ddl script accord to last db change
1,2,ensure version value be use appropriately throughout component
1,2,allow security relate configs to be modify via custom setting
1,2,class button may stay enable number second after have be click
1,2,bad host query example in api doc
1,2,on install option page select perform manual registration on host do not use ssh be set path to number jdk disable
0,2,provide way to optionally enable twoway ssl class communication
1,2,configuration mapping metadata on component be compute per stack selection
1,2,component upgrade prcoess preserve old configs add new config option to old config file
1,2,number exception create service component during install
1,2,ui allow add already exist property to custom configuration file configuration file setting create confusion
1,2,security wizard navigation not lock down cause artifact unwanted side effect
1,2,api call to get metricscpu do not work class class host component
1,2,enhance processing source file before start component server
0,2,unit test add test to install wizard step number number number
1,2,intermittent test failure class port scanner test
1,2,security wizard webhcat server start fail on enable security
0,2,show instal stack service
0,2,unit test add test to model
0,2,add host wizard show info manual step require on secure cluster
1,2,add unit test component python change
1,2,bootstrap be break component web version number
1,2,component setup borken in trunk
0,2,add support classic source file
1,2,component setup allow user to change database password
1,2,kerberos global be show in hdfs config page during install
1,2,installer wizard number class class not be cohoste default on multinode cluster
1,2,hdfs config page be break in method on trunk
0,2,set default widget to show source file
1,2,bootstrap fail on rhel version number
1,2,component server start fail configuration file user
1,2,security wizard smoke test service fail customize service user name
1,2,upgrade version number to version number fail because ddl script do not work metainfo version change be break
1,2,add unit test bootstrap method python script server
0,2,create command line script to manipulate component configuration get set add delete
1,2,class database setting accept custom jdbc url
1,2,remove unnecessary check hostname service name be wrong
1,2,component bootstrap action report success even if failure happen
1,2,source file page have lot footer padding
1,2,variable be not work in reliable way
1,2,issue setup ldap
0,2,security wizard show principal keytab need to be create on host
0,2,remove dependence on variable global nagio check
1,2,cleanup setup https flow
1,2,can not add property variable
1,2,decommission datum node not work in secure mode
0,2,add download csv action security wizard
1,2,zookeeper smoke test fail in secure cluster
1,2,add helpful message not able to download jdk setup option user to be able to specify jdk
1,2,incorrect permission on configuration file
1,2,memory configs be set to number in component
1,2,custom repo url can not be set nonroot
1,2,regression agent external hostname be not verify during bootstrap no warning
0,2,simplify local repo setup in installer ui
0,2,security wizard create separate page principalkeytab
1,2,ctrlc during component setup print python stack trace
1,2,setup ldap do not validate truefalse response
1,2,use another user component server user create local group component server user name
1,2,host check report show host without issue
1,2,js error delete widget after sort on removeedit sign
1,2,hdp installation fail due to puppet syntax error
1,2,property name can not be add to different custom configuration file
1,2,add quick link web ui oozie hue nagios ganglia
1,2,kdestroy not require zookeeper smoke test
1,2,webhcat oozie service do not start on number enabled security because critical error do configuration file nagio
1,2,rename variable property in component to variable
1,2,host check truncation on check process make difficult to know actual process in conflict
1,1,popover config name go beyond container
1,2,wrong info on service summary tab class live class live class live
1,2,host cleanup leave two component configuration file
1,2,source file widget hover to show detail experience be jar
1,2,reset late stack version version number
1,2,perf service summary view inefficiently bind to host component
1,2,source file metric legend size increase unexpectedly on mouseover line space
0,2,security csv cleanup
1,2,go back to customize service page install page reset certain directory value
0,2,update number
0,2,read timeout issue in oracle jdbc connection read have long timeout
1,2,component can not find password remote database password encryption enable
0,2,improve style class code area
1,2,add umask check host check alert if umask be not number
0,2,add retype new password field change password component user
1,2,host check say pass all host fail to register
1,2,security wizard relogin on number without quit wizard throw js error
1,2,start button not available various component within number sec after stop operation configuration file
1,2,setup ldap do not validate secondary url
1,2,error message print to log
1,2,enable security wizard stop on step number save configuration do not let user leave wizard
1,2,datanode live widget display number dead no datanode be live on cluster
0,2,disable show report number issue
1,2,disable security not work in webui method
1,2,host specific progress bar task have inconsistency
1,2,implement cleanup thread remove file in component datum directory be old configurable amount time
1,2,fix js unit test after merge version number to trunk
1,2,make component web method work installer wizard hdp number selection
0,2,disable autocomplete on form tag component ui
1,2,hbase super user can not submit job since component create hbase super user number
1,2,disallow action upon host component on host stop heartbeate
1,2,host component be be instal instal state do not show in host detail page
1,2,host host detail page ui tweak
1,2,misc log change
1,2,security wizard step number no host show click on start class service link
1,2,job page table be not stripe pagination be not disable
1,2,stack version number hive check execute fail
1,2,customize service page misc tab incorrect behavior popup window change user name
1,2,ozzie do not work local fs user
1,2,host check show report be show bogus information file folder
0,2,fe show errordetail encounter error persist web client state
1,2,can not save hdfs configs snn in maintenance mode
1,2,number stack install merge yarn number option
1,2,yarn time series datum need class status
1,2,yarn service summary additional information
1,2,can not add ui queue in configuration file
1,2,customize service directory be show in commadelimited format revisit
0,2,source file refactor unit test
1,2,utility script to generate keytab be break
1,2,class version number logger do not work
1,2,running request be not visibile on ui since api be not return running request
1,2,yarn zk data directory name have end
1,2,restart service component fail if pid be reallocate
0,2,yarn time series datum need class
1,2,host registration fail
1,2,nagios server fail to start invalid configuration error
1,2,api jmx mapping need to be update due to property name change
1,2,nagios start fail due to invalid configs
1,2,puppet script syntax issue result in hive deployment custom db oozie service check failure
1,2,oozie fail smoke test in secure cluster
1,2,oozie start fail likely due to fail install
0,2,hdfs service check fail design but take number min to fail
1,2,source file coresite be miss on host have only yarn component deploy
1,2,add class number metric change to jmx in backwards compatible way
1,2,snamenode not start after transition to maintenance mode
0,2,rename alert title description
1,2,class rpc class count miss timeserie
1,2,popover stick after route to another page
1,2,update stack configuration file number
1,2,update version number stack configuration file repo url
1,2,oozie smoke test fail on component exception in oozie server
1,2,use specific build number stck build
1,2,mapreduce pid directory cutomization fail
0,2,provide readonly view security wizard entry
1,2,component server agent be not stop during package uninstall
1,2,turn on predicate source file default
0,2,trim andor validate config parameter value to prevent failure due to extra space
1,2,component always point to late repo
1,2,customize service method tab popup related property do not open after group user value change
1,2,oozie configuration file missse two xsd value cause sla workflow to fail
1,2,component server setup silent option print error statement first time
1,2,enhance host clean to handle tmp file folder
1,2,advanced config order be consistent in install wizard customize service monitoring service config
1,2,do not use regex to determine folder name full path variable
1,2,warn message not clear task fail
1,2,fix unit test
0,2,amabri client refactoring number
1,2,component not start class because one multiple folder not create
1,2,job run date duration not sort correctly
1,2,job summary have old young run date swap
1,2,incorrect unit measure class master heap widget on source file
1,2,incorrect color rack indicator on heatmap page
1,2,can not change jmx port use component configuration api
1,2,random change block summary alert health check on service page
1,2,security wizard disable security do not return to initial condition after enable security fail
1,2,class class request metric seem to have change version number stack
1,2,exception throw retrieve ganglia property
1,2,incorrect behavior after enter wrong current password edit user
1,2,memory issue request api on large cluster
1,2,reduce size class entity
1,2,component service script return nonzero agent be not run
1,2,modify ganglia config to match datum resolution old version
1,2,oozie install fail not connect to database choose use exist mysql database choose new mysql database hive within component
1,2,component command output point to apache component documentation
1,2,secure cluster yarn service check fail after configure yarn spnego authentication
1,2,class be show component can be startedstoppe in host detail page
1,2,webhcat alert do not nave description
1,2,can not delete stop variable in instal state
1,2,component reset be break on version number
1,2,class uptime do not appear
1,2,component do not set correct value variable in configuration file
1,2,class read be flood log
1,2,bind dn credential be incorrect log
0,2,setup number jaas configuration use component setupsecurity
1,2,readonly view security admin tab become editable after visit tab on admin page
0,2,provide ui page to enabledisable experimental functionality
1,1,fix text custom jce policy setup
0,2,cleanup ux advanced database in component setup
1,2,source file page button be shift if screen width be more number
1,2,strange behavior class cpu wio source file widget
1,2,help text class enable ha be random in respond to mouse movement click
1,2,security wizard on class ha mode general category have spnego principal keytab field
1,2,ssh key in log
1,2,unavailable stack be hide
1,2,parameterize repo url late stack
1,2,nagios alert text class say live
1,2,fix unit test create new test number installer
1,2,hdfs service check not be disable nn ha be enable one nn be down
1,2,security wizard create principal keytab step do not save state after page source file
1,1,use correct case yarn
1,2,ui optimization constrain method model loading
1,2,unit test agent failhang class class
1,2,switch to configs tab cause quick link to disappear
1,2,service source file navigation error
1,2,hdfs health status ha configd
1,2,invalid jce policy file path be specify component setup silently switch to download file public repo
1,2,component rpm claim source file usrsbin
1,2,wrong property name https address nn in configuration file
1,2,modify config mapping in upgrade script to reflect late
1,2,wrong path be set variable on suse os in source file
1,2,deploy progress bar be not correct
1,1,number alert in class item in menu get on next line
1,2,component setup silently fail can not connect to remote oracle host
1,2,add variable to configuration file hcat integration
1,2,on version number stack variable not be set in hdfssite
1,2,yarn cluster not have share directory variable variable
1,2,incorrect alert class
1,2,assign slave client step none click error
1,2,ssl be enable on hadoop jmx endpoint class quick link become unavailable
1,2,text installation stage do not correspond to reality
1,2,multiple number client be instal label be bit
1,2,class error during service tab change
1,2,status do not show newly add host
1,2,remove rco management logic component
1,2,class class can no long be start after configuration file class hdfs class ha enable
1,2,hbase secure config property in version number stack revert back to nonsecure value on configuration file
1,2,assign slave step error instal class
1,2,nagios do not start after upgrade number version number
1,2,incorrect status counter on cluster deploy
1,2,db url be not calculate automatically
1,2,hadoop core health check script need to be include in component hdp installation
1,2,skip customize service step service can not be customize
1,2,allow number property to be apply via api in component hadoopooziehbasehivezookeeperpig
1,2,class ha wizard source file wizard display incorrect manual command
1,2,config step source file
1,2,cleanup ui restart calculation use configuration file
1,2,reassign master misc ui display fix
1,2,common storage different wizard
1,2,service configuration file fail multiple service
1,2,source file rhel be restrictive server vs workstation
0,2,host clarify filter be in effect
1,2,enable ha wizard load after sign in
1,2,component agent create empty folder component
1,2,host action ui change base on new stopstart all delete func
1,2,cleanup dialog unable to delete host
1,2,class component be not update username be change
1,2,traceback attempt to stop component nonroot
1,2,ha cluster source file widget contain null nan value after service stop
1,2,fail to start hive metastore version number stack version number
1,2,poll variable have configuration file
1,2,ui do not update active hbase master in display
1,2,default value default virtual memory job maptask be not valid
1,2,well error message need incompatible component instal
1,2,class ha wizard configure component step task configuration file hdfs always fail user can not proceed to next step
1,1,typo in text label on host page
1,2,confirm host show ntpd not run warning but be run on host
0,2,modify ui text host cleanup
1,2,reduce log emit to report heartbeat agent
1,2,configuration file dynamic configs not show modified value
1,2,filter on host table column size shift stay fix
1,2,reassign master wizard do not display folder host on manual command page after browser reopening
1,2,provide readonly view repo option in component web
1,2,incorrect host status slave down
1,2,restart indicator service host disappear after time
1,2,ganglia monitor start second third attempt on secure cluster
1,2,background op dialog checkbox ui cleanup
1,2,remove exception message print to log successful start
1,2,class link widget have more button bound look break be multiple master
1,2,mr job be hang on number cluster default configuration
1,2,add host wizard after successfully bootstrappe host next button be disable
1,2,provide configgroup support in addhost wizard
1,2,uncaught exception in js navigate service on service page
1,2,need well error log message agent unable to reach server
0,2,component allow change ganglia cache location
1,2,during cluster install can not go past number
1,2,provide addremoverenameduplicate action in configuration file dialog
1,2,do not store variable in db store dynamic info in memory can be use to show on ui
1,2,add service if nothing to add
1,2,remove rename action enable default config group
1,2,provide change configgroup action on host configs
1,2,unable to close configuration file dialog only default group present
1,2,service sidebar host configs need vertical gap
1,2,host configs page properly order service
1,2,error in save host newly create config group
1,2,click on setting link navigate to login page nonadmin user
1,2,js error in add host wizard if proceed fail registered host
1,2,add host fail after configure nn ha class error
1,2,unittests user resource all be attribute
1,2,duplicate configgroup action not duplicate configs
1,2,class heap metric be not correct on component console
1,2,ui incorrect behavior during upgrade
1,2,background operation popup window configuration file size be fix narrow down browser
1,2,incorrect restart require tooltip view
1,2,background operation two scrollbar if width be low number
1,2,restart indicator flag not show hdp version number stack service
1,2,hdfs shortcircuit read config property be repeat
0,2,modify message reassign master to move master
1,2,security wizard service configuration page be break
1,2,add host wizard stick on configuration step
1,2,hover stay after configuration file dialog be close
1,2,add host to multiple group time fail
1,2,miss host message on cluster deploy
1,2,js error switch config group in hive oozie service config page
1,2,class master alert be confuse in multimaster environment
1,2,variable change inconsistently on host after add class
1,2,service mysteriously disappear after stack upgrade
1,2,background operation window call wizard do not react to do not show dialog flag
1,2,config group background popup show need to be integrate restart component
1,2,yarn class configs be not display
1,2,resource provider be set wrong stack version
1,2,manage config group link need in save configgroup confirmation
1,2,after make config change save prompt user if try to navigate away
1,2,class post call tolerate name reuse
1,2,long host name be inconvenient view in background operation popup
1,2,add service wizard customize service config be not display
1,2,duplicate host after closing method
1,2,class max heap be not show in hdp version number stack
1,2,class file hive be version number
1,2,source file quick link poll configuration file every number
1,2,in installer behavior action in manage configgroups dialog different configuration file
1,2,refactor template popup
1,2,minor configuration file dialog ui change
1,2,rename configgroup dialog allow only description change also
1,2,need to show configuration file indicator on host page
1,2,component start automatically upon reboot
1,2,add host if use local repository ui incorrectly say no
1,2,installer host list do not show master top
1,2,hdfszkfc relation in class
1,2,need tooltip showing error local repo be bad
1,2,class fail
1,2,not allow blank config group name
1,2,manage config group link appear on host detail page can not dismiss open
1,2,ha wizard not accessible after upgrade
1,2,stale config indicator not show configuration file webhcat ganglia nagios class
1,2,review page do not have info repository
1,2,ability to restart component
1,2,service config page show blank page after enable security js error
1,2,fix ui unit test
1,2,yarn check execute fail on install
1,2,fix version rpm in stack to match instal one
1,2,global configs be not send to server
1,2,misalignment filter combobox on installer browser window be narrow
1,2,minor ui cleanup remove doubleborder reduce text
1,2,significant lag host status update slavemaster component startstop
0,2,frontend history server be manage separate component
1,2,empty content review step in add host wizard
0,2,mirror page redesign
1,2,padding config override property
1,2,issue class host component predicate configuration file do not work
1,2,class component base on restart indicator flood request history execution queue
0,2,storm update source file service to support storm
1,2,restart marker do not show sometimes in host page
1,2,add env component to component start
1,2,status command be not execute new service
1,2,alert restart maintenance element in host filter
1,2,component server unit test failure
1,2,service tab grow number call to update alert
1,2,request schedule status not update point in time execution request
0,2,storm install wizard add master component storm ui server drpc server class server
0,2,storm add storm ui server drpc server class server component config category
1,2,service restart all action cleanup
0,2,task timeout be configurable knob component
1,2,incorrect behavior save button in manage configuration group window
1,2,move version number stack to version number use python library
1,2,rename version number to version number in stack configuration file
1,2,slave class
1,2,class also clean tmphadoop
1,2,add relocate resource script to pom file
1,2,roll restart failure tolerance be percentage value
1,2,action configuration file be provide declarative resource read xml file
1,1,alert block show spinner if nagios not instal
1,2,host class
1,2,datanode data directory be not create correctly
1,2,component use repo download jdk number
1,2,misc code cleanup
1,2,delete config group host mapping break due to error introduce perf patch
0,2,variable max value not exceed number
1,2,remove property variable during upgrade
1,2,background operation dialog in weird state after exception
1,2,hdfs start fail on version number stack
1,2,number maximum number expression in list be number oracle db
1,2,add upgradestack support mysql
0,2,component version info be visible in ui
1,2,health status yellow lose heartbeat not show icon
1,2,bulk op restart on slave popup roll restart dialog
1,2,host register failure primaryagent os check on number
1,2,oozie server installation fail falcon be select
0,2,add ability to delete individual class class class class host detail page
1,2,alert count badge restart indicator issue
1,2,oos status component on host detail page make button big
0,2,refactor unit test host summary
1,2,bg operation popup js error encounter on click on host in progress state
1,2,falcon client install task show install rather falcon client install
0,2,job implement tez dag pagepanel
0,2,component check be enough disk space during installation
1,2,various issue relate to decommission support
1,2,upon restart component service status on source file page remain unchanged
1,2,host detail action pulldown like to hide
1,2,remove jcepolicy warning statement
1,2,add more master component styling be miss
1,2,host name go text icon
1,2,host detail client list disappear
1,2,medkiticon be shift place in host table in safari
1,2,exception on deploe step exception number
1,2,snn process alert display after ha enable successfully
1,2,user be not always redirect to login page unauthenticated
1,2,restart all fail client only component
1,2,route be incorrect after launch wizard
1,2,install wizard assign master select disabled
1,2,bulk op add supervisor to bulk op on host page
