type,priority,summary
1,1,Test lang/procedure.java fails with ibm1.5 jvm
1,1,Missing resets of isOnInsertRow state in net client when navigating away via other than ResultSet#next
1,2,Need to remove old copyright notice
1,2,Isolation level of local connection does not get reset after exiting a global transaction if the isolation level was changed using SQL
1,2,Identity column can be  created with wrong and very large start with value with  'J2RE 1.5.0 IBM Windows 32 build pwi32dev-20060412 (SR2)' with JIT on
0,1,messages_pt_BR.properties file  should not translate Network Server 'start' and 'shutdown' commands
1,1,lang/forupdate.sql fails with derbyclient in the 10.1 branch
1,2,ClientDriver ResultSetMetaData.isAutoIncrement(column) always returns false
1,2,Class-Path manifest entry for derby.jar is missing from the 10.2.0.2 snapshot
0,1,add  lang/grantrevoke.java to derbynetclientmats
0,1,File java/engine/org/apache/derby/loc/messages_en.properties - Message XSLAT.D
1,2,Interface changes introduced in Mustang build 86
1,2,Wrong results with query using LIKE and ESCAPE clause that includes '%'  '/'  and '_'
1,1,Message id J029 (CONN_RESTORE_FROM) does not have a matching message text
1,1,Typo in link to Simple Example from frameworks/readme.html
1,2,setEmbeddedCP.ksh and setNetworkCleitn.ksh does not work or gives wrong error message
1,1,Using -Djvmflags option causes NoClassDefFoundError
0,2,Add MessageBundleTest to build script to verify that there are no orphaned message ids
0,2,Network Server should flush the PrintWriter after console output
1,1,Correct instructions in demo html file demo/simple/example.html
0,2,Provide ALTER TABLE DROP COLUMN functionality
1,2,EmbeddedDriver does not implement PreparedStatement.setNull(int  int  String)
0,1,testSecMec needs many masters - should convert to junit
1,2,test run exits for _foundation run because unloadEmbeddedDriver uses driverManager  which isn't available.
1,1,'SQLBinary.readFromStream' can enter endless loop
0,2,Upgrade test needs to be enhanced to test grant revoke
0,1,Factor out type checks in EmbedResultSet and EmbedPreparedStatement
1,2,The Eclipse plug-in distributions (UI and Core zip files) do not contain the Apache license  copyright or notice files
1,2,Unexpected behavior on self privilege revocation
0,2,A  trigger should be dropped when a privilege required by the trigger is revoked.
1,1,Make test jdbc4/TestPreparedStatement run under the security manager
1,2,derbynet/testProtocol.java fails with security manager enabled
1,1,Derby JDBC 4.0 driver returns 3 for JDBC driver major version
0,1,enable more testcases in ConcurrencyTest
1,1,NullPointerException in UPDATE with COALESCE and subquery
1,1,Link 'Getting Started....' and 'Apache Derby Server ....' in demo.html needs to be linked to actual documents instead of manuals page
1,1,Network server fails with DRDAProtocolException if a BLOB with size 2147483647 is streamed from client
1,2,Scripts in frameworks direcotry needs to be revisted to set up CLASSPATH properly
1,1,test harness evaluates j9 2.2 jvm (a.k.a wctme5.7) as isJDBC4; does enthousiastic sed-ing
1,1,derbyrunjartest hangs with wctme5.7 & always uses j9_13; hangs with _foundation
1,1,new j9 canons required/canons need to be removed to catch up to changes to 7/27/06.
1,2,Test harness overrides heap size settings when starting Network Server
1,2,Lots of jdk1.6 regression test failures with diffs because of  SQL Exception instead of java.sql.SQLException
1,2,Sysinfo in 10.2  shows multiple entries if the derby jars reside in a directory with spaces in its name
1,2,Trigger action statement is not recompile when there is a change that would affect it.
1,2,NetConnection40 references an engine class  org.apache.derby.impl.jdbc.Util
0,2,A  'revoke execute ... restrict' should fail if there are dependent objects on the execute privilege
1,1,NPE when inserting values to a table that has a column declared as generated by default as identity
1,2,Create index on large tables fails with too many open files   FileNotFoundException.
0,1,Network Server should not send to client that it supports EUSRIDPWD when running against Sun JVM
1,2,Regression (wrong results): Join predicate can be ignored for left-most child in a chain of nested unions.
1,1,ConsistencyToken.hashCode() is not thread safe
1,2,jdbcapi/blobclob4BLOB.java fails under DerbyNet framework with JCC 2.6
1,2,Client driver does not use the query timeout value set using Statement.setQueryTimeout() for subsequent executions using the same statement object
1,2,derbynet/testProperties.java hangs
1,1,testSecMec.java fails with JCC 2.6 and JCC 2.8
0,1,Add more tests for Statement.setQueryTimeout method
0,2,Deprecate scripts in frameworks directory
1,1,huge single insert statements fail with JVM error due to size of generated method
1,2,Invoking Java stored procedure that contains GRANT or REVOKE statement with CONTAINS SQL should fail.
1,2,Manifest file doesn't contain OSGi attributes
1,2,The language and store systems treat a JVM error such as OutOfMemoryError differently leading to the raw store protocol violation errors
1,2,derbynet/testSecMec.java fails with NullPointerException (intermittent failure)
0,2,Implement Bracketed SQL comments (/*...*/ comments)
1,1,derbynet/testSecMec.java fails with ShutdownException in DerbyNetClient framework
1,2,XMLSERIALIZE operator doesn't follow SQL/XML spec in some areas when serializing a sequence.
1,1,remote server testing with 10.2 snapshot showed 8 failures
1,1,ERROR 42Z72: XML syntax error; missing keyword(s): 'AS'. - Misleading text
0,1,The database owner is incorrectly referred to as dba in the code comments that were checked in Derby 10.2 for grant revoke work. We should clean this up at some point.
1,2,Embedded ResultSet.getTimestamp on a TIME column returns a java.sql.Timestamp with a date portion that can be incorrect.
1,1,Client's ResultSet.getTime() on a SQL TIMESTAMP column loses the sub-second resolution and always has a milli-second value of zero.
1,2,Access rule violations should use a SQL state starting with '42' according to the SQL standard.
1,2,lang/procedureInTrigger.sql fails with wctme5.7 foundation with CNFE  java.sql.DriverManager and other exceptions.
1,1,sysinfo test fails with 'access denied (java.util.PropertyPermission java.class.path read)' when derbyclient.jar is first in classpath
1,1,Correct message SQL State 01006 to reflect that is being revoked - 'user' and update the Ref Manual
1,2,jdbcapi/blobclob4BLOB.java fails with JCC drivers
0,2,Create a script that allows users to easily update their Derby jars with the JDBC4 classes.
1,2,Tests lang/grantRevokeDDL.sql and lang/grantRevokeDDL2.sql fails on IBM WCTME 5.7 Foundation (jdkJ2ME Foundation Specification v1.0)
1,2,Assert failure in sane mode for queries that used to work in 10.1.2.1
1,1,largeDataTests/LobLimits master needs update for new exception names
1,1,The source distribution for 10.2.1.4 rc1 includes derby.log files
1,1,error 58009.C.19  refers to non-existent codepoint secktn - needs correcting
1,2,SQLSTATE 42X10 occurs when qualifying a column with a synonym in ORDER BY clause
1,2,10.2.1.5 source distribution is missing many files and includes some files that it should not.
1,2,The scripts under the /bin of the distribution does not have the executable permission
1,2,ALTER TABLE DROP COLUMN needs to update GRANTed column privileges
0,2,Bring STATUS file up to date
1,1,readme.html under frameworks does not mention about Derby client and some minor typos in example.html
0,2,Add re-encrytion  of database test cases to the upgrade test..
0,1,Make FOR EACH clause and MODE DB2SQL in CREATE TRIGGER statement optional
0,1,Remove stale code from the statement classes in the client driver
0,1,improve XSDG3 error to print container  actual i/o operation  and file name.
1,1,Routine parameter names displayed by dblook are not escaped.
1,2,Junit tests that require SQL authorization mode should use a different database to the default one.
0,1,Add Order Entry application/system/performance test/toolkit
0,1,Convert jdbc4/TestJDBC40Exception.java to JUnit
0,1,Convert jdbc4/TestDbMetaData.java to JUnit
1,1,Misleading stack traces for exceptions raised by the JDBC 4.0 embedded driver
0,1,Use a lower wait timeout in BlobClob4BlobTest
1,1,NullPointerException with LTRIM  RTRIM and 2-argument SUBSTR() call in GROUP BY clause.
1,2,ArrayIndexOutOfBoundsException for COALESCE with aggregate functions
1,1,NullPointerException in CREATE VIEW ... VALUES NULL;
1,1,jdbcapi.LobStreamsTest runs only in client (not embedded) but its suite() method gives no reason why.
1,1,Setting a login timeout in client driver can lead to query timeout
1,1,'set schema sys' followed by 'show tables' does not show tables in sys schema
0,1,provide checking tool to flag possible errors in message translations
1,2,Setting derby.database.classpath to contain installed jars causes the database to be unbootable when a Securitymanager is installed.
0,1,Make class org.apache.derby.iapi.store.raw.PageKey final
1,2,TestDataSourceFactory doesn't work correctly outside the old harness
1,2,LangScripts JUnit test fails in views.sql
1,2,JDBC.assertRowInResultSet compares the wrong value if using trimmed strings and a SMALLINT column exists.
0,1,Rewrite 'derbynet/SuicideOfStreaming' to a JUnit test
1,1,NullPointerException when two threads load sort factory concurrently
1,2,store/BootAllTest.junit fails on wctme5.7 foundation  on 10.2
1,1,After a Lexical Error due to syntax error      even a simple create table does not work  on the same connection.
0,2,Implement SSL/TLS communication between client and server
0,1,Let Clock embed a HashMap rather than inherit from Hashtable
1,1,Test files missing svn:eol-style
1,2,Intermittent failure in lang/compressTable.sql
0,1,Change some boundary checks in ArrayInputStream to ASSERTs to improve performance
0,2,Add long running System test for Derby
0,1,Replace Vectors and Hashtables with ArrayLists and HashMaps in RAMTransaction
0,1,Reduce use of synchronized collections in GenericLanguageConnectionContext
1,2,suites.All falls over with foundation after revision 482433; java.lang.NoClassFoundError: javax.xml.parsers.DocumentBuilderFactory
1,1,message XSDB8 and 42Y32 have references to db2j
1,2,Trigger recompilation problem when trigger action has its table not qualified with a schema
1,2,Nested triggers not working properly after maximum trigger count exception is thrown
0,1,Add performance tests to Derby using the junit perf framework
1,1,DROP PROCEDURE depends on SET SCHEMA
0,2,java/testing/README.htm needs to be updated with information on JUnit tests
1,2,Uncommitted transactions executed throught XAResource will held locks after the application terminates (or crashes during the transaction).
1,2,'show indexes in SCHEMANAME' does not work with the client driver
0,1,Let BasePage.fetchFieldFromSlot use the special single-col FetchDescriptor ctor
0,1,Test harness should support J2ME 1.1
1,1,compatibilitytest fails after DERBY-2121 change.
1,2,Assert during log file switch: log file position exceeded max log file size
1,1,DatabaseMetaData.getTypeInfo() does not list supported Derby SQL types correctly.
1,1,DatabaseMetaData.getTypeInfo returns incorrect MAXIMUM_SCALE value for DECIMAL and NUMERIC types
1,1,bad logic in jvm:guessWSHome() in old test harness affects j9 runs
0,1,AccessControlException when exiting junit.swingui.TestRunner
0,1,Add a generic utility tool to drive the Order Entry load phase.
1,1,Missing sql script: '/org/apache/derbyTesting/functionTests/tests/lang/altertableDropColumn.sql'
1,1,compatibility/testScript.xml should include 10.2.2 in the server/client combinations
0,1,Convert compatibility/testScript.xml to JUnit
1,2,org.apache.derbyTesting.functionTests.suites.All is extremely CPU intensive since ~svn 507489
1,2,Accessing a BLOB column twice in an INSERT trigger leads to errors in the value on-disk
1,2,Use of XML values in the action statement of a trigger throw exceptions.
1,2,ORDER BY with expression with distinct in the select list returns incorrect result
1,2,Unable to perform select query using DISTINCT on a read-only database
0,1,Code cleanups for the org.apache.derby.impl.store.access.* packages
1,1,Modify compatibility/testScript.xml to not run embedded/jvm1.3 case any more - not valid after r509863
1,2,EXISTS may return the wrong value for sub-queries involving set operations
1,2,Setting a default value for a VARCHAR column fails when column contains data
1,2,ParameterMappingTest fails due to ArrayIndexOutOfBoundsException  executing a procedure
1,1,XAResource.end does not set the XA transaction state correctly when the XAException is thrown
0,2,Provide collation sensitive subclasses for SQLChar  SQLVarchar  SQLLongvarchar and SQLClob which will use the passed Collator to do the collation rather than the default collation of UCS_BASIC
0,1,ejbql and floattypes in org.apache.derbyTesting.functionTests.tests.lang.LangScripts intermittently fails with 'expected: but was:<[-0.0]  '
1,2,Clob.Position returning wrong value when operating on Reader
1,1,File stream is left open when an exception occurs while setting up a character stream for data export.
1,2,org.apache.derby.impl.store.access.BackingStoreHashTableFromScan does not honor ResultSet holdability
1,1,'Invalid transaction state...' in jdbcapi.SetTransactionIsolationTest
1,1,DriverManager.getConnection leaks memory when connecting to a non-existent database
0,1,Convert syscat.sql to junit
0,1,Enhance Derby with EXPLAIN Functionality
1,1,Batch scripts in bin/ report extraneous errors when DERBY_HOME is invalid
1,2,Unclosed ResultSets choke JUnit lang _Suite on java 6
1,1,Network Client allows execution of callable statement when one of the parameters is not set
0,1,Convert lang/grantRevokeDDL and grantRevokeDDL2 to JUnit
1,2,Client does not return SQLException on XAConnection.getXAResource() on a closed connection  Embedded does
0,2,Make Locale available in DataValueFactory(DVF). This Locale object will be used to construct Collator object if the user has requested territory based collation.
1,2,testVirtualMemoryHeap junit test fails with 'Virtual memory heap test failed! Got unexpected value. expected: but was:'
1,2,Code paths for db restore do not use doPrivileged-calls  causing SecurityException
1,2,Missing asserts in ProcedureInTriggerTest
1,2,ContextService.notifyAllActiveThreads()  and network server code need a privileged block around the calls to Thread.interrupt()
0,2,Create a utility which generates Release Notes
0,1,AssertFailure class should use JDK's built-in chaining of exceptions
0,2,At code generation time  look at collation type to determine what kind of DVD should get generated for character types.
1,1,Wrong description of IndexName field in public JavaDoc for LockTable
1,1,TIMESTAMP value is truncated  when return to client
0,1,Derby should print the parameters to failed statements to the derby.log when it logs the error
1,1,DatabaseMetaData is not consistent about throwing SqlException when tablename=null
1,1,Queries in metadata.properties allow tablepattern for JDBC methods that do not allow patterns
1,2,upgrade test incorrectly tries to test in place compress in 10.0 release.
1,2,intermittent network startup related errors in running junit nightly test suite
0,1,Expose existing auto-generated key functionality through more JDBC APIs in embedded mode.
1,1,upgrade tests fail through BlobStoredProcedureTest and ClobStoredProcedureTest with JSR169
0,1,Convert lang/dynamicLikeOptimization.sql to JUnit
1,2,upgrade test failures with weme 6.1.
0,2,Convert jdbcapi/parameterMetaDataJdbc30.java to JUnit
1,2,Errors/messages early in starting the network server through NetworkServerControl.start() are not reported to the PrintWriter passed into start().
0,2,performance of like in territory based collation databases may be improved by changing way collation elements are calculated.
1,2,If large clob is updated after Reader. the reader continues to point to old data
1,2,Ensure that a temporary file is not created for a lob obtained from resultset unless user updates it.
0,2,Implement not implemented Embedded methods Blob.getBinaryStream(long pos  long length) and Clob. getCharacterStream(long pos  long length)
1,2,LIKE parameter marker combined with index multi-probing leads to ASSERT failure with sane jars  wrong results with insane jars.
1,1,jdbcapi/metadata.java and jdbcapi/odbc_metadata.java fail because of new procedure SYSCS_UTIL SYSCS_GET_USER_ACCESS
1,1,testLoadJavaClassIndirectly & als fails on JVM 1.4 with 'Unexpected SQL state. expected: but was:'  'Jar file 'MY_JAVA' already exists in Schema 'EMC''
1,1,org.apache.derby.impl.drda.DDMWriter might swallow unexpected exceptions
1,2,Client connections should not fail if permission is not granted to read derby.client.traceLevel  and derby.client.traceDirectory
1,1,testBlobAfterCommit(....jdbcapi.BlobClob4BlobTest) fails with 'Unexpected SQL state. expected: but was:'
1,1,ij 'describe' built in command cannot describe a table named 'run'
1,2,make entry for clob in connection so that temporary file is removed when a connection is closed or transaction is commited/rolledback
1,2,DatabaseMetaData .locatorsUpdateCopy() should return true
1,2,Obscure error messages when using SSL in various combinations
1,1,ASSERT failure with sane build if DISTINCT and ORDER BY are present in a query that selects from a diagnostic table function.
1,2,calling getByteLength on org.apache.derby.impl.jdbc.StoreStreamClob makes BinaryStream  fetched before this call  unusable
1,2,Assessing blob (when its linked to DVD stream  ie large blob) corrupts stream fetched prior to this access.
1,1,ij doesn't start with J2ME / JSR169 / weme6.1 because attempting to find java.sql.Driver if ij.protocol property is specified
1,1,Error messages for deadlocks contain less information than in 10.2
0,2,Rewrite ClobUpdatableReader constructors
0,1,Improve error reporting  fix whitespace/formatting issues and replace tabs in UTF8Reader
0,1,Rename ClobStreamControl to TemporaryClob
1,2,ParameterMetaDataJdbc30 fails for weme6.1  which prevents rest of suites.All from completing.
1,1,BUILDING.txt doesn't mention junit.jar in list of jars installed in tools/java
1,1,iepnegativetests_ES.sql fails: new canon needed?
1,2,NetworkServer not accepting connections with default security manager on Ipv6 machines
1,2,CREATE TABLE AS  does not maintain the collation for character types.
1,2,Wrong connection object used in EmbedConnection.clearLOBMapping()
1,2,Closing a resultset after retrieving a large > 32665 bytes value with Network Server does not release locks
1,2,INSERT and UPDATES succeed when permission has not been granted.
1,1,AS IDENTITY (START WITH -9223372036854775808) fails
1,2,SimpleStringOperatorNode in it's bindExpression method generates a character string CAST if required but does not set the correct collation.
0,1,Implement a buffer manager using java.util.concurrent classes
1,1,DDMReader.readLengthAndCodePoint() decodes long integer incorrectly
1,2,ERROR 22011: The second or third argument of the SUBSTR function is out of range   with data concatenation in group by query.
1,2,In soft upgrade mode  the metadata queries do not get compiled in SYS schema. This will cause problems in future releases of Derby.
1,2,BatchUpdateTest.testAssociatedParams test fails with collation with exception: Java exception: 'ASSERT FAILED type of inserted column[0] = org.apache.derby.iapi.types.CollatorSQLChartype of template column[0] = org.apache.derby.iapi.types.SQLChar:
1,2,ERROR 42ZA2 creating table with check constraint with literal comparison
1,2,TriggerTest.testTypesINActionStatement fails with 'ASSERT FAILED col1.getClass() (class org.apache.derby.iapi.types.SQLClob) expected to be the same as col2.getClass() (class org.apache.derby.iapi.types.CollatorSQLClob)
1,2,rs.moveToInsertRow() causes loss of connection with TERRITORY_BASED collation.
0,2,Convert jdbcapi/prepStamtNull.java to JUnit
1,2,The ResultSet returned by DatabaseMetaData.getFunctions() does not contain a required column named FUNCTION_TYPE.
1,2,Query involving CASE statement significantly slower in 10.3.1.4 than in 10.2.2.0
1,2,Insert into table with constraints fails if the table name is 'indicator' (or any other SQL keyword)
1,2,Index split deadlock
1,2,getBinaryStream returns incorrect result (truncated value) if underlying blob is deleted
1,2,iepnegativetests_ES.diff fails with J2ME Foundation
0,2,convert lang/lockTable.sql to Junit
1,2,CollationTest fails with 'Unexpected row count: expected: but was:' when Xalan 2.7 jars are in classpath
1,2,java.lang.ClassCastException returning null from a case statement  in subquery
1,2,select query results in nullpointer exception in skipScan()
1,2,'Schema  does not exist' when constraint used in table definition
