type,priority,summary
0,1,Document - File component when its using file or directory names
1,1,Javadoc - improve summaries etc
1,2,IntrumentationProcessor does properly record processing time
1,2,camel-cxf component not propagating context data
0,2,XsltBuilder synchronizes on process method making performance bad on XSLTs
0,2,The spi package should not depend on the processor package
1,2,NPE from came:run with below route codes
1,1,File component - noop does not lock the file during processing
1,2,camel-spring is dependent on spring-aop
1,2,Multicast default excecutor do not create the enough thread for parallel processing
1,1,CamelTemplate should clear endpoint cache when stopping
0,1,JMX Instrumentation - PerformanceCounter - total processed
1,1,[patch] Make sure streams get closed
1,2,Missing compile step in example readmes
0,1,[patch] postpone creating browsing strategy until and only if its needed
0,2,Change the JMX default connetor's URL to avoid the confilict with the ActiveMQ or ServiceMix JMX default connector
0,2,Headers should be modifiable using velocity templates
1,2,ResequencerType.createProcessor could throw NPE as stream config does not get initialized.
0,2,File component - file rename pattern to support patterns such as date time etc.
0,2,JMX Instrumentation - PerformanceCounter - last processed timestamp when failed
1,2,DeadLetterChannel default redelivery policy eclipsed expected transactional behaviour in a transacted route
1,2,ResolverUtil can't resolve converter annotations in WebSphere 6.1
1,2,jms aggregation does not work
1,2,camel-cxf example build.xml is out of date
1,2,Bean method lost when sending a message from one JMS queue to another
0,2,Component documentation - needs overhaul  check for missing options  add more samples java/spring  etc
0,2,create a TransactionErrorHandler so you can easily  use a transaction & rollback on a route - with redeliveryDelay to just fail the route if it can't be processed
0,1,Transactional Client - Setting Spring Policy is a bit cumbersome in the XML
0,2,Upgrade Geronimo specs to 1.1.1 when available
1,2,CXF - Feedback from Eduard on problems with CXF over JMS
1,2,process method of should check ExchnagePAttern before setting out
1,2,ProducerTemplate doenst honor exchange pattern when it extracts the result
1,2,transform() doesnt propogate headers
1,1,JMX Instrumentation - Nodeid can be null
0,2,CXF - Easier use for end-user to retreive POJO data
1,2,FileProducer - consumes file instead of producing!
0,2,Change default DeadLetterChannel strategy in Camel
0,1,Log component should use ExchangeFormatter for formatting log output
0,2,CXF - wrapper/unwrapper - camel-cxf should be smarter
1,2,Exception on using WS-Addressing with Apache Camel as Transport
1,2,Propagated CXF header's value should not include quotes
0,1,JMX Instrumentation - check for already registered before registering
1,2,When getContext().addInterceptorStrategy(new Tracer());  is added in a RouteBuilder class  then the timer component does not work
1,2,After the downloading process  the layout of the remote file system doesn't match the local's one
0,2,Camel transport should set the content type property into the camel message header
1,2,CamelConduit's should check the TargetReference when create its instance
1,2,xpath expression with $header and the header doesnt exist on the in message results in NPE
1,2,AMQP Tests are disabled
1,2,CamelContext's setErrorHandler is not effect when the jmx agent is disabled
1,2,InstrumentationProcessor should catch Throwable
1,2,Pipeline with thread() processor also redelivers following the default policy independently from the preset  errorhadling
1,2,MinaConsumerTest failure
1,2,HttpProducer premature out message creation
1,2,delayer pattern doesn't work in Spring DSL
0,2,support to set the loadBalancerStrategy before the outputs
1,2,Should preserve the exchange type in the routing slip
0,2,File component - write to temp file and rename to real name startegy
1,2,Trailing slash missing in SftpConsumer
0,1,Type Converter - if not possible to convert LOG a WARN
0,2,mina should be exchange pattern agnostic
1,2,Current mina component can't tansfer the exchange fault message body
0,2,splitter() should support batch for processing large files
0,2,Access HttpRequest Params from exchange.in.header
1,1,camel-mina - codec options should fail if not possible to find i registry
1,2,SftpEndpoint ignores custom ssh port
1,2,element should not require contextPath attribute
1,2,The should throw the exception if there is some thing wrong with  type attribute
1,2,JmsProducer - option requestTimeout isn't configured properly
1,2,camel-cxf component is not passing request context through correctly
1,2,file component consumer.regexPattern does not work as expected (matching is applied not only to file  but also to directory)
1,2,Remove deps on persistence-api jar  non compliant with the spec
0,1,tracer - option to disable interceptors
0,2,Manage non-singleton endpoints in the CamelContext
1,2,camel-spring/rest does not build on HP-UX
1,2,Inconsistency in recipient list documentation?
0,2,JMS InOut operations should default to non transacted even if the JMS component or endpoint defaults to transacted; as typically RPCs over JMS are not transacted
0,2,loggingErrorHandler should default to ERROR and LoggingErrorHandlerBuilder should operate as a builder
1,2,CamelContext.setRoutes() documentation is misleading
1,2,createConnector attribute for CamelJMXAgentType should default to 'true'
1,2,TypeConverter Exception is thrown in the latest build of camel
0,1,camel-mail - type converter to InputStream
0,2,FileLanguage - to support constant expressions
1,2,BeanInfo - should consider overridden methods when selecting method from operations list
0,1,bean binding - annotation to get the exception from exchange
0,2,Maven goal camel:dot should use overridden  when specified
1,2,Component spring 'event' is not auto registered by Camel. Add a Event file in the folder META-INF/services/org/apache/camel/compoment of camel-spring
0,2,Http producer should be smarter to select correct GET or POST method
0,2,Quartz support should allow stateful jobs
0,2,camel http Uri from the message header
1,2,camel:dot - pipeline is drawn as a multicast
0,2,Add ability to configure log level on exceptions from DLC retry mechanism
0,2,Add support to tracer for logging out messages
0,2,Passive mode
1,2,spring integration xsd change breaks component
1,2,XQuery creates an empty out message that makes it impossible to chain more processors behind it
1,1,PipelineConcurrentTest.java fails randomly
1,2,org.apache.camel.Message - hasAttachments is buggy
1,2,.unmarshal(new JaxbDataFormat('com.foo.bar')) returning JAXBElement
0,2,Remove specialized Exchange and make DefaultExchange final to pave the road for optimization by reducing exchange copies
1,2,Can't get the soap header when the camel-cxf endpoint working in the PAYLOAD data fromat
1,2,ThroughputLogger incorrectly reports duration 0
1,2,jetty endpoints ignore host specified in URI and expose an endpoint on all interfaces
1,2,camel-jetty - Exchange failures should not be returned as 200
1,2,Delayer not working as expected.
0,2,Spring DSL - redeliveryPolicy element should have ref attribute
1,2,camel-http - does not remove httpClient.xxx URI options
1,2,ParallelProcessing and executor flags are ignored in Multicast processor
1,2,Camel should propagate exception cause in InOnly scenarios
1,2,CxfExchange does not copy unit of work and thus its null and thus NPE is thrown
1,2,camel-mina adds two versions of slf4j on the classpath
1,2,The Mina VM protocol is not recognising codec and other options
1,1,camel-velocity - log4j is needed at runtime
0,2,File component - exclusive read lock strategy using renaming
1,1,MockEndpoint - sleep for empty test doesnt work
1,2,Throttler appears to 'throttle' per thread instead of throttling across multiple threads
1,1,@EndpointInject can not lookup bean if endpoint is defined directly as a consumer (from)
1,2,ConcurrentModificationException when stop the camel-osgi bundle
0,2,camel-xmpp to work with google chat
0,1,camel-restlet security extension
0,2,Improve JMS header name endocing/decoding strategy
1,2,Pipeline could change the MEP unintended
0,1,Tracer - allow configuration of fixed size of leading breadcrum or let it be variable sized
0,2,file consumer - support expression for setting the folder/file to consume
1,2,SFTP : Polling - Cannot list directory Error
0,1,camel-cxf: URI option for serviceClass does not support lookup in registry
1,1,Starting Camel using Main from camel:run or Main.class - countdown latch is hanging
1,2,Can only interact with servicemix-http if logging is at DEBUG
1,1,Jetty HTTP SelectChannelConnector is not closed when CamelContext is stopped
1,2,Apache camel example reportincident dependency removed from pom.xml
1,2,SQL component doesn't handle wrong number of parameters
1,2,camel-ftp : uri set on endpoint has stripped all parameters  that is wrong as they should be there as well
0,2,Seda component should configure its executor
1,2,Two more NullPointerExceptions when context classloader is null
0,2,The xpath expression evaluations should rest the cached stream
0,2,Add regexReplaceAll to builder support
1,2,EndpointMessageListener should respect ExchangePattern
0,2,@Header should have a value default so you do not have to set the name attribute
1,2,ExchangeHelper should respect ExchangePattern.InOptionalOut
1,2,JaxbDataFormat is not thread-safe
0,2,Camel-quartz - improve setting of cron expression to be more cron like
1,2,File component - better support for absolute path
1,2,CamelContext - Add ClassResolver to be used when you need to load a class instead of ObjectHelper.loadClass to work in OSGi environments
1,2,Can not load the QueueBrowserStrategy in OSGI environment
1,2,JMSMessage vanishes attachments
1,2,StreamCache causes to many type converters not possible
0,2,Bean component - improve method selection logic for overloaded methods
1,2,unmarshaling of data always send the last occurence of the stream
1,2,Unable to resolve scripting languages in OSGi environment
0,1,IdempotentConsumer - should only add to repository after processing  so we know the processing was a success
1,2,A request route with a topic node incurs a 20 second wait and refers to the wrong MEP.
1,2,JMX instrumentation - will add DeadLetterChannel even if you have defined to use NoErrorHandler
0,1,Added a Spring configuration in the camel-example-reportincident
1,2,JMS - Sending a message with jmsTemplate102=true fails
1,2,Allow parementer append for jms bindings with no endpoint
1,2,JmsPollingConsumer - receive does not work
0,2,Bean component should propagate headers
0,2,javax.xml.transform.Source and StreamSource wrapped should be easier to route with JMS
1,1,HTTP_URI and HTTP_PATH message headers not concatenated when sending messages to http endpoint
1,2,deploy the CamelContext with velocity endpoint into the Servicemix 4.0 will get the  NoClassDefFoundError
1,1,Recursively scan multipart nodes of an email for attachments - not just top level nodes
0,2,Allow sending multipart/alternative MIME messages with both a plain-text and text/html body  and allow sending images inline
0,2,http component - allow failed responses to be returned on the exchange instead of HttpOperationsFailedException
0,2,Upgrade camel-http to use httpclient 4.0
0,2,Apply removeHeader also to the underying JMS message delegate
1,2,ErrorHandler to be wrapped at every node incl children
1,2,Converting from stream/reader to string changes line breaks other than '/n'
1,2,ClassCastException when using camel-cxf and camel-jms in the InOut same flow
1,2,SFTP GenericFileProducer.createFileName produces OS normalized file name  that doesn't work with SFTP
1,2,camel-cxf producer loses the content-type
0,2,Clean up  the CamelTransportConstants.CONTENT_TYPE
1,2,Warning 'Disabling JMSReplyTo as this Exchange is not OUT capable' on false positives in JBossAS5
1,2,Race condition in IdempotentConsumer
0,2,Clean up the CamelNamespaceHandler
0,1,CAMEL-HTTP should copy system proxy settings
0,1,Enrich DSL - Add fluent builder for using default aggregation strategy
1,2,JMS-Headers are ignored in Producer
1,2,Java DSL for multicast  split  aggregate does not use block explicit
0,2,DefaultErrorHandler - add support for redelivery
1,2,Simple language support for AND / OR to concat multiple expressions fails if string constants are enclosed in single quotation marks
0,2,Remove cycle between model and util
1,2,bean component should thrown NoTypeConverterException when bean parameter binding cannot convert to method signature type
0,2,Better logging at startup if Camel uses camel-osgi or not
1,1,camel-example-etl - bug in sample about type converter
1,2,camel-cxf defaultHeaderFilterStrategy doesn't filter the Camel releates headers
0,2,ScheduledPollConsumer - Should not throw polled exception on stop
0,1,Validator component to use SaxSource internally
1,2,SpringCamelContext will get into endless loop of calling start method if the route service calling the ApplicationContext refresh method in it's initial method
1,2,Failover load balancer - should prepare exchange before failover
1,2,Unable to read post params from request
1,2,Camel builds should not use platform specific encoding
1,2,License for One-JAR classes not included in camel-example-spring one-jar artifact. Also apache legal files missing
0,2,Upgrade maven build to use apache 6 pom and related features.
0,1,camel-file - consumer  starting directory should validate that its configured properly eg not containing dynamic expressions etc
0,2,camel-jms - allow a header like JMSDestination to override the destination to send to
1,1,camel-irc parsing of channel name and parameters is incorrect
1,2,CustomerServicesWsAddressingTest hangs sometimes
1,2,camel-jms - wrong defaults causes message listener to use new thread when receiving a message
0,2,EventDrivenConsumer - Wait starting them until all other processors / routes have been started
0,1,FTP component - add option to specify retry login attempts
0,2,file component - markerFile read lock - do not use nio FileLock
0,2,Cleanup unnecessary copy related methods in Exchange
1,2,jaxb prettyPrint does not work
1,2,camel-ftp - Recover from lost connection issue
1,1,camel-web can't process the endpoint with '://' schema  like /endpoints/mock://results
1,2,CachedOutputStream not cleaning up tmp files when using file based caching
1,2,Route JMX attributes not being updated
0,1,Provide a flag to avoid mapping a JMS message to it's actual type
1,2,camel-cxf bundle doesn't specify any Import-Package version
1,2,NPE thrown when DEBUG logging on
1,2,JmsKeyFormatStrategy not used consistently and JmsMessage.getHeader() not returning correct value
0,1,camel-mail - Add option to ignore unsupported charset and fallback to platform default instead
0,1,camel-jms - DefaultJmsKeyFormatStrategy should replace . with _DOT_ to avoid conflicting with end user using _
1,2,template   consumerTemplate  service  proxy can't be set with right camel context if there are more than one camel context in the spring application context
1,1,Bean component - invokes onMessage from javax.jms.MessageListener even though a specific method name have been provided
0,1,camel-irc consumer only listens to messages on a channel and ignores direct messages
0,1,XMPP producer and consumer don't share the same connection and Chat objects
0,1,camel-file - Consume and pollEnrich another file should work transparent
1,2,Xmpp consumer stops consuming after some time
1,2,Unit test failures on Windows in 2.0.0 release
1,2,HTTP component throwing IllegalArgumentException in M3 release while bridging between jetty and http
0,1,XmppBinding will add non-serializeable header values to the outgoing xmpp message
1,2,Unit test failure in Windows for StreamCache. Temp file is not deleted
0,1,Revamped IRC component event adapter logging
1,2,ServiceSupport - incorrect state after restart
0,1,Add server name to logging event adapter
0,2,camel-jms consumer endpoint should allow properties such as maxConcurrentConsumers and concurrentConsumers to be managed via JMX
0,1,Exchange - getIn and getOut with expected type parameter
0,1,camel-irc should handle onReply callbacks
1,2,Graceful shutdown problem
0,2,Restarting JmsConsumer should pickup configuration changes
0,2,Better OSGi metadata to allow deploying multiple camel versions in the same OSGi framework
0,1,Spring DSL - errorHandlerRef should only be support on camel context or route
1,2,camel-jpa exports the org.apache.camel.processor.interceptor which leads to a split package
1,2,NPE when the bundle is camel-osgi bundle is inactive
0,1,DataSet - Add initial delay with a default of 1 sec
1,1,XmppMessages don't get converted to strings
1,2,Improper configuration of MINA connector and acceptor instances; Better producer
1,2,Camel Bean component should not remember the last called method name if the bean's method name is not explicitly specified.
0,1,DeadLetterChannel - Should pre check the endpointUri is valid and report failure on startup
1,2,Redundant interceptions when using interceptSendToEndpoint
1,2,Dynamic Recipient List - Comma is always delimiter even if custom specified
1,1,camel-mail - extracting mails with headers using multi values inserts duplicates
0,1,camel-jpa - JpaProducer should mandate body instead of creating a new empty instance
1,1,http polling consumer does not support timeout
1,2,velocity endpoint should not remember the last used template uri
0,1,CamelContext should support autoStartup
1,2,Support Issue: Routing a TextMessage from a  to a JMS queue
0,1,@Bean - Add method to the annotation so you can configure the method name
1,1,camel-jms - Sending Object message should fail if payload cannot be converted to serializable
1,2,The converter's MandatoryConvert method doesn't throw the exception when the value is null
1,2,Some methods of SftpOperations create streams that are never closed
1,2,Type converter - Should respect Future ExecutionException as not failed to convert but some other error
1,2,RSS Component - parameter filtering not working
0,2,Workaround for UnsupportedEncodingException
1,2,FTP Component issue with tempPrefix or tempFileName
1,1,ActivityMonitorEngine uses ?1 parameters in JPAQL  which don't work with (at least) the hibernate JPA provider.
1,1,ftp uploads can fail: File operation failed:  Connection closed without indication.. Code: 421
1,1,Logger logs INFO level messages at DEBUG level
0,2,UnitOfWorkProcessor - Should wrap more EIPs such as Aggregator  Splitter  RecipientList on their child routes
0,2,Remove dependency on spring core in PatternBasedPackageScanFilter
0,1,TryProcessor - Do not use local copy Exchange in doCatch
1,2,camel-cxf - Empty body causes http error 500 even for GET when using cxfbean
1,2,JcrProducer node creation throws javax.jcr.PathNotFoundException when using exchange ID as node name
0,1,Improvment in example archtypes
0,2,RestletProducer should support native async request/response semantics
0,2,camel-cxf - CxfProducer should check parameters more strictly to ensure we have the number of parameters required
1,1,RedeliveryPolicy - Setting delay > maxDelay should should also set max value
0,2,When the 'from' endpoint is improperly set  it can be very hard to work out why/where
1,2,CaseInsensitiveMap should be serializable
0,1,camel-jdbc - Allow properties to be set on Statement such as fetchSize  maxRows etc
1,2,camel-bean - Classes enhanced by CGLIB should skip cglib methods
1,1,Mock component - expectedBodiesReceived(List) does not work as expected
1,2,Exception during mail connection requires folder to be reset
0,2,file producer - NIO transferTo 2gb bug in jdk
1,2,Improper ordering of MINA filters
0,2,Ridiculously long release time due to the javadoc plugin
1,2,Routing slip does not stop when Exchange is failed
1,2,camel-example-etl throw error when running it.
1,1,doCatch() - Without any exception given should report that as a problem
0,1,seda component - Support no timeout for task to complete using timeout 0 or negative
1,2,RejectedExecutionException after restarting camel context
0,1,ExceptionHandler - Let it be able to log additional information such as a custom message or current exchange
1,2,GroupedExchange in Aggregator is not working correctly
0,2,StrictHostKeyChecking Url Option
0,1,UnitOfWork - Must be done in finally to ensure even when java.lang.Error is thrown fore reliable shutdown
1,1,camel-bindy dataformat KeyValue DSL can't work
1,1,camel-cache - Missing some classes in .jar
1,1,JDBC component doesn't preserve headers
1,1,The NP check of the remote service is wrong in CamelServiceExporter
0,1,The  in Spring XML should support using serviceRef to lookup a reference for an endpoint
0,1,package will log WARN that you should use packageScan instead. We should keep both options so remove the WARN
0,1,MailConsumer should log exception in processRollback
0,1,EventNotifier - Make it easy to ignore unwanted event categories
0,1,camel-jdbc - Add option to select between JDBC 4 or 3 column label / name semantics
0,1,Keep the lastModified timestamp when writing a file
1,2,Remove sample caches from Camel Cache component
0,1,Bean Expression for Non Registry beans can't reference an instance
0,2,Let ExpressionClause be reusable by other builders which are not route based
0,2,camel-bean - CGLIB proxied classed having trouble using annotated bean bindings
0,2,Remove some dependencies
0,1,DefaultTypeConverterRegistry - Let it load upfront
1,2,file component - Using fileName option should better detect constant vs dynamic name
0,2,DefaultCamelContext starts route services out of order
0,1,Mock component - expected header and property should output the name that fails
1,2,BeanProcessor - Should differentiate between void and method returning null values
1,2,cxfbean should  propagate CONTENT_TYPE for other camel component to use
1,2,HttpHeaderFilterStrategy dosn't filters out 'Cache-Control'  'Connection'  'Pragma'  'Trailer'  'Transfer-Encoding'  'Upgrade'  'Via' and 'Warning' in method applyFilterToCamelHeaders
1,1,WARNING log of JmsTemporaryTopicEndpoint   JmsTemporaryQueueEndpoint don't have the ManagedResource annotation
1,1,HttpHeaderFilterStrategy should filter the HTTP 'Date' header when applyFilterToCamelHeaders is called
0,1,seda endpoint - Let it be easily to configure size option to use an unbounded queue
1,1,Camel Velocity: change the case of all fields properties Header
1,1,Camel Freemarker: change the case of all fields properties Header
0,1,NotifyBuilder - add reset method
1,1,DefaultCamelContext throws NPE in start() for route with no destination
0,1,PollingConsumerPollStrategy - Should support boolean on begin to support skipping polling
1,2,karaf features.xml  should use servicemix commons-pool bundle
0,1,SedaConsumer - Add check to limit the concurrentConsumer to < 1000 to prevent mistypes
1,2,should use servicemix jaxws 2.1 spec bundle but not the geronimo one
1,2,ConsumerTemplate don't support the jms uri with selector
0,2,Batch Resequencer issues with JMSPriority
1,2,async route not working with Mina
1,2,IndexOutOfBoundsException occur in UnsafeUriCharactersEncoder.class
1,2,camel-http component should set Transfer-Encoding as chunked header for response message when checkChunked is true
0,1,Allow recipientList to be used inside a CBR using Java DSL
1,2,CXFRS Routing in 2.2.0 does not behave like in 2.0.0
0,2,Graceful shutdown - Add option to shutdown routes in reverse order as they were started
0,2,support get operation for cache
0,1,Make use of testing mocks of the the GAE SDK
1,1,Invocation of hasNext() on org.apache.camel.util.ObjectHelper.createIterator(...).new Iterator() {...} return different results
1,1,Aggregator - Completion by batch consumer should trigger completion for the batch group if multiple correlation keys was used
1,2,IOException: Bad file descriptor and FileNotFoundException
1,1,Inconsistency between IntrospectionSupport.getProperties() and IntrospectionSupport.getProperty()
0,1,Aggregator - Add option to specify if completionInterval to have interval based completion
1,2,DefaultPackageScanClassResolver can't read entries in an eclipse rcp app because it can't handle bundleresource - protocol
0,1,XPath - Add type converters from the pesky XPath types to String  InputStream etc.
0,2,Smpp component schedule delivery time should default to null
1,2,HttpEntityConverter should not create a InputStreamEntity by using the GZIPHelper.toGZIPInputStream()
0,2,camel-spring - Spring 3.0.x - Add depends-on in the namespace handler to make it easy for end users to use Spring and Camel without considering ordering of their beans
1,2,cxfbean component should ignore the wsdlLocation in the POJO
0,2,RoutingSlip - Let it be expression based
1,2,File name lost when it starts with the same characters as the relative directory on the endpoint
1,2,Incomplete cleanup of jmx mbeans after context stop
0,2,Camel-bindy should be able to process fix length records
0,2,SendProcessor - When a route is started it should be able to warmup the Producer
1,2,HttpProducer should not sending the Http headers with low case
1,1,AggregationStrategy returning null causes NPE
1,2,camel-cxf feature doesn't include all cxf needs bundles
1,2,VM endpoints with same name do not communicate if args don't match
1,2,MailBinding can't handle the subject header with NO_ASCII code rightly.
0,1,OnCompletion - Let it be executed last so the internal on completions can be executed beforehand
1,1,Bindy - No @Section causes a null key being generated which causes a NumberFormatException
1,2,Escaped characters in http4 URLs do not work
0,1,ManagementAgent should expose getter/setters for the JMX settings so you can set it easily from Java
1,2,Aggregation raises NullPointerException if last file in batch is not to be aggregated.
0,2,Graceful shutdown - Add option to shutdown manually added/started routes
1,2,It is impossible to put # sign in SQL statement in camel-sql
1,2,camel-castor relies on specific  out of date version of Castor
1,1,camel-ftp - SFTP in fileExists should handle exception being thrown with id code stating no such file
1,2,Deadlock in org.apache.camel.util.DefaultTimeoutMap
0,2,Support for Binary Files in HttpProducer
0,2,CsvDataFromat delimiter should also be configurable in the XML/Spring DSL
0,1,Thread Name Syntax - Do not output endpoint parameters to be less verbose
1,2,No consumers available on 'direct://xyz' endpoint
1,2,convertBodyTo should handle null bodies
0,1,Redelivery policy's retryUntil option should be renamed as retryWhile
0,2,URIs for viewing a route as a language clashes with any other possible sub resource for routes (such as status)
0,2,remove ugly warnings running tests since upgrading to jetty 7
0,2,update camel-http and camel-cxf features to use Commons Codec 1.4
1,2,Oracle AQ does not support the JMSReplyTo property and therefore throws a 'JMS-102: Feature not supported' exception when the JMS provider tries to get it.
0,2,more eager validation of routes
0,2,Use  forkMode=once for the surefire plugin to significantly speed up tests
0,1,Injecting Properties into the PropertiesComponent with Spring
1,2,Broken failure reporting via DefaultProucerTemplate.asyncCallback and Synchronization.onFailure
1,2,StreamProducer does not close stream in camel-stream
1,2,org.apache.camel.component.test package is imported in camel-spring component - generates error on OSGI platform
1,2,java.util.ConcurrentModificationException in Method org.apache.camel.util.CaseInsensitiveMap.putAll()
0,1,Upgrade to JCR 2.x
0,1,Upgrade to HawtDB 1.2
0,1,When polling consumers is shutdown  do less verbose logging for rollback strategies
0,2,JmsProducer should support non blocking routing engine
1,2,onException not working correctly when using routeContext
1,2,java.net.SocketException: Too many open files with Apache Camel(Netty TCP) 2.4.0.
1,1,FtpComponent: If login fails and disconnect=true another connection is opened.
1,2,camel-jpa doesn't use EntityManager.merge(entity) in the right way
0,1,DefaultHttpBinding's populateRequestParameters should be more flexible when checking the content type on POST
1,2,IllegalStateException in CamelContinuationServlet under heavy load
0,1,Add removeEndpoints to CamelContext
0,2,Enable the deletion of routes via REST in camel-web
0,2,Adding routes straight from XML should have Camel prepare the RouteDefintion as its done like in camel-spring
0,1,Velocity - Let it be able to load resources from both classpath and file system out of the box
0,2,provide an optional interface Endpoints can provide to generate a simple String ID which can be used within the class loader to make JMX / REST APIs simpler to avoid having to encode large URIs
1,2,Flatpack component : unable to set the delimiter parameter in spring config file
1,2,JettyHttpComponent.doStop() shuts down all servers in the VM  not just those associated with the component
0,1,Archetype for creating component should have better sample component
1,2,RouteBuilderRef should work out of the box with Spring 3 and dependency injection
1,1,Out of Heap memory issues with Camel-File processing large files
0,2,Simple language - Allow unlimited usage of and or operators in expression
1,2,Cache Component needs to check for null values during GET operations
1,2,netty timeout exception
1,2,BeanConveter didn't try to covert the bean invocation argument rightly
1,2,QuartzEndpoint does not set the job name properly
1,2,@QueryParam doesn't work for CxfBeans
1,1,hawtdb - Should work in OSGi
1,1,Splitter EIP - The sub exchanges should not contains on completions from original Exchange
0,2,Performance/scalability issue for converter lookup
1,1,polling of feeds in FeedEntryPollingConsumer is broken.
1,1,Using $ in endpoint uri causes thread name parser to fail
0,2,Support user-defined shutdown timeout for CamelTestSupport
1,2,cxfbean creates another instance of the class instead of directly using the referenced bean
0,1,Use ActiveMQUuidGenerator as the default uuid generator as its faster than the JDK UUID generator
0,1,Context-sensitive setting of default UuidGenerator
1,1,Route autoStartup configurable through Property
1,2,OsgiDefaultCamelContext.getTypeConverterRegistry() returns null
1,2,camel-ftp: fileExist=Fail not honored when producer works in FTP root path
0,1,Aggregator EIP - Add option to ignore timeout completed
0,1,Add alternative start token for simple language to avoid clash with Spring PropertyPlaceholder
1,1,camel-ftp - Setting password and username using UserInfo on uri does not work
1,2,Confusing IllegalArgumentException when address attribute isn't specified on CXF endpoint.
1,2,Concurrent consumers on seda endpoint can cause content routing to mismatch
1,2,request/reply over JMS using temporary queues - if connection lost the temporary queue is not re-created which causes the producer to not work anymore
1,2,The CxfConsumer's getContinuation method might throw NPE
0,1,Add Exchange creation time to the exchange as property
1,1,Threads - Should allow using 0 in core pool size
0,1,Route definitions should use boxed types and lazy evaluate defaults in the getter
1,1,GenericFileProducer.writeFile method creates instance of un-used InputStream
1,2,JMX MBeans not registered for initiators
1,1,XmppEndPoint - setting login to false when creating an account results in no action
0,1,RetryWhile is missing on the errorHandler DSL
0,1,Let LazyLoadingTypeConverter load the converters from camel-core on startup
0,1,support the Ordered Interceptor Strategy configured in spring
0,1,CaseInsensitiveMap concurrency issue
1,1,Multicast with pipeline may cause wrong aggregated exchange
0,1,Let custom Processor be managed in JMX when implementing ManagementAware
0,2,Multiple Endpoints with the Same Port in Restlet Component
0,1,Add exception.stacktrace to Simple language
0,2,Stepwise change of directory unfit for production (ftp/ftps/sftp)
1,2,cxfEndpoint of camel-cxf doesn't support  the shcemaLocation element
1,2,NPE occurs without @Entity annotation
0,1,Quartz component has minor issues with old versions of Quartz
1,2,CxfRsInvoker produces NullpointerException when no ContinuationProvider is set in the InMessage
1,1,camel-irc component silently fails on nick collision
1,1,Hard coded locale in Bindy DatePatternFormat
0,2,Add option on FTP component so you can set which path separator char to use (eg windows vs unix)
1,1,spring-integration - Should have better configuration validation
1,1,PackageHelper - issue with version numbers which contains non decimal
0,1,Tidying up strategy for managing resources in JMX
0,2,Use ServiceMix guice bundle
1,1,InterceptSendToEndpoint should check for if stop DSL has been used
0,1,DefaultTimeoutMap should force scheduler in contructor
1,2,CamelContext is started twice when using camel-blueprint
1,2,InterceptSendToEndpoint has issues with interception http endpoints which has multiple parameters
