type,priority,summary
0,1,Fix default localizations
1,2,Bookmarkable / Stateless form submit bug
1,2,Syntactic errors in the manifest OSGi headers
1,2,AbstractRequestTargetUrlCodingStrategy(line 174) throws confusing exception. It would be better redirect to 404-page in this case.
1,2,Memory leak in Localizer
1,1,TimeFrame.equals(Object)  does not work as expected
1,2,Memory leak in DiskPageStore
1,2,HtmlHandler can't handle tags not requiring closed tags if the tag names are uppercase
1,1,FileUploadField should return FileUpload as its converted input
1,2,wicket complains that ValueMap$NullSafeKeyComparator is not serializable
0,1,Make functionality of ContextImage a behavior so that other types of components can utilize its functionality
1,2,GuiceComponentInjector mishandles static fields
1,1,org.apache.wicket.util.lang.Objects.convertValue returns null if it cannot convert the value
0,2,Allow configuration of the guice Stage for GuiceWebApplicationFactory
0,1,Improve Locale fallback in BundleStringResourceLoader
1,2,PackagedTextTemplate does not load resource from application resource stream locator
1,2,StringResourceModel may fail to format numbers using MessageFormat
1,1,RfcCompliantEmailAddressValidator accepts whitespace and tab
1,2,Inconsisting Handling of id mismatch on wicket:container
1,1,form action URLs in non-Wicket forms not rewritten
1,1,In html Include component isAbsolute method returns false for an absolute path in unix-like systems
1,2,Generify PropertyColumn
1,2,Overflow when setting Expires header in WebResource
1,2,NPE in feedback panel
1,2,'Invalid procedure call or argument' on AJAX call with IE7
1,2,WicketTester.clickLink and IndexedParamUrlCodingStrategy don't work together
1,2,JavascriptStripper ignores context when looking for multiline comments
1,2,Wicket 1.3.4 violates servlet standard  Glassfish spews warnings
1,1,WicketRuntimeException when using wicket-auth-roles in a frameset
1,1,Using an AjaxSubmitLink outside of a Form does not set the form property
0,1,AbstractTree XHTML Strict validation
1,2,Unfound markup information is not entirely cached even in deployment mode
1,2,DateTimeField: small bugs
1,2,i18n package resource resolving depends too much on available locale
1,2,org.apache.wicket.util.string.Strings#stripJSessionId StringIndexOutOfBoundsException
1,2,WicketTester Cookie handling
0,1,FormComponents (and subclasses) should be able to provide their own resource bundles
1,1,AjaxFallbackButton: inconsistent submit order
1,2,StatelessForm submitted to the wrong page
1,2,WebRequestCycleProcessor.resolveHomePageTarget for empty path with enforceMounts=true provokes 403 - 'Direct access not allowed for mounted targets'
1,2,RadioChoice disable certain choice bug
1,2,CheckBox incorrectly converts its model value when a custom Boolean converter is installed - again
1,1,wicket:message sometimes broken
1,2,MarkupContainer.setEnabled() doesn't enable/disable child components
1,2,FileUpload.writeToTempFile uses field Id as filename - Windows doesn't support some characters
0,1,Add getter and setter for data provider to  AjaxFallbackDefaultDataTable
0,1,Please make RequestLogger.log(RequestData  SessionData) protected
1,2,rc1 generics - LabelTree
1,2,Component.isVisibilityAllowed() not consulted before calling onBeforeRender()
1,2,AutoCompleteTextField - gives a type mismatch error on IE - version wicket-1.4-rc1
0,1,setters on FeedbackPanel do not return self  which prevents chaining
1,2,AbstractTree breaks on multiple tree model events in the same request
1,2,DatePicker is not thread-safe
1,2,FormComponent cookie persistent issue
1,2,Empty File Upload field breaks validation of other fields in WicketTester.
1,2,FormTester (BaseWicketTester.executeAjaxEvent[component event]) submits also buttons that are hidden (isVisible=false) resulting in exception
1,2,Validation messages aren't cleared on success.
0,2,Callback after detaching the page but before the PageMap lock is released
1,1,AutoComplete ShowListOnFocusGain not working
1,2,isVisible should not be called after detach
0,1,AutoComplete - KEY_TAB should work like KEY_ENTER
1,2,BaseWicketTester can't find the pageLink field using reflection when you override the PageLink class.
1,1,FileUploadField.onDetach() causes IllegalStateException()
1,1,HtmlProblemFinder documentation bug
1,2,beforeRender not called for behaviour added to ComponentTag
1,1,KittenCaptchaPanel generates a Ajax callback image url which potentially breaks when used in a Portlet
1,2,AjaxPreprocessingCallDecorator calls the delegate decorator before itself (same behavior as AjaxPostprocessingCallDecorator)
1,2,Wizard buttons (previous / finish) aren't enabled when they should be
1,1,SmartLinkLabel does not handle ~ in urls
1,1,KittenCaptcha filter declared twice in wicket-examples web.xml
0,2,Should the QuickStart archetype generated HomePage.html inlude the Wicket namespace in the html tag?
1,2,SerializationChecker issue
1,1,Component Use Check always fails for visible components inside an invisible border body
1,1,ApacheLicenceHeaderTests fail after projects' metadata created by Eclipse
1,1,MultiFileUploadField.js can't find file input when serving pages as XHTML
0,1,PageLink is inherently non extendable
1,2,Misplaced IllegalStateExceptions when accessing stateful URL with different session
1,2,WicketTester fails to execute AjaxBehavior (onclick) due to old requestCycle (this bug is caused by bugfix WICKET-254)
1,2,Make Component. 'protected List getBehaviors(Class' public
0,2,Polish translations for wicket-extensions properties
1,2,Javascript function Wicket.replaceAll is unbearably slow
0,1,StringValidator error messages erroneously mention input instead of label
1,2,Conversion Exception Thrown for Submitting A Page with Multiple Forms within A Border
1,2,FormComponentPanel should not add a name attribute
1,2,WicketSessionFilter doesn't takes into account WebApplication#getSessionAttributePrefix(WebRequest)
0,1,TabbedPanel accepts only ITab(s)
0,1,application_nl.properties is outdated
1,1,DropDownChoice NO_SELECTION_VALUE static field is final
1,2,Invalid nested form tag name when the form is not visible and setoutputmarkupplaceholdertag(true) has been called
1,1,quickstart archetype adds invalid maven-compiler-plugin configuration
1,2,Form#getMaxSize() -> no custom format
1,1,onBeforeRender() set visibility of NavigationToolbar prevents it from showing again
1,1,Fix API documentation for DataTable
0,2,PatternValidator could allow reverse matches
0,1,less dynamic or missing toString( ) methods in Component class
1,2,WebApplication is not thread-safe
1,2,Form gets submitted using AjaxSubmitBehavior when sub-form has error's
1,2,WicketTester clickLink on submitLink fails with conversion error
0,1,typo in ApplicationContextMock.putBean() exception message:  'alredy'
0,2,Resource lookup/caching in OSGI environment spams errors for gone resources
1,2,YUI library used by Wicket Extensions - DateTime isn't IE8 compatible
0,2,Nested directory support for ZipResourceStream
1,1,java.sql.Timestamp converter bug
0,2,Allow overriding of the Validator default MessageKey
1,1,PageParameters always non-empty
0,1,IndexedHybridUrlCodingStrategy constructor should accept a redirectOnBookmarkableRequest boolan
1,1,The JavaDoc for IPageLink still holds a reference to PageLink which is deprecated
1,2,open/close div tags are rendered erroneously
1,1,isComponent in BaseWicketTester contains possible nullpointer exception
1,2,Radio#onComponentTag uses Objects.equal instead of model comparator
0,2,Remove IComponentBorder in favor of IBehavior
1,1,When injecting more than one parm in a method  an ArrayIndexOutOfBoundsException is thrown
1,2,[devutils] Can only inspect pages in same pagemap as the inspector
1,2,ClassCastException in SqlDateConverter
1,2,FormTester.setValue should throw exception if not FormComponent
1,2,BaseWicketTester doesn't invoke Application.newAjaxRequestTarget for ajax request target
1,2,Form generates invalid html in appendDefaultButtonField
1,2,IChoiceRenderer generic type parameters are wrong throughout the AbstractChoice class hierarchy
1,1,WicketTester does not accurately simulate scenario where entire page is added to AjaxRequestTarget
1,2,DebugBar throws an java.lang.ExceptionInInitializerError when Tomcat is restarted
0,1,Link: PopupSettings - overriding getPopupSettings has no effect
0,1,Update hungarian localization
0,2,CLONE -Make LoadableDetachableModel writable
1,1,IModel parameters of StringResourceModel not getting detached
1,2,OutOfMemoryError occur for memory leak on FeedbackPanel & FeedbackMessages
1,2,JavaDoc: Some JavDoc examples still refer to WicketServlet
1,2,Tag ''has a mismatched close tag at ''
1,2,MarkupComponentBorder fails to close stream (?)
1,2,KittenCaptcha example broken
1,2,DateField.newDateTextField's parameters should be generified
0,1,AjaxFormSubmitBehavior cannot be applied to Form
1,1,Quickstart for 1.4 uses 1.3 dtd in HomePage.html (with patch)
0,1,Widen type-constraint on TextTemplate.interpolate(Map variables)
0,1,DefaultCssAutocompleteTextField should be renamed
1,2,DefaultDataTable hides NavigationToolbar once and forever
1,2,Not all 'domready' events are called when two wicket-event.js files are added to the page
1,1,OnChangeAjaxBehavior + DatePicker do not work together
1,1,Couldn't resolve model type of Model' for PasswordTextField
1,2,Ajax support for multipart forms broken in a nested form
1,2,RequestCycle urlFor ignores existing parameters when appending provided params
0,2,Improve MixedParamUrlCodingStrategy  introduce Hybrid
0,1,Internal Spring beans should be ignored
0,1,AjaxEditableLabel: newPanel - use Component instead of WebComponent for easier subclassing
1,2,Form.findForm(Component c) bug. When form is part of Border and form component like TextField is inside another Border   component cannot resolve its form.
0,2,IE8: be more verbose if ajax refresh fails
1,1,javadoc the CryptedUrlWebRequestCodingStrategy needs to be update/corrected to reflect the usage of session-id for encryption and hence URLs which were bookmarkable before will NOT remain bookmarkable.
0,1,Allow using a different FileItemFactory by extracting a method in MultipartServletWebRequest class
1,2,AjaxEditableChoiceLabel does not detach choices model
1,1,Button.onSubmit javadoc is misleading
1,2,Regression: 'Could not find child with id:  in the wicket:enclosure' for non-component tag
1,1,NullPointerException in BehaviorRequestTarget.processEvents(BehaviorRequestTarget.java:96)
0,1,Upgrade to SLF4J version 1.5.8
1,1,Use of Object instead of generic T in StringAutoCompleteRenderer
1,2,Easy fix suggestion: In BaseWicketTester 'IFormSubmitting' component should be the submitting component  not just a 'Button'
1,2,Class not found when using OSGI class loader
0,1,Behavior for accepted locales should fit the HTTP Specification
0,1,Improve consistency of ParseException error messages
1,1,MetaDataKey does not meet hashCode() contract
1,2,WebRequestCodingStrategy assumes that a shared resource URL should always be relative to the Wicket handler
1,2,Unnecessary method calls in IDataProvider
1,2,Inheritance layout excludes XML header from output
0,2,o.a.wicket.ng.** Resource related classes don't take 'variation' into account
0,1,RepeatingView's Javadoc to include newChildId() and add()
1,2,Javadoc of Component#setOutputMarkupPlaceholderTag is wrong
0,1,ExternalLink to take IModel instead of IModel for label
0,2,Allow subclasses of AuthenticatedWebSession to set 'signedIn' field
1,2,Ajax multipart fails for inner forms added via ajax
1,2,Some components still escape non-ASCII symbols by default
1,2,EnumChoiceRenderer misbehaves with anonymous enum classes
1,1,DataTable generates two
1,2,Ajax buttons inside ModalWindows don't submit properly
1,2,MockHttpServletResponse doesn't delete cookies
1,2,Sucessfull login on SignInPanel causes HomePage to become stateful
1,2,Form.isMultipart() doesn't check FormComponent.isMultipart() on nested components
1,2,More pages missing xml prolog
1,2,Resources aren't gziped by default
1,2,Consistently create body for short tags.
0,1,Make GoAndClearFilter.defaultClearModel and GoFilter.defaultGoModel internationalizable
1,2,WicketTester javadocs are referring in many places to a component's path but it's not documented anywhere
0,2,Ability to add CSS style to table body in DataTable
1,1,Multipart forms fails on Chrome during Ajax submit
1,2,Wickettester executeAllTimerBehaviors executes stopped behaviors too
1,2,Enclosure causes Nullpointer exception
1,1,CryptedUrlWebRequestCodingStrategy fails in form with method='get'
1,1,update PropertyColumn Javadoc
1,1,FormComponent.MessageSource.getMessage(String) and getValidatorKeyPrefix()
0,2,Extract lazy AbstractListDataProvider out of ListDataProvider.
0,1,Panel throws MarkupException without passing MarkupStream
1,2,AjaxFormChoiceComponentUpdatingBehavior cannot find the choice
0,2,AjaxPagingNavigator Link factories should return AbstractLink
1,1,Javascript in Form.registerJavascriptNamespaces() fails in Firefox 3.5.8
0,2,InjectorHolder.getInjector().inject(this) doesn't work with wicket-guice
1,2,DatePicker Calendar: wrong year format when 4 digits are used (yyyy)  e.g. 2010 --> 0010
0,1,Enhancing RadioChoice input items with individual title and css class attributes
0,1,Set Application ThreadLocal in WicketSessionFilter
0,2,Submitting a form with Ajax in WicketTester does not check if form is multiPart
0,1,ListMultipleChoice's Constructors Should Accept IModel>
1,2,ListMultipleChoice: updateModel method looses the value submitted from the select control
1,2,Textarea ignores first line in case of blank line
0,1,ChoiceGroup's Constructor Should Accept IModel>
0,1,More 'IModel<? extends Collection<' Fixes
0,1,FileUpload#writeTo copies the stream / a possible rename would be faster
1,1,Palette nested in a ListView results in a NPE when an error feedback is logged when submitting form
1,1,Wrong name for swiss Application.properties
1,1,getConvertedInput() returns null and selectedValues.addAll tries adding it
0,1,RangeValidator should use getMinimum and getMaximum
1,1,Typo in IllegalStateException when there are multiple beans of the same type
1,1,Javadoc for AbortWithHttpStatusException class constructor says 'true' when it should say 'false'
1,2,WicketSessionFilter still broken: you can only locate or create sessions in the context of a request cycle
0,2,Use Apache Nexus Maven Repository instead of self hosted maven repository on wicketstuff.org
1,1,inconsistency in property expression when using . for self reference
1,2,Modal window titles need to be marked up as such  for accessibility
1,2,Form.MULTIPART_HINT is not cleared correctly with nested forms
0,2,AbstractPropertyModel getObjectClass don't consider nested IObjectClassAwareModel targets
1,2,Application addRenderHeadListener causing error
1,1,Markup for AjaxLazyLoadPanel's is not valid HTML
0,1,Exposes Application DebugSettings related functionality for JMX
0,2,Remove HeaderContributor and friends in favor of IHeaderContributor
0,2,Make Component and IBehavior directly implement IHeaderContributor to make things simpler
1,2,ClassCastException when requesting for non-page class
1,2,DateTime bug with a date pattern without separator
0,1,Form.delegateSubmit: invoke onSubmit() of nested Forms before onSubmit() of enclosing Form
0,2,Add timestamp part to resource filenames for better caching
1,2,Return the possibility to create custom WebRequest/WebResponse per Application
1,2,WicketServlet failes to initialise with NullPointerException in WebXmlFile.getFilterPath()
1,2,WicketTester does not preserve the form component values when submitting with AjaxSubmitLink
1,2,The new mappers ignore single query parameter with empty value
1,1,AJAX file upload fails in IE8 due to Wicket.Ajax.handleMultipart() sniffing wicket:body tags as an HTML body element when running Wicket in development mode
1,2,Broken AbstarctCalendar dependency
1,2,isTemporary behavior and ajax behavior together crashes with WicketRuntimeException: Couldn't find component behavior.
1,2,No exceptionpage on exceptions during ajax
1,1,RequestCycle logs something  when its intended for servlet container
0,1,Add IRequestListener interface to allow easier framework extension points
1,1,Adding node to a collapsed tree node should not cause it to expand
1,2,Commons logging must die
1,2,No Exception page are rendered when using ajax
1,2,Dropped support for Servlet 2.5 inadvertently
0,1,test for undefined in the  same manner throughtout the code.
1,2,Can not create cookies
0,2,support building wicket offline by resolving DTD references locally
1,2,executeAjaxEvent in WicketTester works although Component is not enabled
0,1,Strange IResourceStream type hierarchy
0,1,Parametrize IFilterStateLocator
0,1,Chunk.slice seq.subList(pos  pos) returns empty list so why bother
1,2,Correctness of tests is order dependent  ThreadContext.detach not always called
1,2,IResourceSettings.setUseTimestampOnResources(true) and performance
1,2,Form  containing FileUploadField and UploadProgressBar throws an exception when removed from the parent
1,2,Localizer.substitutePropertyExpressions() is called twice when Localizer.getString() is called
1,2,WicketTester can't create new sessions
1,2,AutoCompleteTextField does not work in an iframe under IE 6  7 or 8
1,1,DatesPage test LocaleDropDownChoice getObject calls getSelectedLocale()  does not use result
1,2,AbstractMarkupParser doesn't remove Comments correctly
0,2,Complete documentation of Component Lifecycle
1,1,In extensons CaptchaImageResource render method  while loop does not loop
1,2,for stateless pages wicket complains with 'The Buffered response should be handled by BufferedResponseRequestHandler'
0,1,AnnotationsRoleAuthorizationStrategy isInstantiationAuthorized package==false  class==true returns true
1,2,NPE with nested property models
0,2,Add restartResponseAtSignInPage() Method to AuthenticatedWebApplication
1,2,ModalWindow title not visible
1,2,IResponseFilter doesn't work in 1.5
0,2,DropDownChoice:  'data' or 'choices?'
0,1,Please use lists instead of arrays
0,1,Url should accept null parameters list
1,2,unable to add nodes to an empty rootless Tree (e.g. LinkTree)
0,2,Multiple language support for UploadProgressBar
1,2,AjaxEditableMultilineLabel generates invalid HTML
1,2,Ajax submit  link does not show busy indicator under IE
1,1,Patches to correct some Findbugs warnings in core  request and util
1,1,TreeTable should call attachUpdate javascript on domready event.
1,2,Url to the home page is not correct when the current base url has only one segment
0,2,Upgrade jetty version to 7.2
0,1,Add class for span with text in wicket-extensions/treetable
0,1,'wicket' Maven module brings the other three wicket modules as transitive dependencies
0,1,Improve SerializableChecker message
1,2,Validation Error on AjaxEditableLabel causes ajax calls in loop on Chrome Browser
1,1,1.5-RC1 sources seem to be missing in Maven repository
0,2,Extend multiple file handling to IMultipartWebRequest
1,2,HttpsMapper and BookmarkablePageLink
0,1,Comment: org.apache.wicket.util.upload.RequestContext interfsace to interface
